Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",223.96,4.97,+2.27%,28.54%,41%,3899584,33.6%,66.4%,0.50609434640698
TSLA,"Tesla Inc",328.58,9.05,+2.83%,10.99%,8%,3454947,35.9%,64.1%,0.5598306959525
SPCX,"SpaceX Corp",133.11,18.19,+15.83%,33.30%,49%,3006580,41.3%,58.7%,0.70410226268606
PLTR,"Palantir Technologies Cl A",172.01,16.09,+10.32%,30.78%,33%,1757989,29.9%,70.1%,0.42661026192014
AAPL,"Apple Inc",313.33,0.92,+0.29%,47.61%,44%,1354018,25.5%,74.5%,0.34298404310187
MU,"Micron Technology",877.57,-3.9,-0.44%,47.87%,56%,1224170,44.3%,55.7%,0.79451020632536
MSTR,"Strategy Inc",100.01,3.16,+3.26%,31.28%,54%,1094791,17.3%,82.7%,0.20973519973834
AMZN,"Amazon.com Inc",274.48,2.22,+0.82%,27.90%,33%,818456,29.2%,70.8%,0.41198796510986
MSFT,"Microsoft Corp",499.99,0.13,+0.03%,35.92%,45%,785865,30.0%,70.0%,0.42900914104707
HTZ,"Hertz Global Holdings Inc",2.27,0.25,+12.38%,100.00%,100%,769849,14.3%,85.7%,0.16745497971718
INTC,"Intel Corp",101.65,1.84,+1.84%,51.85%,66%,634661,32.2%,67.8%,0.47418678980572
AMD,"Adv Micro Devices",483.36,-5.92,-1.21%,43.82%,60%,623857,43.4%,56.6%,0.76544981181198
META,"META Platforms Inc",592.1,2.2,+0.37%,37.20%,54%,528535,28.6%,71.4%,0.39973675568597
GOOGL,"Alphabet Cl A",354.3,-3.45,-0.96%,24.84%,18%,523025,37.4%,62.6%,0.59669624840109
MARA,"Mara Holdings Inc",10.09,-0.56,-5.26%,39.77%,41%,433326,25.4%,74.6%,0.3405580321925
NFLX,"Netflix Inc",74.14,0.45,+0.61%,30.61%,38%,337612,28.0%,72.0%,0.38963572751595
SNDK,"Sandisk Corp",1212.21,-46.37,-3.68%,39.76%,23%,334092,47.9%,52.1%,0.91923068085204
TTD,"Trade Desk Inc",13.8,-3.87,-21.90%,34.50%,32%,308254,37.5%,62.5%,0.59963259523723
SMCI,"Super Micro Computer",31.13,1.75,+5.96%,75.91%,88%,307211,21.7%,78.3%,0.27653005680189
ORCL,"Oracle Corp",147.02,3.55,+2.47%,66.82%,87%,294452,28.9%,71.1%,0.40681496770248
NBIS,"Nebius Group N.V. Cl A",187.97,-1.91,-1.01%,51.52%,89%,290726,43.5%,56.5%,0.76846011131725
SOFI,"Sofi Technologies Inc",18.38,0.28,+1.55%,7.41%,2%,279838,27.4%,72.6%,0.37678285897026
IREN,"Iren Limited",41.23,3.3,+8.70%,40.52%,52%,276111,39.2%,60.8%,0.64353742306456
SOUN,"Soundhound AI Inc Cl A",8.02,0.94,+13.28%,24.02%,26%,262228,14.2%,85.8%,0.16499695675933
RKLB,"Rocket Lab Corp",82.83,7.16,+9.46%,65.48%,73%,258739,31.8%,68.2%,0.46714864903178
HOOD,"Robinhood Markets Cl A",93.29,2.58,+2.84%,31.40%,31%,244332,30.6%,69.4%,0.44084918177797
NOW,"Servicenow Inc",124.88,7.53,+6.42%,53.88%,66%,240304,25.4%,74.6%,0.33992784695078
COIN,"Coinbase Global Cl A",153.6,8.19,+5.63%,38.19%,43%,236126,29.5%,70.5%,0.41808048717502
UBER,"UBER Technologies Inc",75.02,4.55,+6.46%,25.86%,20%,230215,34.7%,65.3%,0.53078662145089
WULF,"Terawulf Inc",17.08,-0.53,-3.04%,21.56%,21%,207280,29.6%,70.4%,0.42041677802219
