Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
UVXY,"Ultra VIX Short-Term 2X Futures ETF",19.52,0.12,+0.62%,5.62%,7%,26459,22.0%,78.0%,0.28161782513926
SILJ,"Amplify Junior Silver Miners ETF",32.01,0.08,+0.25%,32.92%,32%,25370,21.9%,78.1%,0.2796973518285
XLU,"S&P 500 Utilities Sector SPDR",43.22,0.45,+1.05%,10.42%,33%,24117,30.4%,69.6%,0.4361341034955
KRE,"S&P Regional Banking ETF SPDR",74.76,-0.1,-0.13%,27.90%,18%,22617,39.6%,60.4%,0.6564376739417
XLP,"S&P 500 Cons Staples Sector SPDR",87.45,1.46,+1.70%,32.46%,97%,20493,64.3%,35.7%,1.8003552883301
MUU,"Direxion Daily MU Bull 2X ETF",27.91,-3.66,-11.59%,1.48%,2%,20458,28.7%,71.3%,0.40344378129931
BITO,"Proshares Bitcoin Strategy ETF",10.63,0.22,+2.11%,19.24%,42%,20248,20.5%,79.5%,0.2577178706752
IGV,"Ishares Expanded Tech-Software Sector ETF",102.45,-0.92,-0.89%,42.14%,43%,19762,47.9%,52.1%,0.92069200116629
MSTX,"Defiance Daily Target 1.75X Long Mstr ETF",13.15,0.7,+5.62%,42.80%,69%,14734,22.7%,77.3%,0.29404531881258
GDXJ,"Vaneck Junior Gold Miners ETF",133.58,0.99,+0.75%,61.57%,78%,14389,35.2%,64.8%,0.54404979075008
IAU,"Gold Trust Ishares",87.47,0.68,+0.78%,44.34%,75%,13272,34.6%,65.4%,0.52815198618307
TMF,"Direxion Daily 20-Yr Treasury Bull 3X Shrs ETF",31.08,0.58,+1.90%,37.70%,59%,13030,30.3%,69.7%,0.43533818021591
XOP,"S&P Oil & Gas Expl & Prod SPDR",186.24,-3.3,-1.74%,61.82%,77%,12076,53.1%,46.9%,1.1301816898924
SPCH,"Leverage Shares 2X Long Spcx Daily ETF",8.32,-0.25,-2.92%,0.00%,0%,11828,43.0%,57.0%,0.75333530981322
ETHU,"Volatility Shares 2X Ether ETF",26.6,1.24,+4.89%,30.69%,39%,11556,38.5%,61.5%,0.62577377602701
COPX,"GX Copper Miners ETF",94.53,-0.06,-0.06%,42.08%,55%,11211,24.0%,76.0%,0.31553625909411
TNA,"Small Cap Bull 3X ETF",71.67,-1.45,-1.98%,14.34%,11%,10443,62.3%,37.7%,1.653875476493
CONL,"GraniteShares 2X Long COIN Daily ETF",5.77,-0.48,-7.68%,35.96%,38%,10436,35.6%,64.4%,0.55390113162597
MTUM,"Ishares MSCI USA Momentum Factor ETF",300.59,-4.58,-1.50%,52.55%,73%,10162,22.4%,77.6%,0.28844934702675
AGQ,"Ultra Silver 2X ETF",88.98,-1.59,-1.76%,27.17%,49%,9696,34.5%,65.5%,0.52765085867339
RAM,"Roundhill T-Rex 2X Long Dram Daily Target ETF",11.57,-1.58,-12.02%,2.72%,5%,9615,29.2%,70.8%,0.41147974163241
SCHD,"Schwab US Dividend Equity ETF",35.21,0.1,+0.28%,9.40%,34%,9493,25.4%,74.6%,0.34025130594381
BSOL,"Bitwise Solana Staking ETF",13.25,0.77,+6.17%,14.37%,26%,9461,16.3%,83.7%,0.1942691239586
CORN,"Teucrium Corn",19.22,0.21,+1.10%,26.30%,65%,9050,4.6%,95.4%,0.047696225978236
BNO,"US Brent Oil",52.78,-1.02,-1.90%,23.51%,47%,8781,17.4%,82.6%,0.21033769813921
METU,"Direxion Daily META Bull 2X ETF",18.92,0.61,+3.33%,36.35%,55%,8723,25.1%,74.9%,0.33583460949464
URA,"GX Uranium ETF",45.69,-0.38,-0.82%,24.16%,10%,8692,41.3%,58.7%,0.70231100665883
QQQI,"Neos Nasdaq 100 High Income ETF",53.84,-0.4,-0.74%,36.04%,52%,8546,68.4%,31.6%,2.1675315048184
ASHR,"Xt Harvest CSI 300 China A-Shares ETF",33.93,-0.56,-1.62%,11.25%,75%,8458,67.8%,32.2%,2.1027146001467
MAGS,"Roundhill Magnificent Seven ETF",67.2,-0.08,-0.12%,21.08%,5%,8062,24.7%,75.3%,0.32860909690178
SPYM,"SPDR Portfolio S&P 500 ETF",89.88,-0.25,-0.28%,10.47%,12%,8005,89.9%,10.1%,8.9194547707559
BOIL,"Ultra Bloomberg Natural Gas 2X ETF",19.56,0.53,+2.79%,8.89%,7%,7940,33.5%,66.5%,0.50464278946371
VOO,"S&P 500 ETF Vanguard",701.83,-1.88,-0.27%,15.12%,27%,7828,68.8%,31.2%,2.20163599182
PPLT,"Physical Platinum ETF",17,-0.02,-0.12%,19.74%,55%,7584,23.2%,76.8%,0.3021978021978
SPXS,"Direxion Daily S&P 500 Bear 3X ETF",24.99,0.23,+0.93%,11.08%,12%,6954,19.2%,80.8%,0.23692636072572
SCO,"Ultrashort Bloomberg Crude Oil -2X ETF",24.33,0.72,+3.05%,22.76%,49%,6899,31.7%,68.3%,0.46475583864119
BMNU,"T-Rex 2X Long Bmnr Daily Target ETF",19.02,1.91,+11.16%,30.17%,38%,6833,33.8%,66.2%,0.51038903625111
WEAT,"Teucrium Wheat",25.48,0.07,+0.28%,3.43%,40%,6798,9.4%,90.6%,0.10339230644376
XLV,"S&P 500 Healthcare Sector SPDR",174.7,0.08,+0.05%,43.96%,48%,6692,34.9%,65.1%,0.53591921046592
UPRO,"Ultrapro S&P 500 3X ETF",148.58,-1.3,-0.87%,19.34%,36%,6649,40.5%,59.5%,0.67988883274381
FBTC,"Fidelity Wise Origin Bitcoin Fund",68.56,1.54,+2.30%,24.00%,61%,6106,10.7%,89.3%,0.11954528786212
RSP,"Invesco S&P 500 E.W. ETF",221.93,0.26,+0.12%,15.29%,16%,6063,83.7%,16.3%,5.1490872210953
MULL,"GraniteShares 2X Long MU Daily ETF",19.45,-2.58,-11.71%,33.94%,35%,5671,35.2%,64.8%,0.54270946681175
NVDX,"T-Rex 2X Long Nvidia Daily Target ETF",17.72,-1.09,-5.79%,21.98%,54%,5455,47.6%,52.4%,0.90734265734266
GBTC,"Grayscale Bitcoin Trust ETF",60.96,1.33,+2.23%,20.72%,55%,5444,15.9%,84.1%,0.18916557448668
AMDL,"GraniteShares 2X Long AMD Daily ETF",46.05,-3.5,-7.06%,19.21%,19%,5228,53.7%,46.3%,1.1585466556565
VGT,"Information Technology ETF Vanguard",116.42,-2.,-1.69%,40.45%,46%,5028,26.2%,73.8%,0.35525606469003
XME,"S&P Metals & Mining SPDR",117.87,-1.47,-1.23%,40.35%,38%,4933,27.7%,72.3%,0.38334268087493
NAIL,"Direxion Daily Homebuilders Bull 3X ETF",40.14,0.37,+0.93%,46.65%,33%,4791,51.2%,48.8%,1.0474358974359
SPXU,"Ultrapro Short S&P500 -3X ETF",35.02,0.3,+0.86%,13.50%,20%,4520,3.1%,96.9%,0.032434901781635
SPDN,"Direxion Daily S&P 500 Bear 1X ETF",8.56,0.03,+0.35%,32.32%,45%,4411,97.6%,2.4%,41.413461538462
UCO,"Ultra Bloomberg Crude Oil 2X ETF",44.13,-1.42,-3.12%,21.21%,46%,4380,51.2%,48.8%,1.0476858345021
JEPQ,"JPM Nasdaq Equity Premium Income ETF",59.42,-0.42,-0.70%,24.03%,28%,4365,30.5%,69.5%,0.4396437994723
XRP,"Bitwise XRP ETF",16.6,1.26,+8.21%,35.51%,58%,3972,10.4%,89.6%,0.11635750421585
MSOX,"Advisorshares Msos 2X Daily ETF",2.94,-0.08,-2.65%,6.63%,3%,3916,6.5%,93.5%,0.069069069069069
UVIX,"vs TR 2X Long VIX Futures ETF",43.51,-0.11,-0.25%,10.44%,15%,3790,35.5%,64.5%,0.55073649754501
ETHE,"Grayscale Ethereum Staking ETF",19.91,0.46,+2.37%,28.53%,34%,3786,15.3%,84.7%,0.18054256314312
"Downloaded from Barchart.com as of 08-24-2026 09:46pm CDT"
