Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
LQD,"Invst Grade Corp Bond Ishares Iboxx $ ETF",106.55,0.43,+0.41%,5.74%,44%,97692,82.6%,17.4%,4.7564079901008
SNXX,"Tradr 2X Long Sndk Daily ETF",14.09,3.02,+27.28%,3.57%,2%,97536,23.0%,77.0%,0.29800513687236
SQQQ,"Ultrapro Short QQQ -3X ETF",36.04,-1.28,-3.43%,30.33%,34%,83207,17.2%,82.8%,0.2079468083562
EWY,"Ishares MSCI South Korea ETF",178.62,2.75,+1.56%,43.59%,57%,68028,41.5%,58.5%,0.70813036709687
KRE,"S&P Regional Banking ETF SPDR",77.75,0.37,+0.48%,2.58%,2%,67533,66.8%,33.2%,2.010162692222
SOXX,"Semiconductor Ishares ETF",550.74,4.13,+0.76%,41.61%,66%,59618,54.4%,45.6%,1.1947430422618
SOXS,"Direxion Daily Semiconductor Bear 3X ETF",40.12,-0.85,-2.07%,38.89%,67%,59136,37.8%,62.2%,0.60651996740016
DIA,"Dow Industrials SPDR",537.91,0.76,+0.14%,10.61%,12%,58672,41.1%,58.9%,0.69734139497208
KORU,"Direxion Daily South Korea Bull 3X ETF",21.27,0.95,+4.68%,58.17%,60%,53280,71.7%,28.3%,2.5385534967125
VXX,"Ipath.B S&P 500 VIX Short-Term Futures ETN",19.62,0.17,+0.87%,8.64%,4%,48739,40.3%,59.7%,0.67597400364499
XLU,"S&P 500 Utilities Sector SPDR",44.04,0.2,+0.46%,7.33%,16%,41012,36.7%,63.3%,0.57884200800739
SPXS,"Direxion Daily S&P 500 Bear 3X ETF",23.56,-0.48,-2.00%,10.76%,11%,37875,31.0%,69.0%,0.44987176051755
ARKK,"Ark Innovation ETF",82.59,1.22,+1.50%,0.00%,0%,37344,38.0%,62.0%,0.61201761201761
MUU,"Direxion Daily MU Bull 2X ETF",31,2.47,+8.66%,1.90%,1%,33620,27.1%,72.9%,0.3709019735769
UVXY,"Ultra VIX Short-Term 2X Futures ETF",20.52,0.19,+0.93%,5.46%,6%,33378,25.1%,74.9%,0.33576116535937
EFA,"Ishares MSCI EAFE ETF",108.69,0.19,+0.18%,25.98%,49%,31957,33.2%,66.8%,0.497446230261
NVDL,"GraniteShares 2X Long NVDA Daily ETF",36.79,0.4,+1.10%,30.65%,39%,30188,29.2%,70.8%,0.41250233950964
XLI,"S&P 500 Industrial Sector SPDR",185.79,-0.09,-0.05%,31.35%,41%,26085,90.2%,9.8%,9.2294117647059
UNG,"US Natural Gas Fund",9.97,-0.23,-2.25%,2.92%,1%,24252,38.3%,61.7%,0.621231365733
IEF,"7-10 Year Treasury Bond Ishares ETF",93.3,0.34,+0.37%,13.87%,25%,24189,25.7%,74.3%,0.34592699755175
XLK,"S&P 500 Technology Sector SPDR",190.77,1.91,+1.01%,44.44%,55%,24189,41.6%,58.4%,0.71322331609887
FBTC,"Fidelity Wise Origin Bitcoin Fund",55.09,-0.02,-0.04%,5.36%,4%,23804,1.4%,98.6%,0.014317368331345
ASHR,"Xt Harvest CSI 300 China A-Shares ETF",34.78,-0.25,-0.71%,7.57%,44%,22946,46.6%,53.4%,0.87115713936231
XLY,"S&P 500 Cons Disc Sector SPDR",118.45,0.56,+0.48%,26.96%,41%,22936,50.7%,49.3%,1.0286573500796
XLV,"S&P 500 Healthcare Sector SPDR",168.38,-0.06,-0.04%,29.07%,19%,21749,29.6%,70.4%,0.41955485934338
INDA,"Ishares MSCI India ETF",49.98,0.03,+0.06%,1.14%,1%,20160,0.3%,99.7%,0.0025860354087925
SILJ,"Amplify Junior Silver Miners ETF",29.44,-0.72,-2.39%,32.35%,23%,18842,20.3%,79.7%,0.25512922994937
XLP,"S&P 500 Cons Staples Sector SPDR",86,0.92,+1.08%,17.51%,67%,18560,66.5%,33.5%,1.9882466591531
UVIX,"vs TR 2X Long VIX Futures ETF",46.91,0.54,+1.16%,6.55%,6%,17102,17.8%,82.2%,0.21696434924927
SPCH,"Leverage Shares 2X Long Spcx Daily ETF",9.21,-0.67,-6.78%,0.00%,0%,15967,30.5%,69.5%,0.43859807189837
RAM,"Roundhill T-Rex 2X Long Dram Daily Target ETF",13.02,0.94,+7.74%,3.33%,3%,14883,28.4%,71.6%,0.39759601840548
XBI,"S&P Biotech SPDR",156.86,-2.53,-1.59%,20.34%,20%,14172,70.6%,29.4%,2.3985611510791
XRT,"S&P Retail SPDR",89.29,0.51,+0.57%,22.04%,5%,13630,94.3%,5.7%,16.632600258732
SVIX,"vs TR Short VIX -1X Futures ETF",26.16,-0.21,-0.80%,10.18%,7%,13239,60.9%,39.1%,1.5557915057915
TMF,"Direxion Daily 20-Yr Treasury Bull 3X Shrs ETF",31.24,0.52,+1.69%,24.87%,27%,12078,39.0%,61.0%,0.64036398207252
TNA,"Small Cap Bull 3X ETF",76.04,0.53,+0.70%,2.65%,1%,11610,53.4%,46.6%,1.1476137624861
BITO,"Proshares Bitcoin Strategy ETF",8.56,0.01,+0.12%,10.12%,12%,11402,37.3%,62.7%,0.59580125962211
BNO,"US Brent Oil",49.74,-0.98,-1.93%,27.42%,55%,10998,8.5%,91.5%,0.09324055666004
AGQ,"Ultra Silver 2X ETF",78.42,-2.58,-3.19%,21.75%,29%,10820,15.1%,84.9%,0.17749483077593
MSOS,"Advisorshares Pure US Cannabis ETF",4.65,0.09,+1.97%,1.01%,1%,10778,8.1%,91.9%,0.087807832054905
CBRG,"Leverage Shares 2X Long Cbrs Daily ETF",5.16,-1.6,-23.67%,12.52%,7%,9328,40.7%,59.3%,0.68527551942186
SNDQ,"Tradr 2X Short Sndk Daily ETF",17.43,-6.51,-27.19%,0.99%,4%,9272,8.6%,91.4%,0.093783178011089
AMDL,"GraniteShares 2X Long AMD Daily ETF",52.19,-0.01,-0.02%,21.57%,28%,9086,48.3%,51.7%,0.93360289423282
BOIL,"Ultra Bloomberg Natural Gas 2X ETF",19.61,-1.12,-5.40%,0.00%,1%,8713,29.2%,70.8%,0.41169799092677
RSP,"Invesco S&P 500 E.W. ETF",222.73,1.65,+0.75%,6.91%,2%,8675,62.6%,37.4%,1.6741676942047
BITX,"Volatility 2X Bitcoin Strategy ETF",11.77,0,0.00%,0.00%,0%,8663,20.8%,79.2%,0.26338048709348
SPXL,"Direxion Daily S&P 500 Bull 3X ETF",301.35,5.93,+2.01%,15.19%,18%,8400,26.7%,73.3%,0.36407924650861
SMCX,"Defiance Daily Target 2X Long SMCI ETF",13.62,1.07,+8.53%,55.90%,63%,8043,21.4%,78.6%,0.27282797911062
COPX,"GX Copper Miners ETF",85.52,-2.78,-3.15%,42.09%,50%,7920,24.5%,75.5%,0.32530120481928
VOO,"S&P 500 ETF Vanguard",714.95,4.78,+0.67%,10.37%,12%,7612,28.0%,72.0%,0.38955823293173
JETS,"US Global Jets ETF",31.86,0.24,+0.76%,11.26%,12%,6632,74.5%,25.5%,2.9289099526066
MULL,"GraniteShares 2X Long MU Daily ETF",21.61,1.69,+8.48%,39.35%,41%,6419,36.9%,63.1%,0.58454702542582
SCHD,"Schwab US Dividend Equity ETF",34.43,0.17,+0.50%,7.99%,18%,6395,42.6%,57.4%,0.74298173889343
EWJ,"Ishares MSCI Japan Index Fund",98.47,0.68,+0.70%,33.79%,46%,6316,25.1%,74.9%,0.33530655391121
IAU,"Gold Trust Ishares",81.78,-1.2,-1.45%,25.36%,23%,6232,15.2%,84.8%,0.17918637653737
CPER,"US Copper",39.85,-0.17,-0.42%,27.95%,22%,6213,15.3%,84.7%,0.18005698005698
METU,"Direxion Daily META Bull 2X ETF",21.56,1.11,+5.43%,34.91%,51%,6197,20.5%,79.5%,0.25750811688312
MSOX,"Advisorshares Msos 2X Daily ETF",2.67,0.09,+3.49%,0.00%,1%,6149,4.4%,95.6%,0.045570481210678
NBIG,"Leverage Shares 2X Long Nbis Daily ETF",23.22,-0.78,-3.25%,24.28%,54%,6110,52.5%,47.5%,1.1061702861082
SNDU,"T-Rex 2X Long Sndk Daily Target ETF",21.95,4.63,+26.73%,0.97%,1%,5971,33.7%,66.3%,0.50744761423883
EDZ,"Emerging Markets Bear -3X ETF",15.01,-0.15,-0.99%,58.48%,67%,5863,95.4%,4.6%,20.876865671642
CONL,"GraniteShares 2X Long COIN Daily ETF",4.36,0.25,+6.08%,29.63%,29%,5794,30.6%,69.4%,0.44165215227669
XOP,"S&P Oil & Gas Expl & Prod SPDR",179.17,0.59,+0.33%,39.83%,41%,5704,61.1%,38.9%,1.5705272645336
MAGS,"Roundhill Magnificent Seven ETF",68.49,0.78,+1.15%,26.74%,14%,5620,30.0%,70.0%,0.42784552845528
BOTZ,"GX Robotics & Artificial Intelligence ETF",37.82,0.01,+0.03%,45.02%,45%,5405,0.2%,99.8%,0.0020393029291806
JEPQ,"JPM Nasdaq Equity Premium Income ETF",60.42,0.42,+0.70%,15.39%,13%,5153,31.7%,68.3%,0.4635046861687
IRE,"Defiance Daily Target 2X Long Iren ETF",12.35,0.61,+5.20%,38.11%,11%,5103,22.5%,77.5%,0.2909182899064
MSTX,"Defiance Daily Target 1.75X Long Mstr ETF",8.57,0.38,+4.64%,30.65%,37%,4916,17.0%,83.0%,0.20431161195492
MSFU,"Direxion Daily MSFT Bull 2X ETF",37.72,0.64,+1.73%,28.85%,34%,4881,35.7%,64.3%,0.55594517054511
NEBX,"Tradr 2X Long Nbis Daily ETF",34.69,-1.05,-2.94%,29.50%,54%,4839,40.6%,59.4%,0.68313043478261
NAIL,"Direxion Daily Homebuilders Bull 3X ETF",42.73,1.57,+3.81%,38.76%,20%,4506,31.8%,68.2%,0.46727450341908
UPRO,"Ultrapro S&P 500 3X ETF",157.68,3.13,+2.03%,13.20%,20%,4439,42.1%,57.9%,0.72858255451713
YINN,"Direxion Daily FTSE China Bull 3X ETF",28.09,-0.92,-3.17%,18.17%,9%,4408,58.5%,41.5%,1.4100601421542
NUGT,"Direxion Daily Gold Miners Bull 2X ETF",155.13,-9.49,-5.76%,38.48%,29%,4245,56.1%,43.9%,1.2798066595059
WEAT,"Teucrium Wheat",24.32,-0.04,-0.16%,2.83%,23%,4060,8.0%,92.0%,0.087014725568942
VIXY,"Proshares VIX Short-Term Futures ETF",18.86,0.09,+0.48%,6.79%,2%,3957,14.4%,85.6%,0.16794569067296
"Downloaded from Barchart.com as of 08-14-2026 01:45am CDT"
