Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
SOXS,"Direxion Daily Semiconductor Bear 3X ETF",47.05,2.86,+6.47%,36.74%,62%,31636,42.4%,57.6%,0.73738261299357
JETS,"US Global Jets ETF",29.91,-0.41,-1.35%,19.01%,43%,29516,97.7%,2.3%,42.026239067055
XLP,"S&P 500 Cons Staples Sector SPDR",86.54,0.96,+1.12%,15.97%,59%,29473,70.2%,29.8%,2.3610445888927
XLU,"S&P 500 Utilities Sector SPDR",44.02,0,0.00%,7.16%,15%,29150,24.3%,75.7%,0.32187556684201
UNG,"US Natural Gas Fund",10.01,-0.09,-0.89%,0.60%,1%,28256,27.2%,72.8%,0.37451962835044
KORU,"Direxion Daily South Korea Bull 3X ETF",19.11,1.27,+7.12%,56.69%,54%,27209,40.5%,59.5%,0.68122837370242
BNO,"US Brent Oil",52.32,0.21,+0.40%,23.30%,47%,26781,9.0%,91.0%,0.098978210020928
TMF,"Direxion Daily 20-Yr Treasury Bull 3X Shrs ETF",31.59,1.47,+4.88%,32.89%,45%,22491,30.1%,69.9%,0.42999745676501
CONL,"GraniteShares 2X Long COIN Daily ETF",4.65,0.72,+18.32%,32.18%,32%,22211,20.1%,79.9%,0.25195873964264
XOP,"S&P Oil & Gas Expl & Prod SPDR",186.33,0.98,+0.53%,46.57%,52%,22117,59.1%,40.9%,1.4444076038904
XLK,"S&P 500 Technology Sector SPDR",183.64,-1.98,-1.07%,41.10%,47%,19644,53.3%,46.7%,1.1429038944038
ARKG,"Ark Genomic Revolution ETF",47.73,4.52,+10.46%,31.42%,43%,19485,5.7%,94.3%,0.060927801372101
MSTX,"Defiance Daily Target 1.75X Long Mstr ETF",9.63,1.82,+23.30%,36.78%,55%,18253,17.1%,82.9%,0.20577355000661
NVDL,"GraniteShares 2X Long NVDA Daily ETF",34.23,-0.69,-1.98%,34.28%,47%,17337,31.3%,68.7%,0.45481245279852
SCHD,"Schwab US Dividend Equity ETF",35.09,0.58,+1.68%,6.70%,11%,17257,22.1%,77.9%,0.28304832713755
IYR,"US Real Estate Ishares ETF",104.79,1.03,+0.99%,23.46%,36%,15705,43.6%,56.4%,0.77277345072807
ASHR,"Xt Harvest CSI 300 China A-Shares ETF",34.27,-0.64,-1.83%,8.18%,52%,15273,71.8%,28.2%,2.5452646239554
ETHU,"Volatility Shares 2X Ether ETF",19.48,3.22,+19.80%,11.29%,7%,15223,23.6%,76.4%,0.30961803165864
MUU,"Direxion Daily MU Bull 2X ETF",29.82,-0.3,-1.00%,0.00%,0%,14623,35.3%,64.7%,0.546752697271
QQQI,"Neos Nasdaq 100 High Income ETF",54.34,-0.73,-1.33%,35.94%,53%,14416,18.0%,82.0%,0.21973094170404
GDXJ,"Vaneck Junior Gold Miners ETF",126.55,11.13,+9.64%,51.21%,52%,13980,41.3%,58.7%,0.70280146163216
RSP,"Invesco S&P 500 E.W. ETF",222.07,2.28,+1.04%,16.76%,20%,13367,67.9%,32.1%,2.1129482999534
UCO,"Ultra Bloomberg Crude Oil 2X ETF",43.8,-0.36,-0.82%,20.51%,45%,12965,38.2%,61.8%,0.61941044216837
BOIL,"Ultra Bloomberg Natural Gas 2X ETF",19.19,-0.43,-2.19%,3.26%,3%,12920,50.7%,49.3%,1.0298507462687
PPLT,"Physical Platinum ETF",16.46,0.9,+5.78%,24.02%,64%,12809,34.5%,65.5%,0.52633460438513
IAU,"Gold Trust Ishares",84.84,3.13,+3.83%,45.33%,76%,12716,34.8%,65.2%,0.53408131258294
RAM,"Roundhill T-Rex 2X Long Dram Daily Target ETF",12.07,0,0.00%,9.40%,13%,12671,37.3%,62.7%,0.59443815276205
METU,"Direxion Daily META Bull 2X ETF",18.07,0.14,+0.78%,33.92%,50%,12670,19.2%,80.8%,0.23754639578043
MUB,"Natl Muni Bond Ishares ETF",105.68,0.31,+0.29%,29.79%,69%,11072,45.7%,54.3%,0.8407315045719
MAGS,"Roundhill Magnificent Seven ETF",67.66,0.92,+1.38%,22.08%,5%,10889,19.7%,80.3%,0.2445993827866
SPCH,"Leverage Shares 2X Long Spcx Daily ETF",8.94,-0.51,-5.40%,0.00%,0%,10073,35.0%,65.0%,0.53927261613692
SPXS,"Direxion Daily S&P 500 Bear 3X ETF",24.41,-0.16,-0.65%,8.25%,5%,9997,19.9%,80.1%,0.24806491885144
AGQ,"Ultra Silver 2X ETF",83.13,6.92,+9.08%,24.53%,38%,9858,42.0%,58.0%,0.7249343832021
XLI,"S&P 500 Industrial Sector SPDR",181.95,-1.62,-0.88%,22.10%,25%,9686,42.8%,57.2%,0.747113997114
LYTE,"Roundhill Photonics & Optics ETF",24.8,-1.33,-5.09%,44.07%,71%,9410,36.7%,63.3%,0.58071560557702
XLB,"S&P 500 Materials Sector SPDR",52.52,0.74,+1.43%,0.00%,0%,9374,11.9%,88.1%,0.13569178580082
XHB,"S&P Homebuilders SPDR",108.23,2.28,+2.15%,34.77%,18%,9106,97.8%,2.2%,44.758793969849
XRT,"S&P Retail SPDR",88.83,1.7,+1.95%,27.98%,28%,8723,90.3%,9.7%,9.3598574821853
NEBX,"Tradr 2X Long Nbis Daily ETF",25.87,-6.5,-20.08%,23.05%,36%,7871,22.3%,77.7%,0.28632129432914
AMDL,"GraniteShares 2X Long AMD Daily ETF",48.14,-3.82,-7.35%,19.10%,19%,7799,54.6%,45.4%,1.2006207674944
XLY,"S&P 500 Cons Disc Sector SPDR",118.59,2.23,+1.92%,22.54%,33%,7731,34.8%,65.2%,0.53362428089665
NBIG,"Leverage Shares 2X Long Nbis Daily ETF",17.34,-4.4,-20.24%,15.07%,33%,7417,28.2%,71.8%,0.39286384976526
TNA,"Small Cap Bull 3X ETF",74.54,1.04,+1.41%,1.95%,2%,7328,50.3%,49.7%,1.0137400384721
IHI,"US Medical Devices Ishares ETF",56.64,1.2,+2.16%,45.26%,52%,7306,0.9%,99.1%,0.0089766606822262
IBB,"Nasdaq Biotechnology Ishares ETF",216.96,13.4,+6.58%,57.96%,87%,7080,19.8%,80.2%,0.24735729386892
VGT,"Information Technology ETF Vanguard",118.8,-0.99,-0.83%,34.22%,38%,6807,50.4%,49.6%,1.014501331755
COPX,"GX Copper Miners ETF",88.28,2.71,+3.17%,38.29%,39%,6775,46.4%,53.6%,0.86433681893231
XLC,"S&P 500 Communication Sector SPDR",111.32,0.84,+0.76%,28.99%,42%,6761,68.4%,31.6%,2.1667447306792
GBTC,"Grayscale Bitcoin Trust ETF",53,3,+6.00%,6.36%,16%,6659,7.8%,92.2%,0.085057845853023
NUGT,"Direxion Daily Gold Miners Bull 2X ETF",186.39,29.03,+18.45%,50.40%,59%,6576,57.1%,42.9%,1.328611898017
UVIX,"vs TR 2X Long VIX Futures ETF",44.06,-2.91,-6.20%,4.99%,4%,6563,35.0%,65.0%,0.53844350679794
CPER,"US Copper",39.39,0.21,+0.54%,22.48%,14%,6336,40.2%,59.8%,0.67353407290016
SIL,"GX Silver Miners ETF",95.87,8.34,+9.53%,43.59%,58%,6221,26.0%,74.0%,0.35209737013693
URA,"GX Uranium ETF",45.01,1.39,+3.19%,19.10%,7%,6147,23.7%,76.3%,0.31066098081023
ITB,"US Home Construction Ishares ETF",99.26,2.98,+3.10%,17.97%,11%,5897,91.5%,8.5%,10.817635270541
VOO,"S&P 500 ETF Vanguard",706.91,1.51,+0.21%,8.54%,9%,5876,50.3%,49.7%,1.013018156903
NAIL,"Direxion Daily Homebuilders Bull 3X ETF",42.07,3.46,+8.96%,30.19%,10%,5848,34.2%,65.8%,0.52014556797505
DBA,"Invesco DB Agriculture Fund",28.29,0.26,+0.93%,3.63%,27%,5568,2.3%,97.7%,0.023529411764706
IEF,"7-10 Year Treasury Bond Ishares ETF",93.38,0.45,+0.48%,13.77%,25%,5556,15.7%,84.3%,0.18591248665955
"Downloaded from Barchart.com as of 08-19-2026 09:03pm CDT"
