Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",206.64,5.89,+2.93%,40.28%,57%,4495134,33.1%,66.9%,0.49541160185246
TSLA,"Tesla Inc",322.08,10.87,+3.49%,23.50%,34%,2956224,38.5%,61.5%,0.62473097241244
AAPL,"Apple Inc",303.42,-5.49,-1.78%,67.04%,73%,1752330,32.6%,67.4%,0.48324050718627
AMZN,"Amazon.com Inc",284.02,12.44,+4.58%,36.71%,50%,1565650,30.7%,69.3%,0.4427174857562
MSFT,"Microsoft Corp",487.65,22.93,+4.93%,43.68%,69%,1448759,29.9%,70.1%,0.42671061416864
MU,"Micron Technology",829.5,6.47,+0.79%,71.36%,78%,1302000,39.1%,60.9%,0.64327751827231
META,"META Platforms Inc",590.24,33.53,+6.02%,48.27%,66%,886476,36.4%,63.6%,0.57297078613406
GOOGL,"Alphabet Cl A",373.51,17.38,+4.88%,43.64%,59%,792769,28.0%,72.0%,0.38839676635213
SPCX,"SpaceX Corp",114.53,6.16,+5.68%,99.49%,94%,790018,40.7%,59.3%,0.68681834874922
INTC,"Intel Corp",91,0.8,+0.89%,65.77%,78%,759134,33.0%,67.0%,0.49330002360532
PLTR,"Palantir Technologies Cl A",125.65,2.59,+2.10%,85.93%,96%,717804,33.9%,66.1%,0.51291173817372
ORCL,"Oracle Corp",141.85,11.98,+9.22%,77.79%,94%,698293,21.5%,78.5%,0.27326053144527
SOFI,"Sofi Technologies Inc",18.03,1.72,+10.55%,12.55%,4%,631880,26.3%,73.7%,0.35623633042646
AMD,"Adv Micro Devices",484.64,8.49,+1.78%,77.05%,92%,542595,37.4%,62.6%,0.59651094705808
PCG,"Pacific Gas & Electric Company",17.43,0.05,+0.29%,77.31%,96%,446858,2.2%,97.8%,0.022696428121875
CRWV,"Coreweave Cl A",85.76,13.99,+19.49%,80.65%,94%,410540,26.6%,73.4%,0.36287886332703
GME,"Gamestop Corp",19.06,-2.66,-12.25%,60.49%,71%,391393,25.4%,74.6%,0.33973547110652
IREN,"Iren Limited",39.75,2.95,+8.02%,64.93%,80%,376775,46.4%,53.6%,0.86565686075473
SNAP,"Snap Inc",5.04,0.35,+7.46%,77.45%,94%,364502,28.9%,71.1%,0.40634452743997
GOOG,"Alphabet Cl C",372.47,15.82,+4.44%,42.06%,59%,287724,25.9%,74.1%,0.34930289487383
NFLX,"Netflix Inc",73.33,1.62,+2.26%,40.53%,51%,272261,23.4%,76.6%,0.30609630901782
FISV,"Fiserv Inc",54.35,0.41,+0.76%,58.84%,72%,261401,59.3%,40.7%,1.4560376578473
NBIS,"Nebius Group N.V. Cl A",212.58,22.17,+11.64%,70.47%,95%,258808,49.2%,50.8%,0.96912495339831
AVGO,"Broadcom Ltd",392.23,2.95,+0.76%,61.16%,79%,241192,37.4%,62.6%,0.59727685726017
NKE,"Nike Inc",42.64,0.93,+2.23%,41.73%,53%,233662,50.0%,50.0%,1.0003766833035
WULF,"Terawulf Inc",18.83,1.17,+6.63%,53.29%,82%,224236,22.8%,77.2%,0.29583227387254
MSTR,"Strategy Inc",94.86,1.58,+1.69%,33.75%,61%,204005,37.6%,62.4%,0.60305673424485
ONDS,"Ondas Inc",8.37,0.88,+11.75%,27.29%,37%,199062,15.6%,84.4%,0.18421616219303
NOK,"Nokia Corp ADR",9.36,0.22,+2.41%,58.39%,76%,195392,27.6%,72.4%,0.38058900005653
HOOD,"Robinhood Markets Cl A",90.34,3.78,+4.37%,45.47%,57%,194387,29.7%,70.3%,0.42293389942171
BABA,"Alibaba Group Holding ADR",127.3,5.05,+4.13%,68.18%,81%,180289,22.9%,77.1%,0.29721114964528
PFE,"Pfizer Inc",25.03,0.02,+0.08%,38.50%,53%,169302,46.6%,53.4%,0.87436479380017
NOW,"Servicenow Inc",114.19,2.96,+2.66%,63.92%,83%,167683,27.0%,73.0%,0.37057501328211
BA,"Boeing Company",233.49,17.35,+8.03%,55.90%,60%,161437,42.0%,58.0%,0.7245331795069
SNDK,"Sandisk Corp",1288.03,73.2,+6.03%,70.46%,92%,150884,46.6%,53.4%,0.87103494456983
SKHY,"SK hynix Inc",142.72,-1.01,-0.70%,4.62%,7%,147100,41.2%,58.8%,0.70008668015025
AMC,"AMC Entertainment Holdings",2.85,0.03,+1.06%,63.60%,79%,143895,20.5%,79.5%,0.25724096353962
BE,"Bloom Energy Corp Cl A",218.32,12.51,+6.08%,49.82%,75%,135727,49.7%,50.3%,0.98710178027641
RIVN,"Rivian Automotive Cl A",15.35,0.13,+0.85%,34.27%,16%,128150,23.7%,76.3%,0.31105109160477
TSM,"Taiwan Semiconductor ADR",406.11,1.86,+0.46%,68.30%,80%,123002,38.2%,61.8%,0.61904385826357
OWL,"Blue Owl Capital Inc",11.16,0.86,+8.35%,36.07%,33%,121652,77.8%,22.2%,3.5121471755499
CORZ,"Core Scientific Inc",22.83,2.11,+10.18%,46.75%,69%,121373,29.6%,70.4%,0.42014859884163
MRVL,"Marvell Technology Inc",193.77,6.21,+3.31%,76.88%,89%,121284,32.0%,68.0%,0.47055471354956
