Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",224.09,6.59,+3.03%,27.94%,40%,3612954,34.2%,65.8%,0.51894586421468
TSLA,"Tesla Inc",327.51,-5.3,-1.59%,0.00%,0%,2297678,43.3%,56.7%,0.76479741925573
SPCX,"SpaceX Corp",146.15,12.86,+9.65%,3.02%,3%,1740368,41.7%,58.3%,0.71459421968963
MU,"Micron Technology",911.29,42.77,+4.92%,36.56%,37%,1334589,42.8%,57.2%,0.74698143833285
AAPL,"Apple Inc",302.25,-2.66,-0.87%,39.55%,26%,1241268,34.5%,65.5%,0.52608038162214
OWL,"Blue Owl Capital Inc",12.22,-0.1,-0.81%,28.86%,20%,908882,0.6%,99.4%,0.0060926876678423
INTC,"Intel Corp",100.95,3.24,+3.32%,42.20%,55%,903369,39.3%,60.7%,0.64705592779981
META,"META Platforms Inc",578.85,-20.27,-3.38%,33.72%,47%,796867,37.1%,62.9%,0.58901462655912
HTZ,"Hertz Global Holdings Inc",2.8,0.35,+14.29%,92.38%,99%,725383,8.0%,92.0%,0.087354671207661
SMCI,"Super Micro Computer",37.61,6.01,+19.02%,41.22%,43%,720227,23.9%,76.1%,0.31369551933898
CRWV,"Coreweave Cl A",107.73,17.41,+19.28%,16.54%,8%,713487,39.9%,60.1%,0.6633647439514
AMZN,"Amazon.com Inc",267.28,-4.99,-1.83%,21.71%,21%,686702,37.7%,62.3%,0.60494265741457
NBIS,"Nebius Group N.V. Cl A",259.2,65.97,+34.14%,35.32%,61%,622464,43.9%,56.1%,0.78274716462367
GOOGL,"Alphabet Cl A",343.54,-0.26,-0.08%,18.81%,9%,581508,35.3%,64.7%,0.54540066917719
MSFT,"Microsoft Corp",492.43,-11.38,-2.26%,29.40%,31%,564049,47.6%,52.4%,0.90761389731571
PLTR,"Palantir Technologies Cl A",171.04,-3.9,-2.23%,14.97%,5%,497774,47.4%,52.6%,0.90234040601688
AMD,"Adv Micro Devices",482.93,8.61,+1.82%,32.57%,38%,452560,40.9%,59.1%,0.69264833487927
NOK,"Nokia Corp ADR",10.32,0.88,+9.32%,49.80%,67%,399164,12.2%,87.8%,0.13870520508242
ORCL,"Oracle Corp",153.28,7.8,+5.36%,64.73%,82%,378111,24.3%,75.7%,0.32177065272107
IREN,"Iren Limited",43.67,3.92,+9.86%,19.90%,10%,358822,31.6%,68.4%,0.46291366158538
VALE,"Vale S.A. ADR",14.42,0.1,+0.70%,11.37%,28%,351069,6.1%,93.9%,0.06457452679714
CSCO,"Cisco Systems Inc",123.88,3.45,+2.86%,86.31%,92%,294559,40.3%,59.7%,0.67520118292718
ONDS,"Ondas Inc",9.77,0.03,+0.31%,31.32%,25%,284810,23.1%,76.9%,0.30091215953885
MSTR,"Strategy Inc",94.83,-1.26,-1.31%,23.46%,26%,263873,28.4%,71.6%,0.39604264211835
NFLX,"Netflix Inc",74.21,-0.58,-0.78%,22.28%,28%,236513,33.5%,66.5%,0.50421028530725
SOFI,"Sofi Technologies Inc",17.94,-0.04,-0.22%,0.00%,0%,227678,31.7%,68.3%,0.46411070955462
