Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
XLV,"S&P 500 Healthcare Sector SPDR",167.37,-1.01,-0.60%,16.44%,3%,28070,77.4%,22.6%,3.4197764131633
MUU,"Direxion Daily MU Bull 2X ETF",32.39,1.39,+4.48%,0.00%,0%,24404,27.3%,72.7%,0.37502817218842
UNG,"US Natural Gas Fund",9.92,-0.05,-0.50%,3.98%,2%,21081,25.2%,74.8%,0.3376269035533
IEF,"7-10 Year Treasury Bond Ishares ETF",93.04,-0.26,-0.28%,16.61%,30%,20622,19.7%,80.3%,0.24596701105673
XLP,"S&P 500 Cons Staples Sector SPDR",86.09,0.09,+0.10%,8.63%,27%,20364,59.3%,40.7%,1.454972875226
SPCH,"Leverage Shares 2X Long Spcx Daily ETF",9,-0.21,-2.28%,0.00%,0%,17802,30.3%,69.7%,0.43414162571498
TNA,"Small Cap Bull 3X ETF",77.14,1.1,+1.45%,0.56%,1%,16979,43.9%,56.1%,0.78219796368217
SPXS,"Direxion Daily S&P 500 Bear 3X ETF",23.72,0.16,+0.68%,9.26%,7%,16496,7.0%,93.0%,0.07493809461749
TMF,"Direxion Daily 20-Yr Treasury Bull 3X Shrs ETF",30.59,-0.65,-2.08%,39.17%,59%,16475,39.7%,60.3%,0.65861270512433
XBI,"S&P Biotech SPDR",157.41,0.55,+0.35%,21.88%,23%,16368,71.0%,29.0%,2.448798988622
ICLN,"Global Clean Energy Ishares ETF",18.21,-0.15,-0.82%,19.32%,37%,15631,50.5%,49.5%,1.0218600439788
MAGS,"Roundhill Magnificent Seven ETF",68.26,-0.23,-0.34%,20.88%,5%,13905,10.0%,90.0%,0.11142194868516
XLI,"S&P 500 Industrial Sector SPDR",186.51,0.72,+0.39%,39.31%,51%,12678,28.4%,71.6%,0.39748677248677
AGQ,"Ultra Silver 2X ETF",79.3,0.88,+1.12%,21.61%,28%,12552,29.3%,70.7%,0.41446923597025
BITO,"Proshares Bitcoin Strategy ETF",8.5,-0.06,-0.70%,6.52%,4%,12475,32.7%,67.3%,0.48529586855578
RSP,"Invesco S&P 500 E.W. ETF",222.77,0.04,+0.02%,6.55%,2%,11765,58.6%,41.4%,1.4153151303634
AMDL,"GraniteShares 2X Long AMD Daily ETF",58.84,6.65,+12.74%,24.05%,35%,11252,42.1%,57.9%,0.72656130121221
BNO,"US Brent Oil",50.64,0.9,+1.81%,26.95%,54%,11219,12.8%,87.2%,0.14725432048267
MSOS,"Advisorshares Pure US Cannabis ETF",4.63,-0.02,-0.43%,6.56%,4%,10690,12.0%,88.0%,0.13638779632189
BOIL,"Ultra Bloomberg Natural Gas 2X ETF",19.35,-0.26,-1.33%,0.03%,2%,10309,23.0%,77.0%,0.29819921924191
VCLT,"Long-Term Corp Bond Vanguard",71.79,-0.43,-0.60%,32.46%,59%,10275,97.7%,2.3%,42.910256410256
UVIX,"vs TR 2X Long VIX Futures ETF",45.83,-1.08,-2.30%,4.17%,4%,10221,39.1%,60.9%,0.6408733344036
RAM,"Roundhill T-Rex 2X Long Dram Daily Target ETF",13.2,0.18,+1.42%,0.00%,0%,9984,32.5%,67.5%,0.48086621180659
ASHR,"Xt Harvest CSI 300 China A-Shares ETF",34.73,-0.05,-0.14%,5.53%,18%,9737,16.7%,83.3%,0.20076458256258
XLY,"S&P 500 Cons Disc Sector SPDR",118.2,-0.25,-0.21%,32.71%,59%,9590,37.3%,62.7%,0.59487776484284
XOP,"S&P Oil & Gas Expl & Prod SPDR",180.49,1.32,+0.74%,41.23%,44%,9299,50.5%,49.5%,1.0197654213727
SPXL,"Direxion Daily S&P 500 Bull 3X ETF",299.31,-2.04,-0.68%,13.06%,11%,9061,26.3%,73.7%,0.35765657776446
UPRO,"Ultrapro S&P 500 3X ETF",156.63,-1.05,-0.67%,13.19%,19%,8871,61.5%,38.5%,1.5999413833529
BITX,"Volatility 2X Bitcoin Strategy ETF",11.59,-0.18,-1.53%,2.90%,3%,8587,40.0%,60.0%,0.66640791771783
COPX,"GX Copper Miners ETF",85.7,0.18,+0.21%,40.51%,45%,8305,61.9%,38.1%,1.6248419721871
VOO,"S&P 500 ETF Vanguard",713.61,-1.34,-0.19%,8.13%,9%,8226,24.0%,76.0%,0.31658130601793
SCHD,"Schwab US Dividend Equity ETF",34.52,0.09,+0.26%,8.73%,25%,7859,31.9%,68.1%,0.46787448636533
FAS,"Financial Bull 3X ETF",184.55,-0.76,-0.41%,3.88%,2%,7805,90.3%,9.7%,9.2968337730871
EWJ,"Ishares MSCI Japan Index Fund",98.21,-0.26,-0.26%,30.99%,42%,7186,83.3%,16.7%,4.9933277731443
URA,"GX Uranium ETF",44.93,-0.32,-0.71%,26.10%,10%,7055,24.5%,75.5%,0.32513148009016
NBIG,"Leverage Shares 2X Long Nbis Daily ETF",27.34,4.12,+17.74%,25.35%,55%,6936,25.0%,75.0%,0.33410271206001
SCO,"Ultrashort Bloomberg Crude Oil -2X ETF",26.05,-0.46,-1.74%,24.23%,52%,6632,47.1%,52.9%,0.88892053545998
SVIX,"vs TR Short VIX -1X Futures ETF",26.5,0.34,+1.30%,8.02%,6%,6621,41.4%,58.6%,0.70644329896907
NEBX,"Tradr 2X Long Nbis Daily ETF",40.7,6.01,+17.32%,29.58%,54%,6442,32.3%,67.7%,0.47752293577982
GDXJ,"Vaneck Junior Gold Miners ETF",118.09,2.2,+1.90%,47.52%,41%,6308,49.5%,50.5%,0.97929086915595
MSTX,"Defiance Daily Target 1.75X Long Mstr ETF",7.82,-0.75,-8.75%,28.90%,31%,6193,29.4%,70.6%,0.41683825211622
JETS,"US Global Jets ETF",31.56,-0.3,-0.94%,12.85%,19%,6131,86.0%,14.0%,6.1373690337602
EMB,"JPM USD Emerging Markets Bond ETF",95.05,-0.31,-0.33%,29.02%,33%,6005,100.0%,0.0%,999.99
SNDU,"T-Rex 2X Long Sndk Daily Target ETF",25.17,3.22,+14.67%,0.00%,0%,5659,15.2%,84.8%,0.17969564311028
NAIL,"Direxion Daily Homebuilders Bull 3X ETF",41.79,-0.94,-2.20%,46.83%,33%,5322,59.6%,40.4%,1.4741980474198
NBIZ,"Tradr 2X Short Nbis Daily ETF",4.43,-0.95,-17.57%,23.11%,51%,5272,18.8%,81.2%,0.23177570093458
METU,"Direxion Daily META Bull 2X ETF",21.18,-0.38,-1.76%,28.83%,41%,5187,40.3%,59.7%,0.67484662576687
AAOX,"Tradr 2X Long Aaoi Daily ETF",24.1,5.54,+29.85%,4.58%,2%,5180,50.9%,49.1%,1.0385674931129
XLC,"S&P 500 Communication Sector SPDR",112.95,0.4,+0.36%,39.03%,68%,5048,45.6%,54.4%,0.83697234352256
MSFU,"Direxion Daily MSFT Bull 2X ETF",37.45,-0.27,-0.72%,26.01%,30%,4905,30.0%,70.0%,0.42794759825328
ARKG,"Ark Genomic Revolution ETF",43.45,-0.87,-1.96%,19.74%,25%,4885,68.0%,32.0%,2.1253998720409
SSPC,"Leverage Shares 2X Short Spcx Daily ETF",11,0.21,+1.95%,0.00%,0%,4835,9.7%,90.3%,0.10767468499427
MULL,"GraniteShares 2X Long MU Daily ETF",22.62,1.01,+4.67%,38.59%,38%,4605,46.5%,53.5%,0.86815415821501
SNDQ,"Tradr 2X Short Sndk Daily ETF",14.84,-2.59,-14.86%,0.00%,1%,4465,22.1%,77.9%,0.28341477436045
SPYM,"SPDR Portfolio S&P 500 ETF",91.39,-0.17,-0.19%,7.35%,5%,3829,74.5%,25.5%,2.9271794871795
WEAT,"Teucrium Wheat",24.97,0.65,+2.67%,3.30%,37%,3795,3.7%,96.3%,0.038587848932677
COHX,"Tradr 2X Long Cohr Daily ETF",32.03,-0.12,-0.37%,16.48%,8%,3706,18.1%,81.9%,0.22148978246539
SNDG,"Leverage Shares 2X Long Sndk Daily ETF",10.08,1.33,+15.20%,0.00%,0%,3658,43.1%,56.9%,0.75780874579529
"Downloaded from Barchart.com as of 08-17-2026 01:00am CDT"
