Symbol,Name,Latest,Change,%Change,"Options Vol","P/C Vol","30D His Vol","Imp Vol","IV Rank","IV Pctl",Earnings
MDB,"Mongodb Inc Cl A",460.33,-11.96,-2.53%,16280,1.3167781414544,56.57%,79.17%,66.25%,83%,2026-09-01
ZM,"Zoom Communications Inc",105.96,-3.88,-3.53%,9590,0.52804333970682,37.44%,52.09%,66.11%,86%,2026-08-25
MPC,"Marathon Petroleum Corp",355.42,-0.95,-0.27%,12587,0.11172937643526,39.15%,40.18%,66.05%,79%,2026-11-03
ESTC,"Elastic N.V.",86.68,0.65,+0.76%,6978,0.055992736077482,47.15%,79.73%,65.11%,88%,2026-08-27
SNOW,"Snowflake Cl A",328.92,-8.46,-2.51%,42829,0.72614057714009,33.09%,66.51%,63.72%,79%,2026-09-02
ORCL,"Oracle Corp",150.52,-5.7,-3.65%,307525,0.6145248170354,61.87%,69.09%,63.22%,78%,2026-09-08
VLO,"Valero Energy Corp",341.67,-1.25,-0.36%,10855,0.7370779324692,37.20%,40.68%,63.12%,63%,2026-10-22
CRM,"Salesforce Inc",196.21,-5.16,-2.56%,56362,0.88099052195968,46.29%,47.32%,62.99%,73%,2026-08-26
PSX,"Phillips 66",233.61,1,+0.43%,6538,0.18527918781726,33.16%,35.25%,62.94%,63%,2026-11-04
PDD,"Pdd Holdings Inc",84.79,0.62,+0.74%,46199,0.85196023410567,30.16%,39.99%,62.77%,73%,2026-08-24
PANW,"Palo Alto Networks",384.27,-11.73,-2.96%,31180,1.3128848008308,50.31%,57.81%,61.63%,84%,2026-09-01
KLAR,"Klarna Group Plc",20.79,0.11,+0.53%,10431,0.69169639961077,46.72%,88.30%,60.65%,69%,2026-08-18
UMAC,"Unusual Machines Inc",34.06,6.82,+25.04%,36587,0.47766558966074,135.91%,134.09%,60.03%,87%,2026-11-05
DINO,"HF Sinclair Corp",93.67,1.8,+1.96%,7316,0.14509312881515,40.80%,44.29%,59.75%,71%,2026-10-29
PATH,"Uipath Inc Cl A",16.01,-0.67,-4.02%,47198,0.49219095795131,66.33%,79.02%,58.93%,70%,2026-09-03
MO,"Altria Group",65.7,0.62,+0.95%,18384,0.6551724137931,36.48%,24.89%,58.60%,75%,2026-10-29
WMT,"Walmart Inc",115.27,-0.45,-0.39%,97708,0.74012466607302,19.38%,29.19%,58.35%,72%,2026-08-20
CHWY,"Chewy Inc",22.42,-0.04,-0.18%,11062,3.1368735976066,41.72%,57.99%,58.30%,73%,2026-09-09
BABA,"Alibaba Group Holding ADR",123.81,1.65,+1.35%,170443,0.28452999118239,45.15%,45.81%,58.02%,55%,2026-08-20
AS,"Amer Sports Inc",32.87,-0.25,-0.75%,65203,0.0076186060887034,36.75%,57.79%,57.97%,75%,2026-08-18
QXO,"Qxo Inc",14.51,-0.38,-2.55%,28543,0.6048015292927,65.87%,61.76%,57.87%,72%,2026-11-05
IMAX,"Imax Corp",52.88,-0.38,-0.71%,4895,5.5528781793842,52.39%,46.32%,56.91%,74%,2026-10-22
RBRK,"Rubrik Inc Cl A",102.23,-2.86,-2.72%,6207,0.15586592178771,65.17%,74.90%,55.53%,62%,2026-08-27
ACN,"Accenture Plc",176.89,-1.6,-0.90%,10775,0.62103204453137,45.92%,43.13%,55.31%,49%,2026-09-24
GLW,"Corning Inc",165.99,7.45,+4.70%,49553,0.7014489767889,82.56%,64.80%,55.18%,54%,2026-10-27
ADI,"Analog Devices",389.39,8.22,+2.16%,10128,0.69534650150653,33.41%,45.96%,54.97%,76%,2026-08-19
NOK,"Nokia Corp ADR",10.76,0.2,+1.89%,181829,0.23526814223019,72.48%,66.97%,54.62%,69%,2026-10-22
FLEX,"Flextronics Intl Ltd",126.16,1.86,+1.50%,16154,1.6807168934617,64.76%,68.27%,53.76%,78%,2026-11-04
AEHR,"Aehr Test Systems",134.06,10.76,+8.73%,14263,0.68713035249586,154.65%,120.57%,53.22%,50%,2026-10-05
AEM,"Agnico-Eagle Mines Ltd",186.46,6.1,+3.38%,5890,1.0565642458101,47.40%,44.34%,53.02%,43%,2026-11-04
MRVL,"Marvell Technology Inc",222.02,-0.16,-0.07%,147961,0.50160856548435,86.25%,79.43%,52.99%,69%,2026-08-27
NUAI,"New Era Energy & Digital Inc",5.07,0.08,+1.50%,19277,0.3777158376215,128.03%,171.13%,52.57%,52%,2026-08-14
VIAV,"Viavi Solutions",43.54,0.55,+1.28%,4310,0.057928325969563,83.39%,74.60%,52.33%,61%,2026-11-04
CRDO,"Credo Technology Group Holding",259.9,-6.09,-2.29%,18905,1.0622886440493,97.23%,96.88%,52.28%,49%,2026-09-01
S,"Sentinelone Inc Cl A",23.11,-0.73,-3.06%,25253,0.24773951282178,52.06%,62.84%,52.21%,67%,2026-08-27
COHR,"Coherent Corp",325.83,-1.4,-0.43%,36371,0.93668796592119,113.10%,80.74%,51.84%,43%,2026-11-04
LULU,"Lululemon Athletica",119.55,-0.01,-0.01%,26497,0.99645871006631,31.43%,55.24%,51.81%,70%,2026-09-03
LEN,"Lennar Corp",86.83,-0.71,-0.81%,11317,0.2107628115973,35.03%,41.28%,51.79%,51%,2026-09-17
CVX,"Chevron Corp",200,2.3,+1.16%,78053,0.24478502168921,25.97%,25.52%,51.44%,49%,2026-10-30
PCT,"Purecycle Technologies Inc",6.95,-0.05,-0.71%,7690,0.18471730087814,79.89%,87.63%,51.36%,36%,2026-11-05
SBSW,"Sibanye Gold Ltd ADR",10.77,0.29,+2.77%,5187,0.51666666666667,52.15%,66.88%,51.34%,60%,2026-07-03
XOM,"Exxonmobil Holdings Corp",160.1,1.49,+0.94%,397728,0.039572595063097,26.21%,27.35%,51.31%,49%,2026-10-30
CSIQ,"Canadian Solar Inc",15.14,-0.17,-1.11%,8440,0.39874047066622,60.39%,89.41%,50.57%,44%,2026-08-27
WDAY,"Workday Inc",198.68,-7.77,-3.76%,61894,1.1290633277149,75.81%,51.64%,49.98%,55%,2026-08-27
LITE,"Lumentum Holdings",926.14,45.73,+5.19%,53151,0.77223166950085,106.98%,82.76%,49.23%,27%,2026-11-03
GAP,"Gap Inc",20.6,0.21,+1.03%,5480,0.74078780177891,33.76%,55.45%,49.17%,68%,2026-08-27
WMB,"Williams Companies",75.2,2.16,+2.96%,7936,0.18678032002393,25.84%,25.32%,49.06%,29%,2026-11-02
AZN,"Astrazeneca Plc",156.45,-0.79,-0.50%,4056,0.4470210488762,36.12%,26.87%,48.99%,47%,2026-11-05
BIDU,"Baidu Inc ADR",103.67,-1.01,-0.96%,83100,0.75757703940272,32.64%,49.38%,48.93%,43%,2026-08-18
TTWO,"Take-Two Interactive",246.95,5.04,+2.08%,5848,0.76570048309179,34.57%,39.89%,48.79%,53%,2026-11-05
AFRM,"Affirm Holdings Inc Cl A",78.35,0.03,+0.04%,13061,0.85736632536974,46.84%,69.24%,48.53%,55%,2026-08-27
TGT,"Target Corp",154.48,-1.03,-0.66%,17928,0.84482403786787,25.70%,40.51%,48.48%,67%,2026-08-19
AI,"C3.Ai Inc Cl A",9.93,-0.25,-2.46%,9564,0.34476940382452,44.60%,76.04%,48.18%,65%,2026-09-02
STX,"Seagate Technology Holdings",973.44,52.07,+5.65%,41343,0.81543933605586,83.03%,74.33%,47.56%,51%,2026-10-27
KHC,"Kraft Heinz Company",25.51,0.13,+0.51%,89486,0.039555767242481,32.70%,27.65%,47.26%,45%,2026-11-04
BSX,"Boston Scientific Corp",51.83,0.14,+0.27%,45631,1.0534155341553,28.25%,36.48%,46.92%,61%,2026-10-28
HPE,"Hewlett Packard Enterprise",58.71,-1.11,-1.86%,40863,0.26667699938004,57.23%,73.01%,46.89%,89%,2026-09-02
DOCN,"Digitalocean Holdings Inc",129.92,-2.37,-1.79%,13338,0.34686458648894,89.21%,79.77%,46.71%,50%,2026-11-04
FDXF,"Fedex Freight Holding Company Inc",150.29,-1.7,-1.12%,5405,8.5158450704225,52.65%,50.19%,46.65%,72%,2026-06-25
IMXI,"International Money Express Inc",14.59,2.89,+24.70%,7741,0.6920218579235,76.26%,70.06%,46.43%,54%,2026-11-09
WDC,"Western Digital Corp",508.8,21.51,+4.41%,62555,1.0136161720209,99.58%,72.93%,46.16%,34%,2026-10-29
AMKR,"Amkor Technology",58.99,1.24,+2.15%,7879,0.37841147655703,112.79%,71.69%,46.09%,49%,2026-10-26
M,"Macy's Inc",23.41,-0.43,-1.80%,9969,0.8546976744186,35.91%,53.15%,46.04%,67%,2026-09-02
CAPR,"Capricor Therap",6.65,2.44,+57.96%,51623,1.2251293103448,352.26%,241.28%,45.36%,74%,2026-11-09
DHT,"Dht Holdings",19.52,0.32,+1.67%,172963,0.0064355830719726,35.68%,42.49%,45.33%,46%,2026-11-04
SCCO,"Southern Copper Corp",184.61,-2.98,-1.59%,9510,2.4733382030679,48.55%,47.05%,44.82%,43%,2026-10-27
HTZ,"Hertz Global Holdings Inc",2.24,-0.11,-4.48%,174963,0.31595652664435,139.58%,114.72%,44.54%,78%,2026-11-03
PBF,"PBF Energy Inc",71.85,-2.51,-3.38%,9090,0.053058387395737,73.65%,68.42%,44.47%,59%,2026-10-29
AVGO,"Broadcom Ltd",392.99,-24.83,-5.94%,621239,0.67569557770375,44.11%,48.55%,44.35%,49%,2026-09-02
GMAB,"Genmab A/S ADR",31.94,0.6,+1.91%,5438,0.002765996680804,26.56%,55.84%,44.31%,60%,2026-11-05
FCX,"Freeport-Mcmoran Inc",66.49,-0.34,-0.51%,39582,0.82514870659842,46.29%,45.52%,44.08%,35%,2026-10-22
SMCI,"Super Micro Computer",39.84,0.68,+1.74%,500565,0.28724290629677,99.29%,77.10%,44.01%,45%,2026-11-03
CAT,"Caterpillar Inc",856.57,1.97,+0.23%,45287,0.75001932143133,37.88%,37.77%,44.01%,45%,2026-11-04
TSCO,"Tractor Supply Company",35.83,-0.34,-0.94%,6916,0.27085630282984,33.86%,34.68%,43.93%,49%,2026-10-22
AVAV,"Aerovironment Inc",192.81,3.38,+1.78%,6464,0.45914221218962,72.49%,75.41%,43.75%,63%,2026-09-08
SHEL,"Shell Plc ADR",90.47,0.55,+0.61%,17525,0.095175603049619,24.36%,22.01%,43.69%,37%,2026-10-29
JNJ,"Johnson & Johnson",260.35,-1.73,-0.66%,17635,0.71330030117556,22.65%,21.50%,43.67%,47%,2026-10-13
FCEL,"Fuelcell Energy Inc",22.37,2.03,+9.98%,23272,0.31309597697907,147.60%,124.25%,43.53%,61%,2026-09-08
NOW,"Servicenow Inc",124,-3.25,-2.55%,134223,0.38734650845496,55.34%,50.37%,43.37%,46%,2026-11-04
VERA,"Vera Therapeutics Inc Cl A",31.63,2.74,+9.48%,4433,0.20331161780673,59.62%,85.94%,42.93%,53%,2026-11-04
TER,"Teradyne Inc",418.79,8.27,+2.01%,5330,1.6,81.98%,71.53%,42.72%,66%,2026-10-27
KO,"Coca-Cola Company",87.71,0.29,+0.33%,52159,0.20212496254811,24.39%,17.47%,42.12%,29%,2026-10-20
GIS,"General Mills",39.2,0.29,+0.75%,22355,2.3276272700208,31.50%,28.29%,41.89%,32%,2026-09-16
GFS,"Globalfoundries Inc",54.58,1.89,+3.59%,12061,0.30643414211438,63.84%,60.87%,41.61%,57%,2026-11-11
GTLB,"Gitlab Inc Cl A",42.62,-0.73,-1.68%,7468,0.10604265402844,55.87%,75.04%,41.14%,67%,2026-09-02
AKAM,"Akamai Technologies",124.99,-0.3,-0.24%,8484,0.90224215246637,57.74%,50.08%,40.47%,49%,2026-11-05
OUST,"Ouster Inc",48.71,3.58,+7.93%,19095,0.1983056165673,121.15%,105.91%,40.20%,48%,2026-11-03
FOXA,"Fox Corp Cl A",69.04,3.59,+5.49%,11839,0.011016225448335,33.81%,32.67%,40.14%,50%,2026-10-29
ASML,"ASML Holding NV",1844.08,-3.82,-0.21%,21115,1.2753232758621,44.74%,43.76%,40.07%,35%,2026-10-21
LRCX,"Lam Research Corp",332.36,-4.65,-1.38%,64439,1.3444298915812,79.19%,59.91%,40.03%,42%,2026-10-28
ACMR,"Acm Research Inc",80.42,-0.77,-0.95%,20533,0.029326248245438,103.68%,80.24%,39.98%,41%,2026-11-04
NN,"Nextnav Inc",19.9,0.39,+1.97%,89583,0.021424336404269,76.58%,102.06%,39.78%,46%,2026-11-05
BP,"BP Plc ADR",42.53,-0.3,-0.70%,8353,0.75815617764681,33.06%,28.41%,39.68%,35%,2026-11-03
BILI,"Bilibili Inc ADR",17.44,0.37,+2.17%,5943,1.3611442193087,40.72%,53.86%,39.67%,29%,2026-08-27
SOC,"Sable Offshore Corp",4.15,0.12,+2.98%,7693,0.56266504164128,101.02%,126.24%,39.63%,35%,2026-11-12
KSS,"Kohl's Corp",19.21,-0.41,-2.09%,7302,0.58911860718172,53.28%,77.88%,39.49%,69%,2026-08-26
HUBS,"Hubspot Inc",224.14,-16.37,-6.81%,4259,1.0939036381514,102.86%,63.96%,39.33%,41%,2026-11-04
B,"Barrick Mining Corp",41.6,0.69,+1.69%,18818,0.37931539983875,45.41%,41.30%,39.19%,16%,2026-11-09
ERO,"Ero Copper Corp",33.8,-0.57,-1.66%,6668,0.040249609984399,62.72%,54.37%,38.92%,27%,2026-11-03
AAOI,"Applied Optoelect",150.28,20.2,+15.53%,150960,0.61042895699762,143.54%,112.71%,38.80%,37%,2026-11-05
INTC,"Intel Corp",102.5,-2.06,-1.97%,708675,0.47804749857654,77.56%,65.55%,38.71%,50%,2026-10-22
PL,"Planet Labs Pbc",24.69,-0.06,-0.24%,27170,1.0650604241088,65.26%,96.45%,38.70%,42%,2026-09-03
AMAT,"Applied Materials",507.18,-27.36,-5.12%,190796,1.0564567412884,75.84%,55.43%,38.53%,54%,2026-11-12
ARM,"Arm Holdings Plc ADR",279.44,0.79,+0.28%,53145,1.2994548286604,87.53%,69.20%,38.51%,62%,2026-11-04
DVN,"Devon Energy Corp",45.85,1.46,+3.29%,17788,0.44230925160139,37.59%,34.30%,38.48%,29%,2026-11-04
MCD,"McDonald's Corp",272.83,0.58,+0.21%,21492,0.48599875544493,19.71%,20.00%,38.39%,43%,2026-11-04
KLAC,"K L A-Tencor Corp",203.72,-5.65,-2.70%,16353,1.1016578845907,63.81%,57.52%,38.27%,74%,2026-11-04
MOS,"Mosaic Company",21.61,-0.17,-0.78%,19092,0.16414634146341,35.50%,42.26%,37.87%,35%,2026-11-03
VZ,"Verizon Communications",48.48,0.26,+0.54%,45302,0.5530871815969,24.76%,21.65%,37.53%,34%,2026-11-04
RPD,"Rapid7 Inc",13,-0.78,-5.66%,4108,0.035021415973797,99.19%,75.89%,37.17%,51%,2026-11-03
CPNG,"Coupang Cl A",16.12,-0.17,-1.04%,13105,0.75153702218658,39.09%,43.21%,37.03%,41%,2026-11-03
DDOG,"Datadog Cl A",255.46,3.22,+1.28%,14144,1.0852130325815,81.03%,53.38%,36.58%,33%,2026-11-05
LUNR,"Intuitive Machines Inc",19.01,1.45,+8.26%,65839,0.36550107848017,83.72%,92.30%,36.28%,16%,2026-11-12
XPEV,"Xpeng Inc ADR",11.7,-0.08,-0.68%,8660,0.35397123202001,37.81%,56.86%,36.22%,37%,2026-08-24
NEM,"Newmont Mining Corp",117.76,3.57,+3.13%,65527,0.20352275649267,44.22%,41.57%,36.17%,20%,2026-10-22
GILD,"Gilead Sciences Inc",138.36,0.22,+0.16%,5878,0.68811028144744,29.90%,28.24%,36.11%,33%,2026-10-29
APH,"Amphenol Corp",167.11,1.36,+0.82%,5840,0.26352228472523,40.79%,41.16%,35.99%,31%,2026-10-28
AMD,"Adv Micro Devices",514.39,31.38,+6.50%,902111,0.59112852161429,77.50%,57.46%,35.98%,47%,2026-11-03
MXL,"Maxlinear Inc",84.84,8.19,+10.68%,5751,0.51581444385872,139.51%,92.29%,35.80%,65%,2026-10-22
ABBV,"Abbvie Inc",249.46,-1.36,-0.54%,9795,0.50669127826488,22.69%,24.48%,35.75%,25%,2026-10-30
CAG,"Conagra Brands",15.62,0.23,+1.49%,5278,0.18766876687669,35.52%,30.34%,35.42%,28%,2026-10-07
KGC,"Kinross Gold Corp",27.31,0.46,+1.71%,4899,0.41222254251946,46.49%,47.56%,35.37%,21%,2026-11-03
AAPL,"Apple Inc",305.93,0.67,+0.22%,1043059,0.39768343389921,31.52%,22.68%,35.27%,20%,2026-10-29
ETN,"Eaton Corp",451.51,-1.82,-0.40%,5530,2.2282545242265,47.24%,34.90%,35.14%,36%,2026-11-03
AMGN,"Amgen Inc",415.21,-2.63,-0.63%,8750,0.68431183830606,26.58%,25.94%,35.03%,37%,2026-11-03
STM,"Stmicroelectronics N.V. ADR",54.29,0.37,+0.69%,36141,0.044628146949157,84.20%,53.78%,35.00%,55%,2026-10-22
ROIV,"Roivant Sciences Ltd",36.2,-0.08,-0.22%,9971,0.96938573968003,34.28%,51.32%,34.94%,55%,2026-11-09
MU,"Micron Technology",971.66,21.83,+2.30%,1159785,0.73054971552546,92.58%,64.81%,34.72%,33%,2026-09-22
NRG,"NRG Energy",126.24,6.49,+5.42%,5264,0.17894736842105,67.44%,45.34%,33.46%,32%,2026-11-05
BKR,"Baker Hughes Company",64.82,1.38,+2.18%,8150,4.9970566593083,32.01%,31.78%,33.44%,26%,2026-10-22
ZTS,"Zoetis Inc Cl A",73.79,-2.05,-2.70%,5370,1.1100196463654,32.88%,33.88%,32.84%,49%,2026-11-03
SNDK,"Sandisk Corp",1641.11,113,+7.39%,535546,0.65036270962891,143.11%,84.72%,32.70%,12%,2026-11-05
MRK,"Merck & Company",135.84,0.29,+0.21%,23012,0.31972242931697,23.92%,26.15%,32.63%,12%,2026-10-29
FIG,"Figma Cl A",25.42,-0.93,-3.53%,38520,0.63324146703413,94.89%,70.82%,32.54%,18%,2026-11-04
NBIS,"Nebius Group N.V. Cl A",277.68,22.64,+8.88%,518639,0.79538137734791,165.56%,100.09%,32.48%,56%,2026-11-10
GO,"Grocery Outlet Holding Corp",11.13,0.33,+3.06%,4263,0.082529202640934,38.63%,59.73%,32.35%,45%,2026-11-03
CSCO,"Cisco Systems Inc",111.68,-1.79,-1.58%,181219,0.64159540546416,41.02%,29.83%,32.33%,43%,2026-11-11
TEAM,"Atlassian Corp",162.22,-3.76,-2.27%,12552,0.44425267518122,109.99%,58.73%,32.31%,29%,2026-10-29
GME,"Gamestop Corp",18.66,0.09,+0.48%,98211,0.21943678760337,41.60%,43.32%,32.28%,38%,2026-09-08
ABT,"Abbott Laboratories",111.25,-0.02,-0.02%,7346,0.80713407134071,35.82%,23.98%,32.22%,41%,2026-10-21
APAM,"Artisan Partners Asset Mgmt",42.18,-0.5,-1.17%,5070,0.0007895776,33.36%,28.51%,32.16%,35%,2026-10-27
TXN,"Texas Instruments",279.58,6.15,+2.25%,16845,0.87458268417538,38.17%,39.66%,32.14%,57%,2026-10-20
GLOB,"Globant S.A.",37.38,-3.61,-8.81%,4103,1.1504192872117,65.05%,64.06%,32.01%,26%,2026-11-12
AME,"Ametek Inc",254.79,-1.43,-0.56%,6007,0.0053556485355649,20.43%,22.81%,31.95%,36%,2026-10-29
F,"Ford Motor Company",14.37,0.48,+3.46%,142223,0.313316650199,27.36%,31.48%,31.95%,39%,2026-10-22
OXY,"Occidental Petroleum",58.36,0.66,+1.14%,50180,0.14537444933921,37.70%,31.11%,31.92%,25%,2026-11-09
DKNG,"Draftkings Inc",26.14,0.72,+2.83%,51101,0.17008220181806,48.40%,47.89%,31.54%,22%,2026-11-05
CELH,"Celsius Holdings Inc",29.09,0.31,+1.08%,33395,0.42457981400904,85.41%,53.81%,31.52%,33%,2026-11-05
FTNT,"Fortinet Inc",160.01,-5.43,-3.28%,6870,0.39975550122249,38.49%,41.63%,31.50%,47%,2026-11-04
FLY,"Firefly Aerospace Inc",26.67,-0.1,-0.37%,11140,0.31896755860762,86.13%,92.89%,31.24%,16%,2026-11-11
LMT,"Lockheed Martin Corp",608.68,10.67,+1.78%,8788,1.1795634920635,34.79%,24.88%,31.06%,28%,2026-10-20
ALAB,"Astera Labs Inc",321.61,-1.17,-0.36%,21898,0.80646757960733,111.33%,85.30%,30.88%,37%,2026-11-03
TMUS,"T-Mobile US",182.61,-0.77,-0.42%,4913,0.31574718800214,48.12%,26.26%,30.80%,26%,2026-10-22
GRPN,"Groupon Cl A",21.51,-0.47,-2.14%,4502,0.14817648559041,79.35%,74.41%,30.74%,37%,2026-11-05
LQDA,"Liquidia Corp",74.44,2.34,+3.25%,18624,0.45887513708288,70.94%,107.52%,30.73%,41%,2026-11-02
STLA,"Stellantis N.V.",5.36,-0.01,-0.19%,5987,1.8523106241067,34.57%,45.38%,30.49%,30%,2026-10-29
CBL,"Cbl & Associates Properties Inc",58.11,0.54,+0.94%,4486,0,30.07%,36.54%,30.35%,45%,2026-11-05
LTH,"Life Time Group Holdings Inc",45.26,0.95,+2.14%,7619,31.421276595745,30.05%,45.29%,30.35%,51%,2026-11-03
AEP,"American Electric Power",125.6,0.22,+0.18%,5573,1.9408970976253,18.19%,18.97%,30.24%,26%,2026-11-04
OWL,"Blue Owl Capital Inc",12.22,-0.44,-3.48%,28207,1.0152175466171,44.23%,43.49%,30.15%,22%,2026-10-29
IBM,"Intl Business Machines",234.32,-2.82,-1.19%,40182,0.54742557861902,89.98%,33.63%,30.15%,36%,2026-10-28
CRCL,"Circle Internet Group Cl A",71.6,-3.78,-5.01%,95820,0.46619129955779,73.89%,76.73%,29.91%,24%,2026-11-11
VRT,"Vertiv Holdings",293.84,6.77,+2.36%,19649,1.1888158627604,77.13%,57.56%,29.81%,18%,2026-10-28
AMC,"AMC Entertainment Holdings",2.5,-0.13,-4.94%,70393,0.13689293731931,103.05%,82.55%,29.48%,33%,2026-11-04
META,"META Platforms Inc",589.85,-5.12,-0.86%,451919,0.46652669427173,46.68%,32.86%,29.33%,38%,2026-11-04
ENVX,"Enovix Corp",4.39,-0.04,-0.90%,18187,1.320362337331,91.86%,90.50%,29.31%,28%,2026-11-04
SLS,"Sellas Life Sciences Group Inc",12.78,0.42,+3.40%,24657,0.34922024623803,87.53%,137.83%,29.26%,46%,2026-11-11
HL,"Hecla Mining Company",18.37,0.64,+3.61%,40458,0.29184494539881,61.57%,62.01%,29.15%,13%,2026-11-04
TWLO,Twilio,238.2,-11.22,-4.50%,11625,0.25893437296946,75.34%,47.78%,29.03%,30%,2026-10-29
ON,"On Semiconductor",82.66,1.1,+1.35%,9309,0.67397950008991,55.28%,55.25%,28.91%,47%,2026-11-02
NU,"NU Holdings Ltd Cl A",15.23,1.3,+9.33%,340289,0.33251231527094,41.04%,36.55%,28.75%,28%,2026-11-12
MRAM,"Everspin Technologies Inc",18.88,2.05,+12.18%,4270,0.078555190704723,104.24%,93.39%,28.67%,41%,2026-11-04
COIN,"Coinbase Global Cl A",148.47,-5.43,-3.53%,186342,0.66892363909936,62.04%,61.96%,28.67%,31%,2026-10-29
BA,"Boeing Company",231.67,1.34,+0.58%,38968,0.53671425191261,38.54%,28.71%,28.64%,10%,2026-11-04
RBLX,"Roblox Corp Cl A",38.23,0.28,+0.74%,30709,0.39834251627886,100.41%,59.41%,28.49%,30%,2026-10-29
BIRK,"Birkenstock Holding Plc",39.35,-1.65,-4.02%,4616,0.22440318302387,52.05%,45.13%,28.45%,29%,2026-12-17
ET,"Energy Transfer LP",21.05,0.29,+1.40%,39485,0.19687784177023,19.19%,17.97%,28.29%,21%,2026-11-04
PEP,"Pepsico Inc",140.79,0.17,+0.12%,19599,0.92034097589653,21.59%,20.91%,28.23%,16%,2026-10-08
CMCSA,"Comcast Corp A",26.18,0,0.00%,26384,0.35587645819415,37.03%,28.63%,28.23%,18%,2026-10-29
INFY,"Infosys Ltd ADR",12.09,-0.32,-2.58%,8543,3.1531356344191,44.99%,34.43%,28.17%,18%,2026-10-15
PM,"Philip Morris International",190.39,1.48,+0.78%,6110,0.60199265862611,29.77%,25.44%,28.08%,20%,2026-10-20
COP,Conocophillips,126.78,2.26,+1.81%,89216,0.04741890416427,31.82%,28.61%,27.93%,21%,2026-11-05
RIOT,"Riot Platforms Inc",19.01,-0.19,-1.02%,91829,0.25793150684932,101.23%,83.14%,27.86%,23%,2026-10-29
MARA,"Mara Holdings Inc",9.2,-0.01,-0.11%,107858,0.57019114585608,91.64%,79.19%,27.82%,13%,2026-11-03
QCOM,"Qualcomm Inc",165.79,1,+0.61%,80185,0.40092946870032,46.82%,43.09%,27.73%,62%,2026-11-04
NNE,"Nano Nuclear Energy Inc",19.66,-0.86,-4.19%,10227,0.44347212420607,83.33%,89.62%,27.61%,19%,2026-12-17
PYPL,"Paypal Holdings",61.66,1.07,+1.77%,115017,0.16959700627421,49.68%,35.38%,27.42%,38%,2026-10-27
AEO,"American Eagle Outfitters",16.17,-0.13,-0.80%,5313,1.3364116094987,47.20%,68.82%,27.38%,73%,2026-09-02
CNQ,"Canadian Natural Resources",47.97,0.37,+0.78%,4898,0.22083748753739,32.97%,29.47%,27.33%,35%,2026-11-05
