Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",200.75,5.71,+2.93%,40.38%,58%,4584938,33.5%,66.5%,0.50327955443306
TSLA,"Tesla Inc",311.21,2.36,+0.76%,25.43%,38%,2910469,45.7%,54.3%,0.84230219015065
AAPL,"Apple Inc",308.91,-24.52,-7.35%,65.79%,69%,2833833,40.1%,59.9%,0.66822058543041
AMZN,"Amazon.com Inc",271.58,36.08,+15.32%,34.51%,45%,2651520,30.2%,69.8%,0.43296746056194
MU,"Micron Technology",823.03,-51.63,-5.90%,76.03%,80%,1407644,47.0%,53.0%,0.88624461989527
MSFT,"Microsoft Corp",464.72,13.62,+3.02%,44.10%,69%,1348155,32.5%,67.5%,0.48058764224857
SPCX,"SpaceX Corp",108.37,-3.83,-3.41%,86.91%,81%,1168891,35.8%,64.2%,0.55829278372505
GOOGL,"Alphabet Cl A",356.13,22.47,+6.73%,39.10%,51%,893869,30.2%,69.8%,0.43339432299075
INTC,"Intel Corp",90.2,-0.93,-1.02%,68.40%,82%,786311,39.6%,60.4%,0.65601563536575
MSTR,"Strategy Inc",93.28,-4.46,-4.56%,38.72%,73%,744288,31.5%,68.5%,0.45955422381369
META,"META Platforms Inc",556.71,17.68,+3.28%,48.41%,66%,640303,37.7%,62.3%,0.6051033172314
AMD,"Adv Micro Devices",476.15,-9.24,-1.90%,76.88%,92%,632318,48.7%,51.3%,0.94748740313659
IREN,"Iren Limited",36.8,-1.46,-3.82%,64.16%,79%,454844,61.6%,38.4%,1.6031546174626
PLTR,"Palantir Technologies Cl A",123.06,0.8,+0.65%,79.34%,93%,435603,34.2%,65.8%,0.5203391072781
GOOG,"Alphabet Cl C",356.65,22.97,+6.88%,38.23%,52%,416949,26.5%,73.5%,0.36013818345517
SOFI,"Sofi Technologies Inc",16.31,-0.16,-0.97%,11.19%,2%,391624,33.3%,66.7%,0.49944673959239
COIN,"Coinbase Global Cl A",146.26,-17.32,-10.59%,48.40%,67%,385968,37.9%,62.1%,0.60960840735644
ORCL,"Oracle Corp",129.87,2.31,+1.81%,68.40%,84%,367821,25.2%,74.8%,0.33767683747318
SNDK,"Sandisk Corp",1214.83,-65.13,-5.09%,73.16%,94%,359284,46.7%,53.3%,0.87648982064701
NFLX,"Netflix Inc",71.71,-1.46,-2.00%,37.12%,48%,354591,32.1%,67.9%,0.47359431492333
NBIS,"Nebius Group N.V. Cl A",190.41,1.98,+1.05%,67.02%,94%,288600,48.1%,51.9%,0.92559182257333
RDDT,"Reddit Cl A",140.67,-37.37,-20.99%,34.13%,42%,258718,42.0%,58.0%,0.72309803059668
RIVN,"Rivian Automotive Cl A",15.22,-1.61,-9.57%,44.32%,29%,251315,26.6%,73.4%,0.36200804257579
BE,"Bloom Energy Corp Cl A",205.81,-1.31,-0.63%,51.26%,78%,247772,49.8%,50.2%,0.99196051002524
CRWV,"Coreweave Cl A",71.77,-2.13,-2.88%,77.28%,92%,228815,44.0%,56.0%,0.78668197115572
AVGO,"Broadcom Ltd",389.28,1.44,+0.37%,56.84%,76%,226931,47.7%,52.3%,0.91128760570023
HOOD,"Robinhood Markets Cl A",86.56,-0.04,-0.05%,45.85%,59%,221116,29.8%,70.2%,0.4235057811655
BABA,"Alibaba Group Holding ADR",122.25,5.93,+5.10%,63.96%,71%,213466,23.8%,76.2%,0.31315206692913
SKHY,"SK hynix Inc",143.73,-5.27,-3.54%,7.29%,14%,210973,47.1%,52.9%,0.890489887721
MARA,"Mara Holdings Inc",11.32,-0.5,-4.23%,62.00%,94%,210219,30.8%,69.2%,0.44474454661663
MRVL,"Marvell Technology Inc",187.56,4.26,+2.32%,73.44%,86%,198698,39.5%,60.5%,0.65278655797704
RBLX,"Roblox Corp Cl A",35.6,-13.07,-26.85%,50.87%,63%,176342,45.3%,54.7%,0.82690494690495
SMCI,"Super Micro Computer",28.4,0.67,+2.42%,85.60%,96%,158431,26.6%,73.4%,0.36173449654046
NOK,"Nokia Corp ADR",9.14,0.05,+0.55%,58.29%,75%,153920,22.3%,77.7%,0.28699956520285
NOW,"Servicenow Inc",111.23,1.16,+1.05%,62.45%,80%,151370,21.2%,78.8%,0.26882874123002
BMNR,"Bitmine Immersion Technologies",17.28,-0.8,-4.42%,14.87%,20%,141339,21.8%,78.2%,0.27920173771382
RKLB,"Rocket Lab Corp",64.95,0.27,+0.42%,73.20%,88%,122832,33.8%,66.2%,0.50960463087001
WBD,"Discovery Inc Series A",26.3,0.83,+3.26%,24.55%,39%,120732,69.9%,30.1%,2.3194578097935
ONDS,"Ondas Inc",7.49,-0.09,-1.19%,20.08%,37%,117982,37.0%,63.0%,0.58840556296027
NVO,"Novo Nordisk A/S ADR",47.08,-4.53,-8.78%,29.78%,40%,116309,34.6%,65.4%,0.52814967613091
MRNA,"Moderna Inc",54.82,-3.1,-5.35%,61.14%,80%,114810,13.7%,86.3%,0.15932223927619
AI,"C3.Ai Inc Cl A",9.18,0.11,+1.21%,46.25%,64%,114690,1.9%,98.1%,0.018959451295355
REPL,"Replimune Group Inc",11.2,5.79,+107.02%,25.18%,56%,114203,66.7%,33.3%,2.0039982113265
BAC,"Bank of America Corp",61.95,0.22,+0.36%,4.41%,6%,110883,32.7%,67.3%,0.48692538754492
GME,"Gamestop Corp",21.72,-0.16,-0.73%,9.01%,10%,108584,9.9%,90.1%,0.11009558861115
BTDR,"Bitdeer Technologies Group",10.52,-0.58,-5.23%,53.40%,86%,106801,14.2%,85.8%,0.16577160695963
FRMI,"Fermi Inc",5.69,-1.04,-15.45%,46.17%,42%,105873,27.2%,72.8%,0.37360042554848
TSM,"Taiwan Semiconductor ADR",404.25,0.94,+0.23%,70.86%,82%,105132,48.9%,51.1%,0.95667225013959
CRCL,"Circle Internet Group Cl A",62.61,-1.63,-2.54%,68.69%,82%,100808,38.4%,61.6%,0.62373558404742
ASTS,"Ast Spacemobile Inc",58.98,0.54,+0.92%,67.21%,71%,100436,24.6%,75.4%,0.32657077571291
CIFR,"Cipher Digital Inc",22.32,-0.34,-1.48%,42.35%,78%,98454,30.1%,69.9%,0.43068472448268
PFE,"Pfizer Inc",25.01,0.1,+0.40%,40.84%,57%,93026,33.7%,66.3%,0.50835035833577
QCOM,"Qualcomm Inc",147.61,-3.99,-2.63%,47.83%,77%,91553,47.8%,52.2%,0.916336996337
WULF,"Terawulf Inc",17.66,-0.16,-0.90%,57.94%,88%,90744,28.1%,71.9%,0.39113904645102
WMT,"Walmart Inc",111.2,0.1,+0.09%,73.52%,95%,90621,26.7%,73.3%,0.36401402832759
HIMS,"Hims & Hers Health Inc",27.77,0.73,+2.70%,65.50%,78%,89092,33.0%,67.0%,0.49255331624533
RIOT,"Riot Platforms Inc",20.17,-1.95,-8.82%,81.05%,97%,87991,63.9%,36.1%,1.7698869896433
XOM,"Exxonmobil Holdings Corp",155.44,-1.53,-0.97%,66.40%,68%,85240,23.6%,76.4%,0.3087469868419
C,"Citigroup Inc",132.45,0.13,+0.10%,23.38%,35%,84954,23.3%,76.7%,0.30319532436454
CVNA,"Carvana Company Cl A",62.36,0.92,+1.50%,35.73%,42%,84435,43.6%,56.4%,0.77440369864453
APLD,"Applied Digital Corp",27.39,-0.58,-2.07%,42.05%,41%,83406,22.2%,77.8%,0.2860182558283
BA,"Boeing Company",216.14,-4.76,-2.15%,56.27%,61%,81636,40.8%,59.2%,0.69039632252454
AMC,"AMC Entertainment Holdings",2.82,0.05,+1.81%,62.28%,77%,80167,21.1%,78.9%,0.26678149295241
LRCX,"Lam Research Corp",293.02,-4.7,-1.58%,74.85%,91%,79541,54.3%,45.7%,1.1878971255673
CRWD,"Crowdstrike Holdings",190.86,5.64,+3.05%,75.53%,94%,78022,32.3%,67.7%,0.47629139072848
F,"Ford Motor Company",14.68,-0.18,-1.21%,44.79%,50%,77914,26.5%,73.5%,0.36075308253868
SIRI,"Siriusxm Holdings Inc",29.62,-1.35,-4.36%,13.93%,14%,77363,5.0%,95.0%,0.052543502809486
UBER,"UBER Technologies Inc",70.36,-0.01,-0.01%,72.88%,81%,74673,40.7%,59.3%,0.68706791378609
NKE,"Nike Inc",41.71,-0.58,-1.37%,39.54%,52%,74016,49.8%,50.2%,0.99064063256414
JPM,"JP Morgan Chase & Company",351.79,0.94,+0.27%,7.68%,9%,71589,39.3%,60.7%,0.64833874421496
WDC,"Western Digital Corp",544.84,11.8,+2.21%,78.70%,91%,70814,55.6%,44.4%,1.2529986319239
AAL,"American Airlines Gp",15.27,-0.16,-1.04%,37.18%,43%,70711,46.6%,53.4%,0.87264300847458
AXTI,"Axt Inc",60.43,13.49,+28.74%,39.89%,47%,68628,27.9%,72.1%,0.38757354576518
SNOW,"Snowflake Cl A",293.28,-4.82,-1.62%,62.59%,81%,65893,34.3%,65.7%,0.52125129862634
IBM,"Intl Business Machines",223.65,1.91,+0.86%,49.69%,78%,64552,34.2%,65.8%,0.51940684947629
KO,"Coca-Cola Company",87.59,-0.9,-1.02%,79.44%,86%,62731,28.3%,71.7%,0.39547972326652
T,"AT&T Inc",23.25,0.04,+0.17%,54.54%,78%,62421,33.7%,66.3%,0.50819077993621
CVX,"Chevron Corp",196.83,4.52,+2.35%,73.03%,74%,61699,21.7%,78.3%,0.27759716729133
OXY,"Occidental Petroleum",57.07,1.12,+2.00%,68.20%,80%,61685,12.2%,87.8%,0.13879299204313
CRM,"Salesforce Inc",184.02,3.31,+1.83%,67.62%,83%,61615,30.3%,69.7%,0.4348757597634
VZ,"Verizon Communications",46.81,0.7,+1.52%,61.58%,78%,61297,37.5%,62.5%,0.59948333898703
ARM,"Arm Holdings Plc ADR",239.69,-1.85,-0.77%,62.12%,79%,61286,52.5%,47.5%,1.1069169416942
WU,"Western Union Company",6.36,-1.33,-17.30%,51.73%,97%,59834,14.0%,86.0%,0.16345181613129
CLSK,"Cleanspark Inc",13.76,-0.78,-5.36%,58.06%,85%,59688,37.3%,62.7%,0.59614921780987
AAOI,"Applied Optoelect",94.32,4.21,+4.67%,75.46%,85%,59648,23.9%,76.1%,0.31490421709323
CMG,"Chipotle Mexican Grill",37.22,-1.3,-3.37%,25.48%,32%,59483,29.7%,70.3%,0.4221876867902
PYPL,"Paypal Holdings",57.21,-0.44,-0.76%,17.76%,21%,57544,13.4%,86.6%,0.15450514615894
COST,"Costco Wholesale",951.89,-2.28,-0.24%,50.09%,63%,57334,63.2%,36.8%,1.7140355029586
VRT,"Vertiv Holdings",241.57,14.07,+6.18%,61.11%,71%,56688,53.6%,46.4%,1.1547818154174
IONQ,"Ionq Inc",36.44,0.67,+1.87%,51.99%,70%,56303,28.0%,72.0%,0.38841487472874
DELL,"Dell Technologies Inc",405.37,0.56,+0.14%,95.38%,98%,55958,50.3%,49.7%,1.0121539014743
JD,"Jd.com Inc ADR",33.01,0.7,+2.17%,42.25%,43%,55628,21.8%,78.2%,0.27898100887479
GLW,"Corning Inc",138.25,3.03,+2.24%,75.24%,88%,54414,44.1%,55.9%,0.78893381990334
LLY,"Eli Lilly and Company",1148.84,-6.13,-0.53%,85.85%,87%,52994,65.2%,34.8%,1.8710586195688
ET,"Energy Transfer LP",20.36,0.12,+0.59%,50.75%,57%,52300,34.8%,65.2%,0.53336460654392
NVTS,"Navitas Semiconductor Corp",10.86,-0.15,-1.36%,36.21%,59%,52244,46.2%,53.8%,0.85829124279718
RGTI,"Rigetti Computing Inc",14.95,0.09,+0.61%,26.08%,43%,52225,25.1%,74.9%,0.33581440556579
UNH,"Unitedhealth Group",414.4,-7.07,-1.68%,8.76%,7%,50319,53.3%,46.7%,1.1430579216354
KEEL,"Keel Infrastructure Corp",3.97,-0.08,-1.98%,74.25%,85%,50294,23.2%,76.8%,0.30251469712273
RKT,"Rocket Companies Cl A",12.9,-0.36,-2.71%,65.33%,72%,49354,25.6%,74.4%,0.34373383429987
USAR,"USA Rare Earth Inc",14.95,0.3,+2.05%,15.11%,49%,46567,43.3%,56.7%,0.76289986749953
SNAP,"Snap Inc",4.69,0,0.00%,58.30%,65%,46115,32.0%,68.0%,0.47125446656457
ADBE,"Adobe Systems Inc",250.41,2.51,+1.01%,74.92%,86%,45565,32.9%,67.1%,0.49022108843537
OPEN,"Opendoor Technologies Inc",3.77,-0.05,-1.31%,16.21%,54%,45198,24.2%,75.8%,0.31991939958532
AMAT,"Applied Materials",507.67,5.9,+1.18%,82.75%,91%,44764,55.1%,44.9%,1.226843100189
CSCO,"Cisco Systems Inc",115.99,2.43,+2.14%,90.22%,96%,44705,36.6%,63.4%,0.5775080278062
AGNC,"Agnc Investment Corp",10.66,-0.26,-2.38%,20.66%,51%,44093,85.9%,14.1%,6.1094808126411
CCJ,"Cameco Corp",86.38,-1.85,-2.10%,37.50%,30%,43919,70.5%,29.5%,2.3885502661832
CORZ,"Core Scientific Inc",20.72,-1.09,-5.00%,46.62%,69%,43713,57.7%,42.3%,1.3656781036909
CCL,"Carnival Corporation Ltd",27.81,0.04,+0.14%,34.34%,40%,43004,61.7%,38.3%,1.611526082468
CLF,"Cleveland-Cliffs Inc",11.52,-0.11,-0.95%,31.14%,21%,42741,39.2%,60.8%,0.64572022640638
TE,"T1 Energy Inc",4.17,-0.1,-2.34%,23.00%,86%,42310,16.5%,83.5%,0.19712531477237
SMR,"Nuscale Power Corp",8.42,-0.18,-2.09%,46.07%,57%,42235,21.7%,78.3%,0.27640605639336
ALAB,"Astera Labs Inc",311.23,11.54,+3.85%,85.56%,92%,41930,23.7%,76.3%,0.31137799462063
MCD,"McDonald's Corp",270.64,2.2,+0.82%,86.89%,96%,41800,19.7%,80.3%,0.24501102043248
PATH,"Uipath Inc Cl A",12.76,0.39,+3.15%,54.53%,69%,41691,13.8%,86.2%,0.16050104384134
SBUX,"Starbucks Corp",105.25,-0.6,-0.57%,15.92%,28%,41466,24.6%,75.4%,0.32640266137803
BMY,"Bristol-Myers Squibb Company",65.31,0.45,+0.69%,45.88%,54%,41460,61.2%,38.8%,1.5793206420306
NIO,"Nio Inc ADR",4.88,0.04,+0.83%,24.00%,24%,40337,32.9%,67.1%,0.49065040650407
BIDU,"Baidu Inc ADR",111.11,3.63,+3.38%,63.93%,74%,40192,33.5%,66.5%,0.50289795460494
QBTS,"D-Wave Quantum Inc",18.08,0.1,+0.56%,28.15%,39%,39001,23.1%,76.9%,0.30068367517092
STX,"Seagate Technology Holdings",856.13,4.45,+0.52%,70.00%,90%,38773,42.9%,57.1%,0.75261040546038
BSX,"Boston Scientific Corp",46.73,0.73,+1.59%,63.43%,84%,38704,41.3%,58.7%,0.70307137199683
XYZ,"Block Inc",81.24,-1.35,-1.63%,61.97%,69%,37860,16.8%,83.2%,0.20129458053052
BRK.B,"Berkshire Hathaway Cl B",511.54,1.86,+0.36%,43.08%,52%,37804,31.6%,68.4%,0.46266346823493
OKLO,"Oklo Inc",38.83,-2.26,-5.50%,33.91%,61%,37158,40.3%,59.7%,0.67506649235901
GS,"Goldman Sachs Group",1018.38,-6.48,-0.63%,50.37%,77%,36715,56.7%,43.3%,1.3117365571087
AG,"First Majestic Silver",15.03,-0.66,-4.21%,20.13%,15%,36612,36.8%,63.2%,0.58144356615265
BBAI,"Bigbear.Ai Holdings Inc",2.79,-0.04,-1.41%,13.23%,20%,36436,11.9%,88.1%,0.13451239257691
EOSE,"Eos Energy Enterprises Inc",3.38,-0.23,-6.37%,43.71%,99%,36406,15.4%,84.6%,0.18208974608741
SHOP,"Shopify Inc",117.15,-5.25,-4.29%,87.64%,95%,36334,46.5%,53.5%,0.87076511172897
FCX,"Freeport-Mcmoran Inc",62.63,-0.81,-1.28%,65.24%,69%,36281,31.8%,68.2%,0.46702519105576
APP,"Applovin Corp Cl A",395.9,-7.97,-1.97%,68.99%,90%,36239,41.2%,58.8%,0.70152126960278
LCID,"Lucid Group Inc",7.38,-0.74,-9.11%,48.32%,95%,36193,51.9%,48.1%,1.0810142594296
CBRS,"Cerebras Systems Cl A",198.71,-4.36,-2.15%,81.70%,83%,36041,17.1%,82.9%,0.20699933020764
TLRY,"Tilray Brands Inc",4.54,0.34,+8.10%,6.79%,7%,35832,3.7%,96.3%,0.038548489942612
NCLH,"Norwegian Cruise Ord",18.53,-0.19,-1.01%,32.71%,33%,35487,37.0%,63.0%,0.58679127168664
LITE,"Lumentum Holdings",713.94,20.7,+2.99%,82.77%,77%,35127,51.7%,48.3%,1.0683624801272
DAL,"Delta Air Lines Inc",87.44,-1.15,-1.30%,11.25%,10%,34551,14.9%,85.1%,0.17460479347272
JNJ,"Johnson & Johnson",256.35,0.53,+0.21%,65.26%,78%,34373,21.1%,78.9%,0.26720737327189
ABBV,"Abbvie Inc",250.94,-6.47,-2.51%,55.29%,55%,34127,42.2%,57.8%,0.7296132988698
SPCE,"Virgin Galactic Holdings Inc",2.55,-0.01,-0.39%,11.05%,32%,33998,9.1%,90.9%,0.099689481174796
HPE,"Hewlett Packard Enterprise",47.9,0.76,+1.61%,54.08%,98%,33692,37.2%,62.8%,0.59232477905383
BB,"Blackberry Ltd",8.5,0.06,+0.71%,32.30%,80%,33657,11.4%,88.6%,0.12870988296053
NU,"NU Holdings Ltd Cl A",14.33,-0.16,-1.10%,58.03%,58%,33365,36.4%,63.6%,0.57226332406578
DIS,"Walt Disney Company",96.19,0.03,+0.03%,73.91%,80%,32702,48.7%,51.3%,0.94898384885869
MCHP,"Microchip Technology",74.29,-0.72,-0.96%,83.16%,94%,32691,11.9%,88.1%,0.13490713417809
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",19.4,0.28,+1.46%,13.96%,65%,32617,23.0%,77.0%,0.29808572451944
SOUN,"Soundhound AI Inc Cl A",6.13,-0.01,-0.16%,52.59%,77%,31440,22.6%,77.4%,0.29201939672886
COHR,"Coherent Corp",262.89,13.83,+5.55%,90.46%,94%,31099,49.8%,50.2%,0.99275919518134
FSLR,"First Solar Inc",211.03,5.02,+2.44%,81.22%,92%,31024,21.8%,78.2%,0.27912921579946
WFC,"Wells Fargo & Company",86.45,1.02,+1.19%,9.59%,12%,30680,56.2%,43.8%,1.2820589110384
BULL,"Webull Corp Cl A",7.06,-0.09,-1.26%,21.22%,35%,30631,48.7%,51.3%,0.9494049513142
POET,"Poet Technologies Inc",6.99,-0.29,-3.98%,39.88%,62%,30094,18.7%,81.3%,0.23073777196139
TEM,"Tempus AI Cl A",43.87,-0.42,-0.95%,41.15%,52%,29924,40.2%,59.8%,0.6733210311469
CAT,"Caterpillar Inc",814.81,5.67,+0.70%,83.05%,95%,29917,56.1%,43.9%,1.2760955569081
BHC,"Bausch Health Companies Inc",6.89,0.86,+14.26%,14.13%,97%,29286,14.3%,85.7%,0.16691237996573
CSX,"CSX Corp",50.4,0.21,+0.42%,43.87%,31%,28894,87.3%,12.7%,6.8687363834423
ANET,"Arista Networks Inc",180.35,9.33,+5.46%,82.74%,94%,28551,37.4%,62.6%,0.59708004698775
V,"Visa Inc",366.13,-0.14,-0.04%,44.41%,48%,28243,30.0%,70.0%,0.4280730141073
HUT,"Hut 8 Corp",107.63,-0.64,-0.59%,72.40%,90%,28105,43.2%,56.8%,0.75942156003506
PDD,"Pdd Holdings Inc",88.56,1.12,+1.28%,58.29%,57%,28084,49.2%,50.8%,0.96680439806709
ACHR,"Archer Aviation Inc",4.64,-0.1,-2.11%,50.69%,91%,27950,42.3%,57.7%,0.73236643113921
TTD,"Trade Desk Inc",18.04,-0.24,-1.31%,73.44%,73%,27494,42.4%,57.6%,0.73649971578349
DDOG,"Datadog Cl A",267.97,-0.59,-0.22%,92.36%,96%,27197,34.2%,65.8%,0.51981000279408
CMCSA,"Comcast Corp A",23.96,0.29,+1.23%,50.91%,61%,27195,33.6%,66.4%,0.50656473325578
SLS,"Sellas Life Sciences Group Inc",10.01,-0.28,-2.72%,92.30%,98%,26943,21.2%,78.8%,0.2686222808174
FIG,"Figma Cl A",24.32,0.56,+2.36%,59.80%,84%,26290,26.4%,73.6%,0.35830534745544
PAA,"Plains All American Pipeline LP",24.57,-0.25,-1.01%,41.55%,66%,25845,2.2%,97.8%,0.022551928783383
CRDO,"Credo Technology Group Holding",206.99,5.91,+2.94%,84.06%,93%,25772,43.1%,56.9%,0.75846069868996
RUN,"Sunrun Inc",9.81,0.29,+3.05%,58.81%,84%,25612,17.1%,82.9%,0.20634920634921
PG,"Procter & Gamble Company",144.49,0.53,+0.37%,60.83%,67%,25494,41.9%,58.1%,0.72210213455823
DKNG,"Draftkings Inc",23.48,-0.24,-1.01%,68.00%,77%,25322,23.0%,77.0%,0.29883052933935
HL,"Hecla Mining Company",14.12,-0.81,-5.43%,46.82%,45%,25022,40.3%,59.7%,0.67460848614643
BX,"Blackstone Inc",127.75,-0.32,-0.25%,46.45%,57%,24745,32.5%,67.5%,0.48067257060795
MO,"Altria Group",68.33,0.39,+0.57%,66.32%,87%,23750,36.8%,63.2%,0.58280573142286
RIG,"Transocean Inc",5.32,0.24,+4.72%,15.16%,27%,23527,9.9%,90.1%,0.10955480098095
