Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
MSTR,"Strategy Inc",97.33,-2.68,-2.68%,30.02%,50%,214464,33.5%,66.5%,0.50373367175942
SOFI,"Sofi Technologies Inc",18.12,-0.26,-1.41%,2.89%,1%,208412,34.9%,65.1%,0.53726774505248
PFE,"Pfizer Inc",27.05,0.29,+1.08%,13.78%,8%,196784,55.5%,44.5%,1.2469056862297
AVGO,"Broadcom Ltd",422.4,-5.36,-1.25%,48.06%,57%,189061,50.1%,49.9%,1.0046123015915
ASTS,"Ast Spacemobile Inc",68.76,-3.18,-4.42%,46.85%,27%,186337,41.9%,58.1%,0.71984863168582
ONDS,"Ondas Inc",9.31,0.2,+2.20%,38.88%,31%,176105,18.7%,81.3%,0.22986940428801
MARA,"Mara Holdings Inc",9.56,-0.53,-5.25%,35.61%,29%,172192,31.9%,68.1%,0.46908966811705
IREN,"Iren Limited",38.74,-2.49,-6.04%,32.60%,31%,166220,38.2%,61.8%,0.61802783996885
HIMS,"Hims & Hers Health Inc",31.77,0.18,+0.57%,56.18%,65%,162353,45.8%,54.2%,0.84563354023145
TTD,"Trade Desk Inc",13.39,-0.41,-2.97%,32.50%,31%,155567,30.8%,69.2%,0.4451989892609
SNDK,"Sandisk Corp",1237.92,25.71,+2.12%,38.77%,20%,152657,43.0%,57.0%,0.75449666126493
MRVL,"Marvell Technology Inc",208.56,-10.16,-4.65%,62.14%,76%,149980,31.3%,68.7%,0.45566425964749
GOOG,"Alphabet Cl C",355.84,2.37,+0.67%,23.95%,19%,148511,38.3%,61.7%,0.61986671175053
CIFR,"Cipher Digital Inc",16.33,-0.85,-4.95%,21.24%,27%,146436,24.4%,75.6%,0.32329658413157
CRWV,"Coreweave Cl A",88.19,-2.48,-2.74%,50.15%,64%,146350,43.8%,56.2%,0.77995889128082
NBIS,"Nebius Group N.V. Cl A",184.11,-3.86,-2.05%,42.02%,75%,144436,47.0%,53.0%,0.88681907250163
TSM,"Taiwan Semiconductor ADR",418.47,-1.57,-0.37%,38.68%,36%,142061,51.1%,48.9%,1.0467525357308
HL,"Hecla Mining Company",17.55,0.7,+4.15%,37.54%,19%,133054,78.3%,21.7%,3.6050600491469
UBER,"UBER Technologies Inc",78.03,3.01,+4.01%,26.46%,21%,132694,31.3%,68.7%,0.45598384849183
GME,"Gamestop Corp",18.79,-0.37,-1.93%,24.69%,30%,131960,16.0%,84.0%,0.19108222763787
F,"Ford Motor Company",14,0.02,+0.14%,32.08%,40%,131232,24.4%,75.6%,0.3226498956853
MPT,"Medical Properties Trust Inc",4.15,-0.55,-11.70%,18.31%,36%,129515,71.0%,29.0%,2.445097621961
HOOD,"Robinhood Markets Cl A",94.52,1.23,+1.32%,32.33%,32%,128894,35.8%,64.2%,0.55870508991088
RIOT,"Riot Platforms Inc",19.4,-1.12,-5.46%,63.75%,84%,128107,38.8%,61.2%,0.63276828957431
SKHY,"SK hynix Inc",135.29,-2.62,-1.90%,0.00%,0%,126104,55.8%,44.2%,1.2628481194373
BABA,"Alibaba Group Holding ADR",132.32,3.91,+3.04%,69.59%,82%,119170,21.0%,79.0%,0.26550420525019
NOW,"Servicenow Inc",127.44,2.56,+2.05%,52.21%,63%,116736,27.9%,72.1%,0.38789680180716
PLUG,"Plug Power Inc",2.11,-0.07,-3.21%,27.47%,67%,109179,19.6%,80.4%,0.24438948220249
CRWD,"Crowdstrike Holdings",225.16,10.74,+5.01%,72.98%,91%,106915,46.4%,53.6%,0.86506759703445
DIS,"Walt Disney Company",103.18,-1.73,-1.65%,19.01%,19%,106413,28.0%,72.0%,0.38833368124413
AG,"First Majestic Silver",18.85,0.45,+2.45%,22.83%,14%,105457,75.8%,24.2%,3.135568627451
NOK,"Nokia Corp ADR",9.13,-0.23,-2.46%,45.64%,64%,101779,20.6%,79.4%,0.25926704939127
COIN,"Coinbase Global Cl A",148.68,-4.92,-3.20%,32.23%,35%,98708,35.6%,64.4%,0.55289157384683
OKLO,"Oklo Inc",44.49,-3.93,-8.12%,12.53%,7%,94498,32.4%,67.6%,0.47986093710849
AMC,"AMC Entertainment Holdings",2.42,-0.17,-6.56%,38.72%,48%,93912,26.2%,73.8%,0.35534709193246
VST,"Vistra Energy Corp",142.87,2.28,+1.62%,23.86%,16%,93263,10.8%,89.2%,0.12086868735428
BAC,"Bank of America Corp",63.86,0.69,+1.09%,0.00%,0%,92597,44.6%,55.4%,0.80479865902623
DELL,"Dell Technologies Inc",457.88,4.11,+0.91%,87.72%,95%,92257,46.6%,53.4%,0.87354291052354
SOUN,"Soundhound AI Inc Cl A",7.46,-0.56,-6.98%,24.67%,29%,88110,25.8%,74.2%,0.3478866129205
T,"AT&T Inc",24.05,0.26,+1.09%,40.13%,53%,84776,43.5%,56.5%,0.77107401759041
RIVN,"Rivian Automotive Cl A",16.39,0.39,+2.44%,21.80%,8%,83440,23.7%,76.3%,0.31077493441413
CSCO,"Cisco Systems Inc",122.57,1.14,+0.94%,84.71%,92%,80769,36.8%,63.2%,0.58308506468052
XOM,"Exxonmobil Holdings Corp",159.79,6.75,+4.41%,61.19%,61%,80702,26.2%,73.8%,0.35503803079403
SE,"Sea Ltd ADR",114.8,1.37,+1.21%,83.03%,83%,78382,40.9%,59.1%,0.69171001230225
CMG,"Chipotle Mexican Grill",32.14,-0.65,-1.98%,33.36%,46%,77885,38.7%,61.3%,0.63195390256679
BTDR,"Bitdeer Technologies Group",8.69,-2.19,-20.08%,35.38%,50%,77714,53.2%,46.8%,1.138760457948
NKE,"Nike Inc",42.11,0.41,+0.98%,34.66%,39%,75664,29.5%,70.5%,0.41846949870646
GLW,"Corning Inc",157.76,-7.92,-4.78%,63.05%,65%,75284,43.4%,56.6%,0.76648364540804
AAOI,"Applied Optoelect",132.81,-2.82,-2.08%,48.01%,43%,72168,36.5%,63.5%,0.57479215309752
BE,"Bloom Energy Corp Cl A",210.63,-8.71,-3.97%,28.77%,19%,72027,60.8%,39.2%,1.5490869195923
WMT,"Walmart Inc",112.66,0.81,+0.72%,68.02%,86%,71713,37.9%,62.1%,0.61026159200629
AAL,"American Airlines Gp",15,-0.94,-5.90%,29.79%,27%,68755,59.7%,40.3%,1.4839234104046
HPE,"Hewlett Packard Enterprise",54.68,1.46,+2.74%,52.72%,95%,68417,21.5%,78.5%,0.27424942263279
CVNA,"Carvana Company Cl A",74.16,3.31,+4.67%,22.26%,27%,68182,30.2%,69.8%,0.43278626515645
HE,"Hawaiian Electric Industries",11.68,-0.72,-5.81%,30.56%,13%,67855,49.7%,50.3%,0.98953263355421
CORZ,"Core Scientific Inc",19.44,-1.57,-7.47%,15.94%,16%,65604,43.2%,56.8%,0.7615595295634
B,"Barrick Mining Corp",40.88,-2.8,-6.41%,51.22%,26%,64603,34.2%,65.8%,0.51967726000329
FIG,"Figma Cl A",25.39,2.1,+9.02%,40.53%,30%,64549,19.9%,80.1%,0.24898899015112
BMNR,"Bitmine Immersion Technologies",18.1,-0.72,-3.83%,7.45%,4%,64206,30.3%,69.7%,0.43477094972067
CLSK,"Cleanspark Inc",11.59,-0.71,-5.77%,32.80%,19%,64198,17.2%,82.8%,0.2081600391441
RCAT,"Red Cat Holdings Inc",10,0.79,+8.58%,33.42%,28%,63734,10.3%,89.7%,0.11542029086963
IBM,"Intl Business Machines",236.31,-0.97,-0.41%,36.83%,49%,63296,27.3%,72.7%,0.37611966257935
PCG,"Pacific Gas & Electric Company",17.04,-0.42,-2.41%,40.16%,86%,59743,13.7%,86.3%,0.15915793558401
ARM,"Arm Holdings Plc ADR",267.85,-14.72,-5.21%,46.64%,70%,57875,55.3%,44.7%,1.2378393009048
POET,"Poet Technologies Inc",8.56,-0.35,-3.93%,36.98%,56%,56478,18.5%,81.5%,0.22690243955423
LLY,"Eli Lilly and Company",1231.94,46.23,+3.90%,28.88%,26%,55519,48.5%,51.5%,0.93986722571628
RIG,"Transocean Inc",5.72,0.46,+8.75%,10.35%,17%,55053,9.2%,90.8%,0.10112606756405
OPEN,"Opendoor Technologies Inc",3.48,0,-0.14%,0.44%,2%,54567,17.8%,82.2%,0.2158422459893
KEEL,"Keel Infrastructure Corp",3.4,-0.48,-12.37%,28.81%,13%,53399,20.0%,80.0%,0.24971330946196
WDC,"Western Digital Corp",438.34,4.04,+0.93%,52.31%,39%,53103,39.3%,60.7%,0.64640044645625
MP,"MP Materials Corp",54.66,3.55,+6.95%,16.80%,31%,52220,25.6%,74.4%,0.34383283151908
RGTI,"Rigetti Computing Inc",17.65,-0.29,-1.62%,13.34%,10%,52148,27.2%,72.8%,0.3730745938545
NIO,"Nio Inc ADR",4.82,0.08,+1.69%,25.12%,29%,52001,22.8%,77.2%,0.29545850875663
BA,"Boeing Company",232.79,-1.63,-0.70%,41.38%,34%,51831,52.3%,47.7%,1.096808123306
FRMI,"Fermi Inc",5.88,-0.3,-4.85%,16.14%,6%,51711,54.7%,45.3%,1.206948060262
AXTI,"Axt Inc",73.81,-14.77,-16.67%,29.91%,32%,51686,35.8%,64.2%,0.55685412211211
LITE,"Lumentum Holdings",813.51,-76.66,-8.61%,67.01%,48%,51658,65.1%,34.9%,1.8651136993899
CELH,"Celsius Holdings Inc",27.21,-0.56,-2.02%,25.94%,25%,51605,28.3%,71.7%,0.39423986167022
DKNG,"Draftkings Inc",24.27,0.24,+1.00%,45.41%,43%,51326,21.8%,78.2%,0.2785472299721
BSX,"Boston Scientific Corp",50.46,1.15,+2.33%,50.86%,69%,51292,68.1%,31.9%,2.1382770435634
PATH,"Uipath Inc Cl A",15.59,0.54,+3.59%,59.38%,71%,51147,22.5%,77.5%,0.29048291870616
BRK.B,"Berkshire Hathaway Cl B",529.42,7.62,+1.46%,33.21%,31%,50183,39.1%,60.9%,0.64265139116203
CVX,"Chevron Corp",194.91,8.35,+4.48%,63.70%,63%,49761,27.6%,72.4%,0.38163593958241
SNAP,"Snap Inc",5.35,0.02,+0.38%,12.09%,18%,49059,10.3%,89.7%,0.11462262007543
IONQ,"Ionq Inc",42.53,-1.9,-4.28%,24.93%,20%,48918,28.1%,71.9%,0.39086178954252
PANW,"Palo Alto Networks",385.04,21.18,+5.82%,69.44%,92%,48869,52.8%,47.2%,1.1187513548667
USAR,"USA Rare Earth Inc",19.04,-0.29,-1.50%,12.01%,41%,48239,26.4%,73.6%,0.35830939911021
FSLR,"First Solar Inc",239.33,-10.72,-4.29%,32.65%,50%,48003,28.8%,71.2%,0.40458216292135
QCOM,"Qualcomm Inc",162.17,-5.69,-3.39%,36.66%,72%,47866,44.5%,55.5%,0.80238731784464
CRCL,"Circle Internet Group Cl A",67.05,0.38,+0.57%,35.94%,29%,47850,37.5%,62.5%,0.60092341664157
ABNB,"Airbnb Inc Cl A",184.7,6.63,+3.72%,28.09%,27%,47782,44.6%,55.4%,0.80636624829881
APLD,"Applied Digital Corp",29.06,-0.16,-0.55%,16.42%,5%,47757,27.4%,72.6%,0.37648076091656
FCX,"Freeport-Mcmoran Inc",70.51,0.89,+1.28%,58.67%,55%,46836,32.6%,67.4%,0.48266801734781
RKT,"Rocket Companies Cl A",13.76,0.04,+0.29%,33.93%,18%,46525,24.0%,76.0%,0.31575226244344
CRM,"Salesforce Inc",197.51,4.77,+2.47%,65.23%,78%,45079,41.3%,58.7%,0.70231486726332
CXW,"Corecivic Inc",33,0.73,+2.26%,35.44%,67%,45019,63.0%,37.0%,1.7040062466214
ADBE,"Adobe Systems Inc",272.96,7.75,+2.92%,75.82%,86%,43737,36.7%,63.3%,0.57861113116292
ABCL,"Abcellera Biologics Inc",9.34,2.41,+34.78%,3.15%,4%,43735,21.0%,79.0%,0.26562680865841
OXY,"Occidental Petroleum",58.65,2.74,+4.90%,43.90%,40%,42985,29.6%,70.4%,0.41986523089119
SMR,"Nuscale Power Corp",9.18,-0.64,-6.52%,19.23%,9%,42973,33.0%,67.0%,0.49160013884068
MO,"Altria Group",65.54,-2.81,-4.11%,68.86%,88%,42382,53.1%,46.9%,1.1310337892196
JD,"Jd.com Inc ADR",33.47,0.5,+1.52%,41.45%,44%,42189,46.3%,53.7%,0.86347173144876
NVTS,"Navitas Semiconductor Corp",13.17,-0.72,-5.18%,20.39%,25%,41312,20.5%,79.5%,0.25847625430286
DJT,"Trump Media & Technology Group Corp",9.39,-0.82,-8.03%,41.21%,87%,41258,30.8%,69.2%,0.44526570217536
NVO,"Novo Nordisk A/S ADR",47.73,0.47,+0.99%,3.37%,1%,40644,48.8%,51.2%,0.95422636791999
NEM,"Newmont Mining Corp",117.26,4.28,+3.79%,42.22%,35%,40641,21.5%,78.5%,0.27321428571429
USAS,"Americas Gold and Silver Corp",5.13,0.12,+2.40%,6.45%,10%,40379,1.0%,99.0%,0.010030516784231
QUBT,"Quantum Computing Inc",8.93,-0.25,-2.72%,22.94%,27%,40020,29.5%,70.5%,0.41849502002623
TE,"T1 Energy Inc",5.31,-0.54,-9.23%,20.89%,80%,39618,38.3%,61.7%,0.62116376135527
DDOG,"Datadog Cl A",260.78,26.85,+11.48%,45.96%,55%,39411,37.5%,62.5%,0.5998619793781
V,"Visa Inc",361.32,-1.18,-0.33%,29.51%,22%,38947,32.7%,67.3%,0.48681046001145
PDD,"Pdd Holdings Inc",93,1.24,+1.35%,56.49%,53%,38941,36.5%,63.5%,0.57394608140334
COHR,"Coherent Corp",325.15,-53.98,-14.24%,73.94%,75%,38687,52.5%,47.5%,1.1036976617727
COST,"Costco Wholesale",952.75,4.93,+0.52%,36.78%,34%,37577,57.3%,42.7%,1.3421216654201
WBD,"Discovery Inc Series A",26.87,0.09,+0.34%,13.08%,28%,36554,36.5%,63.5%,0.57465322650125
ONON,"On Holding Ag Cl A",38.78,1.23,+3.28%,76.60%,75%,36537,35.3%,64.7%,0.54529690407714
AMAT,"Applied Materials",522.12,-17.02,-3.16%,62.18%,85%,36284,58.9%,41.1%,1.4319034852547
VZ,"Verizon Communications",47.03,-0.03,-0.06%,48.05%,54%,35801,42.4%,57.6%,0.73647960421012
CDE,"Coeur Mining Inc",18.15,0.76,+4.37%,28.34%,12%,35507,22.3%,77.7%,0.28699844140781
KO,"Coca-Cola Company",86.87,-0.18,-0.21%,55.10%,51%,34227,29.2%,70.8%,0.41241282548591
APP,"Applovin Corp Cl A",339,-7.8,-2.25%,23.58%,28%,34015,41.8%,58.2%,0.71853685646441
AGNC,"Agnc Investment Corp",10.76,-0.08,-0.74%,19.13%,43%,33899,67.9%,32.1%,2.1162897591469
SHOP,"Shopify Inc",155.18,3.61,+2.38%,22.26%,24%,33827,39.7%,60.3%,0.65899950956351
CLF,"Cleveland-Cliffs Inc",12.49,0.23,+1.88%,28.05%,18%,33290,27.7%,72.3%,0.38310690099298
VG,"Venture Global Inc Cl A",14.26,1,+7.54%,49.36%,46%,33164,39.1%,60.9%,0.64194474700465
SNOW,"Snowflake Cl A",334.7,4.21,+1.27%,68.99%,85%,32915,35.8%,64.2%,0.55795900979789
UNH,"Unitedhealth Group",408.74,1.66,+0.41%,8.64%,7%,32854,34.4%,65.6%,0.52376976949121
GRAB,"Grab Holdings Ltd Cl A",3.67,0.01,+0.27%,25.70%,36%,32759,59.0%,41.0%,1.4363379443701
CCL,"Carnival Corporation Ltd",27.75,-1.24,-4.28%,21.04%,16%,32394,39.9%,60.1%,0.66336328626444
JPM,"JP Morgan Chase & Company",359.79,2.27,+0.63%,5.70%,5%,32282,50.9%,49.1%,1.0354350567465
NU,"NU Holdings Ltd Cl A",13.86,0.02,+0.14%,61.90%,68%,32212,35.4%,64.6%,0.54701757756219
CAT,"Caterpillar Inc",837.58,-4.61,-0.55%,52.97%,66%,31936,61.2%,38.8%,1.5777706029542
GS,"Goldman Sachs Group",1034.51,-5.1,-0.49%,36.70%,56%,31924,62.4%,37.6%,1.6625521267723
BULL,"Webull Corp Cl A",7.26,-0.06,-0.82%,23.59%,41%,31735,32.7%,67.3%,0.48495624912264
SLS,"Sellas Life Sciences Group Inc",11.04,-0.97,-8.08%,58.51%,79%,31468,39.1%,60.9%,0.64289443458285
DVN,"Devon Energy Corp",45.36,2.38,+5.54%,48.74%,36%,31205,35.1%,64.9%,0.54075939367007
LRCX,"Lam Research Corp",306.4,-4.95,-1.59%,52.15%,76%,30895,49.8%,50.2%,0.99027249887264
TEM,"Tempus AI Cl A",55.06,3.01,+5.78%,20.23%,17%,30855,17.2%,82.8%,0.20843614146399
FSLY,"Fastly Inc",27.75,4.79,+20.86%,27.07%,42%,30532,16.6%,83.4%,0.1984142559956
HPQ,"HP Inc",29.8,-0.25,-0.83%,91.04%,98%,30204,59.9%,40.1%,1.494137076796
QBTS,"D-Wave Quantum Inc",20.19,-0.57,-2.75%,5.31%,3%,30131,38.3%,61.7%,0.61959793592776
DASH,"Doordash Cl A",209.86,-6.4,-2.96%,21.79%,29%,29703,9.4%,90.6%,0.10329841765099
ZS,"Zscaler Inc",176.68,8,+4.74%,66.46%,85%,29702,26.3%,73.7%,0.35724730396637
JOBY,"Joby Aviation Inc",8.81,0.17,+1.97%,11.31%,10%,29421,26.9%,73.1%,0.36886428139394
LYFT,"Lyft Inc Cl A",17.26,-0.2,-1.15%,7.34%,5%,29076,28.8%,71.2%,0.40436630602782
EOSE,"Eos Energy Enterprises Inc",4.05,-0.1,-2.41%,22.32%,50%,28916,19.7%,80.3%,0.24476969436074
ET,"Energy Transfer LP",20.59,0.46,+2.29%,30.33%,23%,28580,17.8%,82.2%,0.21658436914694
PYPL,"Paypal Holdings",59.07,0,0.00%,6.98%,5%,28382,32.5%,67.5%,0.48077424740439
VRT,"Vertiv Holdings",270.1,-2.3,-0.84%,44.28%,38%,27846,75.6%,24.4%,3.0980132450331
MRK,"Merck & Company",130.92,2.34,+1.82%,37.80%,16%,27638,21.5%,78.5%,0.27434526005164
ERO,"Ero Copper Corp",36.54,2.23,+6.50%,52.47%,41%,27533,1.5%,98.5%,0.015303488457851
LCID,"Lucid Group Inc",6.61,-0.43,-6.11%,17.42%,41%,26426,46.2%,53.8%,0.86046184173472
RDW,"Redwire Corp",13.12,-0.47,-3.46%,37.09%,35%,26043,20.6%,79.4%,0.26000290289806
KHC,"Kraft Heinz Company",24.93,-0.39,-1.54%,57.10%,65%,25942,53.4%,46.6%,1.1453853787628
S,"Sentinelone Inc Cl A",22.23,0.83,+3.88%,56.50%,76%,25695,15.1%,84.9%,0.17764333837481
LUMN,"Lumen Technologies Inc",6.64,0.4,+6.41%,19.18%,10%,25446,45.9%,54.1%,0.84994547437296
ANET,"Arista Networks Inc",191.52,2.85,+1.51%,44.42%,55%,24957,40.1%,59.9%,0.66858327204653
CBRS,"Cerebras Systems Cl A",230.01,3.28,+1.45%,60.37%,55%,24749,32.0%,68.0%,0.47157807111428
BETA,"Beta Technologies Inc Cl A",23.76,0.25,+1.06%,53.75%,32%,24577,5.2%,94.8%,0.054399588141919
ZETA,"Zeta Global Holdings Corp Cl A",27.54,0.9,+3.38%,33.71%,26%,24474,21.6%,78.4%,0.27568412822518
U,"Unity Software Inc",43.1,0.1,+0.23%,12.25%,7%,23754,37.6%,62.4%,0.6020772914278
BIDU,"Baidu Inc ADR",109.5,-0.21,-0.19%,49.67%,46%,23556,19.1%,80.9%,0.2362109682498
RBLX,"Roblox Corp Cl A",37.05,-0.74,-1.96%,32.96%,31%,23530,40.8%,59.2%,0.68928135544547
RUN,"Sunrun Inc",9.87,-0.33,-3.24%,24.45%,15%,23433,29.1%,70.9%,0.40984296973708
NCLH,"Norwegian Cruise Ord",18.55,-0.7,-3.64%,25.23%,24%,23382,63.6%,36.4%,1.7466228121696
BBAI,"Bigbear.Ai Holdings Inc",3.23,-0.04,-1.22%,2.89%,2%,23367,22.6%,77.4%,0.2919223751866
ASML,"ASML Holding NV",1733.48,-7.51,-0.43%,53.52%,62%,23008,56.3%,43.7%,1.2882148184983
RDDT,"Reddit Cl A",158.72,-2.98,-1.84%,9.17%,3%,22834,48.5%,51.5%,0.9413365073967
C,"Citigroup Inc",135.22,0.22,+0.16%,15.54%,19%,22663,34.0%,66.0%,0.51551424368062
WFC,"Wells Fargo & Company",87.52,0.27,+0.31%,2.36%,1%,22472,53.3%,46.7%,1.1412101000476
AA,"Alcoa Corp",51.63,1.46,+2.91%,24.58%,23%,22017,39.5%,60.5%,0.65392127403846
GRPN,"Groupon Cl A",22.95,-2.08,-8.31%,36.41%,41%,21905,9.9%,90.1%,0.10961957347652
WEN,"Wendys Company",7.3,-0.39,-5.07%,18.93%,73%,21559,35.3%,64.7%,0.54555882142089
MRNA,"Moderna Inc",59.81,0.64,+1.08%,39.59%,40%,21502,34.4%,65.6%,0.52420784007939
MCD,"McDonald's Corp",273.72,-0.76,-0.28%,45.11%,55%,21409,34.3%,65.7%,0.52182257605914
BMY,"Bristol-Myers Squibb Company",64.84,0.12,+0.19%,28.25%,15%,21059,35.7%,64.3%,0.55566225899387
BKD,"Brookdale Senior Living Inc",13.69,-0.53,-3.73%,24.93%,62%,20957,53.9%,46.1%,1.1701356528943
CLOV,"Clover Health Investments Corp",4.57,-0.19,-3.99%,4.19%,9%,20432,63.0%,37.0%,1.7001453680455
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",18.33,0.37,+2.06%,8.01%,19%,20255,24.3%,75.7%,0.32169657422512
BB,"Blackberry Ltd",8.83,-0.15,-1.67%,23.36%,65%,20103,17.7%,82.3%,0.21534369143341
APA,"Apa Corp",41.02,3.39,+9.01%,26.35%,22%,19716,22.1%,77.9%,0.28351018813879
RBRK,"Rubrik Inc Cl A",97.91,7.84,+8.70%,60.39%,70%,19670,15.8%,84.2%,0.18730005432486
BX,"Blackstone Inc",141.66,4.53,+3.30%,30.61%,34%,19662,45.1%,54.9%,0.8210614059461
IOVA,"Iovance Biotherapeutics Inc",6.4,0.06,+0.95%,7.32%,25%,19629,50.3%,49.7%,1.0132307692308
BTG,"B2Gold Corp",5.06,0.03,+0.60%,8.40%,27%,19527,18.6%,81.4%,0.22842224458983
NEE,"Nextera Energy",84.7,0.05,+0.06%,4.01%,2%,19419,40.4%,59.6%,0.67665342773269
ROCK,"Gibraltar Ind Inc",48.86,-1.37,-2.73%,41.78%,41%,19086,100.0%,0.0%,6361
TGT,"Target Corp",152.02,2.32,+1.55%,54.40%,70%,19026,34.0%,66.0%,0.51601593625498
SBUX,"Starbucks Corp",104.65,-0.93,-0.88%,6.24%,8%,18997,52.1%,47.9%,1.0882708585248
OSCR,"Oscar Health Inc Cl A",27.67,-0.23,-0.82%,12.64%,5%,18974,62.2%,37.8%,1.6444599303136
UUUU,"Energy Fuels Inc",14.29,0.15,+1.06%,0.00%,0%,18957,32.2%,67.8%,0.47594207412021
ON,"On Semiconductor",79.78,-1.39,-1.71%,39.45%,62%,18901,36.5%,63.5%,0.57416507037561
CPNG,"Coupang Cl A",16.19,-0.04,-0.25%,47.61%,50%,18669,32.9%,67.1%,0.49065793676142
PINS,"Pinterest Inc",24.37,0.69,+2.91%,19.38%,26%,18535,46.4%,53.6%,0.86525108181544
QS,"Quantumscape Corp",6.19,0.11,+1.81%,10.84%,23%,18421,31.5%,68.5%,0.45885800269264
RXT,"Rackspace Technology Inc",4.73,-0.17,-3.47%,14.42%,33%,18216,11.9%,88.1%,0.13516545148626
DOCS,"Doximity Inc Cl A",25.63,-1.77,-6.46%,31.94%,40%,18061,42.9%,57.1%,0.75128478619218
WOLF,"Wolfspeed Inc",29.3,-3.57,-10.86%,14.37%,53%,17972,29.6%,70.4%,0.41981355664402
SBET,"Sharplink Inc",6.18,-0.25,-3.89%,1.60%,1%,17620,12.8%,87.2%,0.14721010482453
UEC,"Uranium Energy",11.38,0.12,+1.07%,18.00%,8%,17613,56.9%,43.1%,1.319025674786
GLXY,"Galaxy Digital Holdings",19.52,-0.65,-3.22%,21.22%,12%,17541,20.8%,79.2%,0.26312378483474
PEP,"Pepsico Inc",137.73,-1.29,-0.93%,31.64%,22%,17497,48.9%,51.1%,0.95693993960407
NET,"Cloudflare Inc Cl A",310.59,10.32,+3.44%,35.26%,35%,17429,37.2%,62.8%,0.59212569653786
LUNR,"Intuitive Machines Inc",15.78,-0.62,-3.78%,64.86%,67%,17238,42.8%,57.2%,0.74898538961039
NRG,"NRG Energy",118.91,0.78,+0.66%,44.47%,41%,17187,6.0%,94.0%,0.064012876864979
XYZ,"Block Inc",78.98,-0.02,-0.03%,4.79%,4%,17026,29.8%,70.2%,0.42381669175447
VNET,"Vnet Group Inc",7.48,0.15,+2.05%,60.54%,66%,16993,6.6%,93.4%,0.070290357120363
IBRX,"Immunitybio Inc",7.49,-0.15,-1.96%,9.97%,2%,16805,33.2%,66.8%,0.49777183600713
DAL,"Delta Air Lines Inc",89.21,-2.13,-2.33%,5.68%,6%,16779,62.0%,38.0%,1.6303495845744
LUV,"Southwest Airlines Company",44.9,-2.15,-4.57%,23.98%,25%,16595,62.6%,37.4%,1.6766129032258
KTOS,"Kratos Defense & Security Inc",62.42,1.65,+2.72%,40.66%,37%,16583,21.8%,78.2%,0.27827025360364
CRDO,"Credo Technology Group Holding",239.93,-9.96,-3.99%,59.29%,61%,16529,55.5%,44.5%,1.2485376139301
MDB,"Mongodb Inc Cl A",416.67,17.87,+4.48%,63.60%,77%,16382,65.5%,34.5%,1.8994690265487
UPST,"Upstart Holdings Inc",30.21,-0.88,-2.83%,5.33%,4%,16334,34.1%,65.9%,0.51746562616128
