Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
CIFR,"Cipher Digital Inc",17.21,1.32,+8.31%,14.80%,20%,165295,28.4%,71.6%,0.39688669917435
ONDS,"Ondas Inc",8.38,-0.52,-5.84%,2.40%,2%,158969,27.2%,72.8%,0.37427274692025
NOK,"Nokia Corp ADR",10.15,0.02,+0.20%,44.10%,61%,151086,31.0%,69.0%,0.44998944317549
HIMS,"Hims & Hers Health Inc",31.86,0.77,+2.48%,22.05%,22%,143180,28.9%,71.1%,0.4055858243754
BAC,"Bank of America Corp",61.86,-1.31,-2.07%,10.07%,6%,137068,41.2%,58.8%,0.69968875165854
CRCL,"Circle Internet Group Cl A",83.66,5.07,+6.45%,48.29%,50%,133646,32.1%,67.9%,0.47375501742314
NKE,"Nike Inc",40.21,-0.84,-2.05%,27.89%,24%,131947,46.5%,53.5%,0.87089867566571
PYPL,"Paypal Holdings",62.3,1.05,+1.71%,24.01%,35%,131356,23.6%,76.4%,0.3081963947814
PFE,"Pfizer Inc",27.79,-0.45,-1.59%,25.65%,20%,130091,36.4%,63.6%,0.57164085340808
PCG,"Pacific Gas & Electric Company",17.96,0.31,+1.76%,80.22%,96%,128882,17.0%,83.0%,0.20497765478038
RIOT,"Riot Platforms Inc",20.98,1.6,+8.26%,37.60%,46%,128427,19.8%,80.2%,0.24674303465683
OWL,"Blue Owl Capital Inc",11.4,-0.37,-3.14%,34.24%,30%,125828,84.8%,15.2%,5.5768346226218
GME,"Gamestop Corp",18.04,0.01,+0.06%,42.90%,49%,123996,18.5%,81.5%,0.22654163451837
EOSE,"Eos Energy Enterprises Inc",3.46,-0.28,-7.49%,12.75%,15%,123943,57.9%,42.1%,1.3773016725487
ASTS,"Ast Spacemobile Inc",65.06,-1.37,-2.06%,0.00%,0%,119279,46.8%,53.2%,0.87811368288459
RKLB,"Rocket Lab Corp",72.95,-2.89,-3.81%,0.00%,0%,109470,46.6%,53.4%,0.87381249893018
BE,"Bloom Energy Corp Cl A",202.48,-4.15,-2.01%,6.02%,2%,108766,63.8%,36.2%,1.7651201220287
NOW,"Servicenow Inc",129.75,2.55,+2.00%,47.45%,57%,105486,28.3%,71.7%,0.39564975787886
ECHO,"Echostar Corp",86.92,-1.51,-1.71%,0.00%,0%,102975,96.5%,3.5%,27.958098987627
UBER,"UBER Technologies",78.55,0.51,+0.65%,27.12%,22%,102367,24.4%,75.6%,0.32349442763685
BA,"Boeing Company",215.1,-7.1,-3.20%,36.66%,27%,100547,43.5%,56.5%,0.77038067401486
CLF,"Cleveland-Cliffs Inc",10.74,-0.43,-3.85%,18.55%,12%,99875,54.9%,45.1%,1.2162923841647
SKHY,"SK hynix Inc",163.08,6.92,+4.43%,0.63%,4%,98060,50.6%,49.4%,1.0254890215438
NU,"NU Holdings Ltd Cl A",14.21,-0.4,-2.74%,27.69%,27%,94031,44.6%,55.4%,0.80637786956104
IONQ,"Ionq Inc",41.53,-1.83,-4.22%,14.59%,8%,93935,55.2%,44.8%,1.2324017301203
AMGN,"Amgen Inc",433.73,-8.63,-1.95%,59.14%,75%,93695,15.6%,84.4%,0.1853824548974
TTD,"Trade Desk Inc",13.32,-0.22,-1.62%,26.07%,21%,93499,51.2%,48.8%,1.0508664180741
RIVN,"Rivian Automotive Cl A",16.01,0.28,+1.78%,16.94%,7%,93102,34.5%,65.5%,0.52611218568665
AAL,"American Airlines Gp",13.52,-0.34,-2.45%,18.32%,12%,92531,56.0%,44.0%,1.2747185210679
F,"Ford Motor Company",13.99,-0.51,-3.52%,34.12%,41%,90117,47.7%,52.3%,0.91229708222812
KHC,"Kraft Heinz Company",25.57,-0.11,-0.43%,62.15%,71%,88337,4.3%,95.7%,0.045408284023669
TSM,"Taiwan Semiconductor ADR",416,3.91,+0.95%,20.01%,15%,87539,65.4%,34.6%,1.8862182657435
RDDT,"Reddit Cl A",150.31,-1.4,-0.92%,4.76%,3%,86406,43.6%,56.4%,0.77250348732256
RKT,"Rocket Companies Cl A",14.06,-0.57,-3.90%,23.28%,12%,85369,15.7%,84.3%,0.18615831376527
JBLU,"Jetblue Airways Corp",4.74,-0.16,-3.27%,25.91%,22%,80654,58.8%,41.2%,1.4275094055681
ARM,"Arm Holdings Plc ADR",250.72,1.38,+0.55%,36.09%,57%,79035,32.4%,67.6%,0.48002846388644
CRWD,"Crowdstrike Holdings",190.34,-11.29,-5.60%,72.68%,90%,77128,53.2%,46.8%,1.1385238174458
IOVA,"Iovance Biotherapeutics Inc",8.99,1,+12.52%,6.97%,22%,73555,50.9%,49.1%,1.0353921080303
KO,"Coca-Cola Company",90.5,0.15,+0.17%,52.36%,44%,70013,35.9%,64.1%,0.55903179834328
BIDU,"Baidu Inc ADR",91.97,-0.9,-0.97%,23.05%,14%,68900,58.9%,41.1%,1.4331673552989
OKLO,"Oklo Inc",41.66,-1.28,-2.98%,3.14%,2%,68604,56.4%,43.6%,1.2944481605351
FCX,"Freeport-Mcmoran Inc",71.22,2.13,+3.08%,62.98%,61%,68365,27.4%,72.6%,0.37757672234872
AMC,"AMC Entertainment Holdings",2.47,-0.05,-1.98%,32.79%,39%,66949,19.2%,80.8%,0.2370473022912
AAOI,"Applied Optoelect",129.1,6.91,+5.66%,28.68%,30%,66412,22.6%,77.4%,0.29153458703642
WBD,"Discovery Inc Series A",28.23,-0.3,-1.05%,12.80%,30%,64874,67.1%,32.9%,2.0357510528779
C,"Citigroup Inc",129.67,-3.22,-2.42%,12.33%,15%,64061,51.5%,48.5%,1.0605017690576
CORZ,"Core Scientific Inc",18.39,-0.33,-1.76%,8.77%,6%,63984,59.5%,40.5%,1.466710358919
DAL,"Delta Air Lines Inc",81.06,-2.23,-2.68%,4.12%,3%,63617,27.0%,73.0%,0.36975712686246
COST,"Costco Wholesale",933.51,-23.48,-2.45%,29.71%,25%,63390,46.2%,53.8%,0.85976235880886
CLSK,"Cleanspark Inc",12.6,0.93,+7.97%,34.91%,20%,62455,22.9%,77.1%,0.29628476546285
XOM,"Exxonmobil Holdings Corp",166.15,1.38,+0.84%,52.92%,49%,62109,32.4%,67.6%,0.47959596922124
WFC,"Wells Fargo & Company",83.7,-2.24,-2.61%,5.46%,3%,62056,58.9%,41.1%,1.4350009809692
CCL,"Carnival Corporation Ltd",25.37,-1.32,-4.95%,20.86%,15%,61299,54.3%,45.7%,1.1877654448767
RGTI,"Rigetti Computing Inc",16.07,-0.93,-5.50%,3.06%,1%,61021,56.3%,43.7%,1.2895467507129
NCLH,"Norwegian Cruise Ord",16.75,-0.59,-3.40%,21.85%,20%,60438,70.8%,29.2%,2.420567094912
MRK,"Merck & Company",148.99,-3.21,-2.11%,66.86%,66%,60181,32.4%,67.6%,0.4789756948711
ROST,"Ross Stores Inc",228.99,-5.7,-2.43%,100.00%,100%,60045,72.2%,27.8%,2.5927122599174
OPEN,"Opendoor Technologies Inc",3.47,-0.11,-3.07%,8.47%,10%,59939,27.5%,72.5%,0.38006538957451
NIO,"Nio Inc ADR",4.53,-0.05,-1.09%,20.60%,21%,58997,16.6%,83.4%,0.19841963070548
CSCO,"Cisco Systems Inc",109.59,-0.96,-0.87%,30.25%,39%,58319,44.8%,55.2%,0.8107554258391
DELL,"Dell Technologies",434.78,-2.77,-0.63%,76.47%,84%,57675,51.8%,48.2%,1.0757603023214
ACHR,"Archer Aviation Inc",6.09,-0.36,-5.58%,17.22%,10%,56898,22.1%,77.9%,0.28310481688616
CRM,"Salesforce Inc",205.43,-0.66,-0.32%,67.34%,80%,55469,51.4%,48.6%,1.0579898341558
AGNC,"Agnc Investment Corp",10.92,-0.16,-1.44%,8.78%,7%,54987,34.1%,65.9%,0.51788770496329
SBLK,"Star Bulk Carriers",30.06,-0.11,-0.36%,23.26%,16%,54427,0.5%,99.5%,0.0052268026004728
AG,"First Majestic Silver",21.19,0.34,+1.63%,25.25%,16%,54111,31.0%,69.0%,0.44991961414791
AU,"Anglogold Ashanti Ltd ADR",115.14,6.6,+6.08%,44.48%,44%,53837,8.9%,91.1%,0.097728570263437
JPM,"JP Morgan Chase & Company",351.55,-5.71,-1.60%,9.78%,4%,53626,40.2%,59.8%,0.67262406038489
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",19.01,0.47,+2.54%,8.47%,22%,53441,20.7%,79.3%,0.26051986036419
UNH,"Unitedhealth Group",384.85,-3.76,-0.97%,8.21%,8%,52403,43.5%,56.5%,0.76929569856169
HTZ,"Hertz Global Holdings Inc",2.09,-0.07,-3.24%,30.76%,62%,51597,40.5%,59.5%,0.68079353703824
HL,"Hecla Mining Company",20.82,0.28,+1.36%,34.54%,22%,51091,24.7%,75.3%,0.32883374947982
HIVE,"Hive Digital Technologies Ltd",3.13,0.31,+10.99%,13.47%,22%,51090,7.3%,92.7%,0.079214195183777
NVO,"Novo Nordisk A/S ADR",46.14,-0.34,-0.73%,1.84%,1%,50389,57.1%,42.9%,1.3285120147874
AMAT,"Applied Materials",496.21,0.04,+0.01%,39.02%,55%,50142,64.5%,35.5%,1.813646821166
AS,"Amer Sports Inc",32.53,-1.49,-4.38%,21.59%,15%,49950,12.4%,87.6%,0.14184478226083
OSCR,"Oscar Health Inc Cl A",31.57,-0.73,-2.26%,17.82%,17%,49709,5.9%,94.1%,0.062612227447627
LRCX,"Lam Research Corp",310.53,3.36,+1.09%,40.66%,42%,46785,72.2%,27.8%,2.6021712349861
LITE,"Lumentum Holdings",879.28,51.68,+6.24%,43.69%,18%,46674,29.4%,70.6%,0.41599417511073
PATH,"Uipath Inc Cl A",15.92,0.14,+0.89%,73.17%,87%,46173,47.7%,52.3%,0.91343085657453
DIS,"Walt Disney Company",107.32,0.39,+0.36%,17.21%,17%,46157,23.3%,76.7%,0.30317061464186
KLAC,"K L A-Tencor Corp",185.86,-1.41,-0.75%,35.81%,66%,45938,88.7%,11.3%,7.8359299865359
APLD,"Applied Digital Corp",28.65,0.42,+1.49%,12.05%,4%,45907,38.4%,61.6%,0.62353232423256
GLW,"Corning Inc",151.45,-1.01,-0.66%,51.45%,51%,45509,62.8%,37.2%,1.6901341845481
SBET,"Sharplink Inc",7.59,0.51,+7.20%,27.05%,9%,45225,11.3%,88.7%,0.12783361181077
AAP,"Advance Auto Parts Inc",42.39,-13.79,-24.55%,12.99%,18%,43886,70.8%,29.2%,2.4195106747701
BP,"BP Plc ADR",45.14,1.41,+3.22%,53.03%,60%,43333,17.2%,82.8%,0.20731639362532
CPNG,"Coupang Cl A",16.26,-0.4,-2.40%,36.44%,40%,42060,79.1%,20.9%,3.7926162260711
WDC,"Western Digital Corp",469.05,6.96,+1.51%,45.32%,31%,41547,51.0%,49.0%,1.0409195854006
LLY,"Eli Lilly and Company",1244.4,-35.94,-2.81%,22.05%,19%,41489,46.9%,53.1%,0.88363751929538
APP,"Applovin Corp Cl A",308.77,-2.02,-0.65%,13.78%,16%,40907,48.8%,51.2%,0.95157673775106
SNAP,"Snap Inc",5.21,-0.03,-0.57%,18.20%,22%,40359,20.7%,79.3%,0.26039161800069
CVNA,"Carvana Company Cl A",71.52,1.08,+1.53%,16.64%,24%,40071,54.3%,45.7%,1.1872816593886
ASST,"Strive Inc",16.13,1.4,+9.50%,4.12%,12%,39270,18.4%,81.6%,0.22565543071161
T,"AT&T Inc",25.15,0.03,+0.12%,31.27%,37%,39071,63.0%,37.0%,1.7046241174027
BRK.B,"Berkshire Hathaway Cl B",496.86,-2.76,-0.55%,22.23%,14%,38903,35.8%,64.2%,0.55705423253952
PTON,"Peloton Interactive Inc",5.58,0.11,+2.01%,2.41%,1%,38069,3.2%,96.8%,0.03316416533232
IBM,"Intl Business Machines",233.69,-3.47,-1.46%,28.54%,32%,37148,50.7%,49.3%,1.0277292576419
SMR,"Nuscale Power Corp",9.07,-0.22,-2.37%,2.21%,1%,36646,55.2%,44.8%,1.2331505179768
VG,"Venture Global Inc Cl A",14.29,0.5,+3.63%,23.84%,12%,36397,6.9%,93.1%,0.073626146721336
WOLF,"Wolfspeed Inc",26.35,-2.74,-9.42%,8.25%,26%,36388,23.6%,76.4%,0.30845019777059
DOW,"Dow Inc",32.9,1.15,+3.62%,7.80%,4%,36078,26.6%,73.4%,0.36302844837357
LULU,"Lululemon Athletica",115.69,-3.76,-3.15%,55.40%,71%,35724,64.2%,35.8%,1.7937749276609
SHOP,"Shopify Inc",147.18,0.6,+0.41%,15.25%,16%,35662,36.6%,63.4%,0.57705744483262
QBTS,"D-Wave Quantum Inc",18.8,-0.52,-2.69%,0.00%,0%,35530,46.8%,53.2%,0.87810550798182
ON,"On Semiconductor",74.71,-1.87,-2.44%,25.93%,40%,35395,73.8%,26.2%,2.8240060501296
BSX,"Boston Scientific Corp",49.37,-2.64,-5.08%,48.01%,62%,34792,41.0%,59.0%,0.69502094904024
HPE,"Hewlett Packard Enterprise",52.89,-0.24,-0.45%,49.35%,91%,34475,44.5%,55.5%,0.80082532386126
SOUN,"Soundhound AI Inc Cl A",6.97,-0.19,-2.65%,6.19%,1%,34076,38.3%,61.7%,0.62089140465205
CBRS,"Cerebras Systems Cl A",209.85,-5.84,-2.71%,0.00%,0%,33902,22.7%,77.3%,0.29396946564885
KLAR,"Klarna Group Plc",14,-0.73,-4.96%,0.44%,1%,33162,67.8%,32.2%,2.1036031820309
B,"Barrick Mining Corp",46.27,1.14,+2.53%,49.20%,41%,32911,32.6%,67.4%,0.48434963016417
FRMI,"Fermi Inc",5.97,0.21,+3.65%,4.68%,2%,32657,35.0%,65.0%,0.53919027195174
UAL,"United Airlines Holdings",111.71,-4.07,-3.52%,4.10%,4%,32486,63.4%,36.6%,1.7299159663866
PDD,"Pdd Holdings Inc",89.52,-0.68,-0.75%,69.36%,83%,32427,47.1%,52.9%,0.88858474082702
RIG,"Transocean Inc",6.01,0.17,+2.91%,1.21%,1%,32281,42.1%,57.9%,0.72607207785264
CAT,"Caterpillar Inc",815.39,-0.76,-0.09%,39.28%,33%,32182,62.6%,37.4%,1.6742562738906
TGT,"Target Corp",158.25,-0.75,-0.47%,2.11%,2%,32077,53.6%,46.4%,1.1548434770926
VRT,"Vertiv Holdings",264.63,3.63,+1.39%,24.99%,12%,31940,67.1%,32.9%,2.0433539780848
CCJ,"Cameco Corp",95.59,-2.39,-2.44%,13.10%,6%,31931,86.4%,13.6%,6.3337161231052
BTDR,"Bitdeer Technologies Group",10.43,0.8,+8.31%,27.84%,29%,31907,20.2%,79.8%,0.25258116437012
AXTI,"Axt Inc",73.12,-0.31,-0.42%,14.94%,7%,31843,35.3%,64.7%,0.5445021099093
XPEV,"Xpeng Inc ADR",12,0.01,+0.08%,39.43%,43%,31387,25.8%,74.2%,0.34765993988836
GS,"Goldman Sachs Group",1001.95,-19.7,-1.93%,25.55%,32%,31079,55.7%,44.3%,1.256024970964
TJX,"TJX Companies",140.69,-3.81,-2.64%,37.77%,35%,30782,78.5%,21.5%,3.6589980323899
UPST,"Upstart Holdings Inc",28.86,-1.74,-5.69%,6.63%,2%,30699,58.8%,41.2%,1.4250730705427
USAR,"USA Rare Earth Inc",17.11,-0.98,-5.42%,0.02%,1%,30553,34.6%,65.4%,0.52940882014316
OXY,"Occidental Petroleum",61.52,1.43,+2.38%,37.60%,31%,29515,23.0%,77.0%,0.29821860567407
VZ,"Verizon Communications",49.19,-0.17,-0.34%,39.33%,36%,29468,44.8%,55.2%,0.81074105935849
CVX,"Chevron Corp",205.77,0.01,0.00%,50.34%,47%,29413,33.6%,66.4%,0.50604198668715
KEEL,"Keel Infrastructure Corp",3.37,0.12,+3.69%,17.42%,5%,29362,26.8%,73.2%,0.36605564343538
ONON,"On Holding Ag Cl A",29.9,-1.36,-4.35%,6.46%,8%,29168,39.9%,60.1%,0.66427022709118
JD,"Jd.com Inc ADR",29.41,0.06,+0.20%,13.39%,9%,28850,49.8%,50.2%,0.99061615952529
BYND,"Beyond Meat Inc",14.48,0.4,+2.84%,9.92%,13%,28545,15.7%,84.3%,0.1868529375078
GTM,"Zoominfo Technologies Inc Cl A",3.88,0.06,+1.57%,42.44%,65%,28330,98.1%,1.9%,52.553875236295
CELH,"Celsius Holdings Inc",32.54,0.28,+0.87%,33.46%,35%,27813,21.2%,78.8%,0.26837832907698
JNJ,"Johnson & Johnson",267.37,-6.04,-2.21%,47.65%,55%,27748,46.1%,53.9%,0.85555704159422
NEM,"Newmont Mining",127.64,2.56,+2.05%,45.34%,45%,27162,31.1%,68.9%,0.45142673933953
FIG,"Figma Cl A",27.31,0.52,+1.94%,34.79%,23%,26760,17.2%,82.8%,0.20779924174039
DVN,"Devon Energy Corp",49.3,1.11,+2.30%,38.63%,27%,26723,39.9%,60.1%,0.66498442367601
CDE,"Coeur Mining Inc",21.11,0.18,+0.86%,24.20%,11%,26449,20.8%,79.2%,0.26296437780537
ANET,"Arista Networks Inc",183.75,-2.7,-1.45%,17.19%,24%,26021,42.8%,57.2%,0.74848810643731
CMG,"Chipotle Mexican Grill",35.29,0.63,+1.82%,26.88%,31%,25971,35.5%,64.5%,0.5515263755302
SEDG,"Solaredge Tech",30.9,-1.7,-5.21%,17.70%,4%,25918,30.2%,69.8%,0.43272526257601
BMY,"Bristol-Myers Squibb",65.47,-2.14,-3.17%,28.77%,18%,25877,18.7%,81.3%,0.23059729883964
COHR,"Coherent Corp",290.03,2.56,+0.89%,41.85%,30%,25849,64.3%,35.7%,1.8020596205962
MO,"Altria Group",66.94,0.91,+1.38%,59.95%,78%,25541,43.9%,56.1%,0.78197167375985
LCID,"Lucid Group Inc",5.63,-0.3,-4.98%,11.49%,18%,25478,36.2%,63.8%,0.56720182075414
SLS,"Sellas Life Sciences Group Inc",13.4,-0.45,-3.25%,31.51%,49%,25188,16.1%,83.9%,0.19176721078779
GLXY,"Galaxy Digital Holdings",23.47,1.57,+7.17%,28.93%,23%,24904,18.6%,81.4%,0.22879557902008
HD,"Home Depot",334.49,-9.81,-2.85%,41.78%,33%,24569,48.2%,51.8%,0.93122150605251
LUV,"Southwest Airlines Company",39.89,-1.53,-3.69%,18.87%,16%,24110,52.7%,47.3%,1.1152833830497
MOS,"Mosaic Company",23.35,1.12,+5.04%,43.59%,41%,23909,17.6%,82.4%,0.21427120365668
ADBE,"Adobe Systems Inc",272.22,-0.25,-0.09%,78.40%,90%,23782,52.8%,47.2%,1.1194189466179
TXN,"Texas Instruments",265.6,-1.85,-0.69%,29.15%,49%,23565,62.9%,37.1%,1.6934506800777
MP,"MP Materials Corp",55.04,-1.64,-2.89%,9.08%,6%,23556,34.3%,65.7%,0.52229546335789
NN,"Nextnav Inc",17.33,-0.93,-5.09%,41.69%,49%,23555,8.9%,91.1%,0.097828113348248
HUT,"Hut 8 Corp",88.65,6.57,+8.00%,30.51%,33%,23477,43.2%,56.8%,0.76200840588412
ACMR,"Acm Research Inc",78.52,0.93,+1.20%,38.75%,40%,23339,2.3%,97.7%,0.023954722941254
ROKU,"Roku Inc",157.12,0.32,+0.20%,2.63%,2%,23121,2.2%,97.8%,0.022691082802548
CSGP,"Costar Group Inc",32.26,-1.47,-4.36%,51.00%,52%,23091,3.8%,96.2%,0.040041437708315
JOBY,"Joby Aviation Inc",7.58,-0.14,-1.81%,3.43%,1%,22892,48.2%,51.8%,0.92920950615203
FLEX,"Flextronics Intl Ltd",110.32,-2.71,-2.40%,45.20%,68%,22698,95.1%,4.9%,19.375224416517
PANW,"Palo Alto Networks",349.56,-10.2,-2.84%,62.81%,83%,22589,56.4%,43.6%,1.2912060046658
AXP,"American Express Company",331.15,-8.75,-2.57%,13.20%,11%,22484,43.6%,56.4%,0.77374566109183
CAPR,"Capricor Therap",6.84,-1.14,-14.35%,69.34%,91%,22437,34.7%,65.3%,0.53247728980261
POET,"Poet Technologies Inc",8.27,-0.17,-2.01%,21.33%,15%,22184,27.7%,72.3%,0.38364622965134
NVTS,"Navitas Semiconductor Corp",12.97,0.14,+1.09%,15.49%,13%,22173,33.5%,66.5%,0.50274483226025
STX,"Seagate Technology",850.24,17.68,+2.12%,43.67%,40%,22097,59.3%,40.7%,1.4579532814238
VST,"Vistra Energy Corp",138.94,-3.76,-2.63%,2.20%,1%,21982,54.2%,45.8%,1.1846551381435
GEV,"GE Vernova Inc",966.01,-21.45,-2.17%,17.10%,12%,21947,59.0%,41.0%,1.4412680756396
TMC,"Tmc The Metals Company",3.97,0,0.00%,6.45%,3%,21884,2.8%,97.2%,0.028335134627132
PL,"Planet Labs Pbc",22.17,-0.45,-1.99%,39.85%,43%,21812,38.3%,61.7%,0.62026444807607
NYT,"New York Times Company",65.3,-0.66,-1.00%,29.06%,43%,21785,10.6%,89.4%,0.11867104857759
SHEL,"Shell Plc ADR",93.65,0.88,+0.95%,47.08%,41%,21646,9.8%,90.2%,0.10817590743869
AA,"Alcoa Corp",50.55,-0.99,-1.92%,24.83%,22%,21475,18.3%,81.7%,0.22371645107983
KGC,"Kinross Gold Corp",31.43,1.53,+5.12%,42.37%,37%,21179,37.2%,62.8%,0.59109007587709
SCHW,"The Charles Schwab Corp",109.79,-1.09,-0.98%,11.45%,6%,21154,55.2%,44.8%,1.230258302583
RDW,"Redwire Corp",11.77,-0.63,-5.08%,23.23%,17%,20846,37.0%,63.0%,0.58609145552766
DE,"Deere & Company",620.94,40.31,+6.94%,52.45%,46%,20673,45.3%,54.7%,0.82817474354439
STM,"Stmicroelectronics N.V. ADR",49.92,-0.49,-0.97%,33.13%,51%,20478,65.9%,34.1%,1.9287757437071
KOS,"Kosmos Energy Ltd",3.02,0.2,+7.09%,4.65%,4%,20429,30.2%,69.8%,0.43311118905647
LAC,"Lithium Americas Corp",2.97,-0.03,-1.00%,5.26%,5%,20030,8.9%,91.1%,0.097895198421399
BB,"Blackberry Ltd",8.14,-0.2,-2.40%,17.47%,35%,20030,56.4%,43.6%,1.293598992328
GE,"GE Aerospace",344.64,-11.59,-3.25%,21.82%,25%,20023,61.6%,38.4%,1.6051262034869
SNOW,"Snowflake Cl A",321.29,-3.72,-1.14%,69.52%,84%,19507,32.4%,67.6%,0.47959648058252
MCHP,"Microchip Technology",75.81,-1.27,-1.65%,21.74%,23%,19226,13.5%,86.5%,0.15540865384615
GRAB,"Grab Holdings Ltd Cl A",3.51,-0.03,-0.85%,44.74%,94%,19151,49.6%,50.4%,0.98600020740433
MCD,"McDonald's Corp",269.13,1.68,+0.63%,39.84%,44%,19151,36.4%,63.6%,0.57181549573211
AEO,"American Eagle Outfitters",16,-0.67,-4.02%,29.27%,75%,19099,38.9%,61.1%,0.63785267129749
PAAS,"Pan Amer Silver Corp",51.92,1.62,+3.22%,28.63%,17%,18751,46.3%,53.7%,0.86151096991959
SOC,"Sable Offshore Corp",5.07,0.29,+6.07%,30.85%,18%,18516,11.3%,88.7%,0.12744321987457
V,"Visa Inc",365.73,0.19,+0.05%,26.18%,18%,18499,51.6%,48.4%,1.0655426529701
RCAT,"Red Cat Holdings Inc",9.53,-0.36,-3.64%,26.65%,19%,18405,41.7%,58.3%,0.71432563338301
PEP,"Pepsico Inc",142.08,-0.5,-0.35%,35.36%,26%,18154,41.5%,58.5%,0.71054367285405
ENPH,"Enphase Energy Inc",38.36,-1.01,-2.57%,19.96%,25%,18065,52.8%,47.2%,1.117571210878
QUBT,"Quantum Computing Inc",8.14,-0.28,-3.33%,8.60%,2%,18022,34.0%,66.0%,0.51521775685219
