Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",219.22,7.28,+3.43%,37.47%,53%,6217542,30.3%,69.7%,0.4343825460297
SPCX,"SpaceX Corp",108.27,-17.06,-13.61%,45.40%,57%,2218563,53.8%,46.2%,1.1628606858954
TSLA,"Tesla Inc",321.55,-5.8,-1.77%,15.72%,15%,1995127,41.9%,58.1%,0.72167952738375
AAPL,"Apple Inc",311,1.62,+0.52%,58.71%,54%,1596997,26.6%,73.4%,0.36195955390411
AMZN,"Amazon.com Inc",272.65,-4.77,-1.72%,33.35%,41%,1044303,39.8%,60.2%,0.66173859079626
AMD,"Adv Micro Devices",482.05,-36.53,-7.04%,56.87%,75%,1033546,45.0%,55.0%,0.81672862780253
MU,"Micron Technology",893.19,0.52,+0.06%,67.06%,76%,942834,41.8%,58.2%,0.71675321743057
GOOGL,"Alphabet Cl A",362.43,-15.22,-4.03%,43.82%,59%,941562,38.4%,61.6%,0.62307213619462
INTC,"Intel Corp",101.06,0.2,+0.20%,62.84%,75%,801205,31.3%,68.7%,0.4547394031829
MSFT,"Microsoft Corp",487.46,-5.35,-1.09%,41.47%,63%,712755,43.5%,56.5%,0.76838148639764
PLTR,"Palantir Technologies Cl A",158.43,-4.23,-2.60%,26.02%,27%,653559,40.0%,60.0%,0.66754437666006
META,"META Platforms Inc",588.77,0.83,+0.14%,46.31%,64%,600549,31.4%,68.6%,0.45727888416245
MSTR,"Strategy Inc",98.37,0.72,+0.74%,31.72%,55%,337483,22.4%,77.6%,0.28800964815529
GOOG,"Alphabet Cl C",360.13,-15.22,-4.05%,42.65%,60%,317778,34.1%,65.9%,0.51649987830892
NFLX,"Netflix Inc",74.2,0.63,+0.86%,36.66%,47%,305055,23.7%,76.3%,0.31089739457773
UBER,"UBER Technologies Inc",68.18,-3.81,-5.29%,30.31%,26%,303179,37.7%,62.3%,0.60484344811158
SOFI,"Sofi Technologies Inc",18.25,-0.45,-2.41%,8.90%,2%,280248,29.8%,70.2%,0.42457453081475
SNDK,"Sandisk Corp",1350.5,-77.12,-5.40%,59.93%,87%,232635,44.2%,55.8%,0.7906570399335
AVGO,"Broadcom Ltd",418.28,0.12,+0.03%,61.72%,79%,226917,44.7%,55.3%,0.80895401025183
SHOP,"Shopify Inc",144.24,20.94,+16.98%,41.53%,39%,175986,43.3%,56.7%,0.76503154241929
WULF,"Terawulf Inc",18.07,-0.81,-4.29%,33.62%,40%,164806,23.1%,76.9%,0.30026509294032
ORCL,"Oracle Corp",144.39,-1.35,-0.93%,70.66%,88%,162948,30.1%,69.9%,0.43152827072425
HOOD,"Robinhood Markets Cl A",92.8,-0.71,-0.76%,41.74%,49%,147724,32.5%,67.5%,0.48107598680583
RIOT,"Riot Platforms Inc",21.5,-0.06,-0.28%,80.16%,96%,147452,13.0%,87.0%,0.14936472055499
ZETA,"Zeta Global Holdings Corp Cl A",27.07,2.81,+11.58%,40.09%,38%,144743,11.8%,88.2%,0.13386967897598
IREN,"Iren Limited",38.89,-1.96,-4.80%,50.62%,69%,141865,41.7%,58.3%,0.71502315066672
SNAP,"Snap Inc",5.33,-0.46,-7.94%,22.25%,26%,141694,40.0%,60.0%,0.66683135704875
NBIS,"Nebius Group N.V. Cl A",218.99,-6.75,-2.99%,63.37%,91%,138905,56.1%,43.9%,1.2764967140305
CIFR,"Cipher Digital Inc",18.71,-1.67,-8.19%,35.67%,68%,137948,11.2%,88.8%,0.12619805698424
OPEN,"Opendoor Technologies Inc",3.76,-0.36,-8.74%,7.35%,16%,137573,22.1%,77.9%,0.28287547324642
RKLB,"Rocket Lab Corp",74.82,0.34,+0.46%,65.28%,74%,135652,26.5%,73.5%,0.36046534951359
WMT,"Walmart Inc",112.34,0.79,+0.71%,75.03%,95%,134055,64.9%,35.1%,1.8530231766233
ASTS,"Ast Spacemobile Inc",68.38,-1.93,-2.74%,61.43%,60%,131826,28.2%,71.8%,0.39224383752614
CMG,"Chipotle Mexican Grill",34.5,0.68,+2.01%,43.75%,60%,126897,48.7%,51.3%,0.94776669224866
PCG,"Pacific Gas & Electric Company",17.2,-0.25,-1.43%,60.99%,92%,124675,10.3%,89.7%,0.11423413439625
SMCI,"Super Micro Computer",30.32,-1.37,-4.32%,84.11%,94%,124062,25.2%,74.8%,0.33717759406762
EOSE,"Eos Energy Enterprises Inc",3.82,-0.53,-12.18%,24.83%,61%,122428,17.3%,82.7%,0.20856860809477
CRWV,"Coreweave Cl A",89.89,-2.01,-2.19%,68.61%,86%,122406,46.7%,53.3%,0.87443149625591
GME,"Gamestop Corp",19.01,-0.2,-1.04%,22.71%,26%,119924,28.1%,71.9%,0.39016530266849
TSM,"Taiwan Semiconductor ADR",414,-3.17,-0.76%,55.39%,59%,118919,50.0%,50.0%,0.99890741612318
U,"Unity Software Inc",35.47,0.25,+0.71%,74.85%,90%,115330,40.9%,59.1%,0.69341458042728
ONDS,"Ondas Inc",8.87,0.01,+0.11%,26.14%,35%,112587,20.5%,79.5%,0.258363045009
BE,"Bloom Energy Corp Cl A",234.33,6.22,+2.73%,43.41%,57%,108527,73.7%,26.3%,2.7998319386576
NOW,"Servicenow Inc",117.22,-0.92,-0.78%,58.54%,72%,107137,24.9%,75.1%,0.33236746216314
FCX,"Freeport-Mcmoran Inc",69.39,2.09,+3.11%,68.78%,71%,105897,25.3%,74.7%,0.33853679500468
WBD,"Discovery Inc Series A",25.97,0.18,+0.70%,10.13%,24%,104397,71.2%,28.8%,2.4733007286156
FIG,"Figma Cl A",28.15,1.03,+3.80%,65.73%,70%,102685,37.5%,62.5%,0.599978186011
CRCL,"Circle Internet Group Cl A",63.28,0.03,+0.05%,49.05%,52%,102298,35.2%,64.8%,0.5423514157344
MRVL,"Marvell Technology Inc",211.02,-7.57,-3.46%,72.03%,82%,100296,37.5%,62.5%,0.60079164937594
NOK,"Nokia Corp ADR",9.58,-0.34,-3.43%,56.02%,72%,96242,17.5%,82.5%,0.21162755564508
DIS,"Walt Disney Company",101.76,3.58,+3.65%,29.91%,39%,95680,30.6%,69.4%,0.44063840999774
DELL,"Dell Technologies Inc",462.7,-4.57,-0.98%,92.48%,98%,94259,51.6%,48.4%,1.0664942012146
BA,"Boeing Company",240.19,3.03,+1.28%,46.80%,42%,94169,43.5%,56.5%,0.7688637601668
KEEL,"Keel Infrastructure Corp",3.93,-0.18,-4.38%,48.83%,29%,93811,17.5%,82.5%,0.21182488729283
BMNR,"Bitmine Immersion Technologies",18.43,0.33,+1.82%,11.58%,13%,93085,22.5%,77.5%,0.29080345009291
KHC,"Kraft Heinz Company",25.73,-0.91,-3.42%,73.31%,89%,92353,7.7%,92.3%,0.083599286619421
NVO,"Novo Nordisk A/S ADR",44.53,0.25,+0.56%,0.33%,1%,92207,32.4%,67.6%,0.47921713323173
LCID,"Lucid Group Inc",6.7,-1.08,-13.88%,37.51%,91%,90161,62.5%,37.5%,1.6634663673156
T,"AT&T Inc",23.06,-0.32,-1.37%,52.87%,75%,90069,52.4%,47.6%,1.1006367049934
CLF,"Cleveland-Cliffs Inc",12.65,0.34,+2.76%,39.93%,45%,89738,57.6%,42.4%,1.3581752246807
PFE,"Pfizer Inc",25.81,0.4,+1.57%,19.07%,11%,88978,38.8%,61.2%,0.6327436876101
BABA,"Alibaba Group Holding ADR",128.53,-0.46,-0.36%,61.47%,66%,87877,31.9%,68.1%,0.46831191832779
LLY,"Eli Lilly and Company",1169.86,54.18,+4.86%,44.19%,45%,87030,44.1%,55.9%,0.78967282897037
WDC,"Western Digital Corp",519.17,-29.39,-5.36%,73.28%,87%,86578,45.1%,54.9%,0.82062497371409
SKHY,"SK hynix Inc",151.03,-3.35,-2.17%,0.00%,0%,85473,64.5%,35.5%,1.813648034762
ANET,"Arista Networks Inc",197.31,6.8,+3.57%,56.90%,70%,83778,30.2%,69.8%,0.43293538124722
IONQ,"Ionq Inc",39.93,-1.79,-4.29%,49.70%,61%,82526,42.5%,57.5%,0.73973353571127
