Symbol,Name,Latest,Change,%Change,"Options Vol","P/C Vol","30D His Vol","Imp Vol","IV Rank","IV Pctl",Earnings
AAPL,"Apple Inc",316.83,6.8,+2.19%,1961426,0.44924745642488,32.04%,24.72%,48.77%,47%,2026-10-29
NOW,"Servicenow Inc",127.2,7.71,+6.45%,142606,0.49651597195987,59.09%,53.13%,48.87%,59%,2026-11-04
WDAY,"Workday Inc",198.42,7.79,+4.08%,12003,2.1611798788517,75.79%,51.77%,50.23%,54%,2026-08-27
AFRM,"Affirm Holdings Inc Cl A",77.33,3.77,+5.13%,10815,0.77382319173364,50.00%,70.02%,50.46%,57%,2026-08-27
GIS,"General Mills",39.99,1.91,+5.02%,14219,0.91012896292316,32.07%,29.85%,50.58%,48%,2026-09-16
GAP,"Gap Inc",20.1,0.02,+0.10%,6060,2.0239520958084,31.91%,56.28%,50.97%,70%,2026-08-27
FSM,"Fortuna Mines",11.63,1.18,+11.29%,8555,0.012785604356576,54.96%,59.99%,51.41%,43%,2026-11-04
PCT,"Purecycle Technologies Inc",7.17,0.29,+4.22%,10209,0.043331630045989,79.23%,87.70%,51.44%,35%,2026-11-05
FCX,"Freeport-Mcmoran Inc",69.09,2.77,+4.18%,67110,0.54770415811443,46.93%,47.69%,51.45%,44%,2026-10-22
JNJ,"Johnson & Johnson",273.41,2.3,+0.85%,27196,0.38797591099316,22.36%,22.87%,51.65%,63%,2026-10-13
TTWO,"Take-Two Interactive",237.04,-5.36,-2.21%,20455,0.19675871752867,34.67%,41.00%,51.79%,56%,2026-11-05
M,"Macy's Inc",23.4,0.17,+0.73%,15380,0.43202979515829,34.54%,55.17%,51.85%,71%,2026-09-02
KO,"Coca-Cola Company",90.35,1.53,+1.72%,76866,0.42386633076467,24.74%,18.74%,53.66%,46%,2026-10-20
PR,"Permian Resources Corp",23.02,0.67,+3.00%,55177,0.059893582281642,37.08%,39.08%,53.66%,53%,2026-11-04
KEEL,"Keel Infrastructure Corp",3.25,0.09,+2.85%,50198,0.1494847721548,134.60%,116.11%,53.79%,35%,2026-11-12
GLW,"Corning Inc",152.46,-7.44,-4.65%,43046,0.7606446071414,86.36%,64.27%,53.95%,52%,2026-10-27
CRDO,"Credo Technology Group Holding",234.82,-11.15,-4.53%,18177,0.89541188738269,102.27%,97.93%,54.04%,53%,2026-09-01
XPEV,"Xpeng Inc ADR",11.99,0.25,+2.13%,57455,0.057460475217639,39.49%,61.65%,54.24%,69%,2026-08-24
MRVL,"Marvell Technology Inc",237.27,21.27,+9.85%,255848,0.40162268471598,92.10%,80.89%,55.04%,70%,2026-08-27
COTY,"Coty Inc",3.03,0.29,+10.58%,9335,0.28263259137126,54.03%,80.70%,55.10%,68%,2026-08-19
AZN,"Astrazeneca Plc",164.95,4.85,+3.03%,4977,0.25936234817814,37.34%,27.76%,55.21%,55%,2026-11-05
CSGP,"Costar Group Inc",33.73,2.35,+7.49%,5572,0.23056537102473,53.43%,54.49%,55.55%,62%,2026-10-27
LULU,"Lululemon Athletica",119.45,0.44,+0.37%,14190,1.1207592288148,32.74%,57.22%,56.83%,71%,2026-09-03
SMTC,"Semtech Corp",125.36,-9.87,-7.30%,5386,0.12914046121593,102.87%,97.02%,56.92%,83%,2026-08-25
ACN,"Accenture Plc",183.17,10.24,+5.92%,17993,0.7975024975025,47.59%,43.78%,57.10%,50%,2026-09-24
EQX,"Equinox Gold Corp",12.66,1.21,+10.57%,10534,0.14388098599196,59.99%,60.83%,57.48%,42%,2026-11-04
AMGN,"Amgen Inc",442.36,17.08,+4.02%,21781,0.84584745762712,27.46%,30.17%,57.76%,73%,2026-11-03
DINO,"HF Sinclair Corp",94.62,-1.08,-1.13%,5205,0.082345601996257,37.56%,43.82%,57.80%,67%,2026-10-29
VIAV,"Viavi Solutions",38.74,-2.63,-6.36%,5942,0.14115613597081,91.62%,79.90%,58.50%,62%,2026-11-04
BILL,"Bill Holdings Inc",47.71,-1.46,-2.97%,25768,0.7323025210084,50.02%,75.91%,59.41%,71%,2026-08-19
S,"Sentinelone Inc Cl A",21.32,-1.17,-5.20%,11083,0.11678758565095,57.42%,66.67%,59.50%,81%,2026-08-27
MO,"Altria Group",66.03,0.84,+1.29%,13423,0.4778156996587,37.52%,25.32%,61.13%,80%,2026-10-29
BABA,"Alibaba Group Holding ADR",128.9,0.75,+0.59%,219218,0.42423336798337,35.57%,46.51%,61.14%,63%,2026-08-20
IMAX,"Imax Corp",53.71,3.16,+6.25%,9042,1.7864406779661,51.43%,47.81%,62.26%,80%,2026-10-22
WPM,"Wheaton Precious Metals",147.43,14.73,+11.10%,11601,0.42238842569887,50.74%,47.64%,62.55%,54%,2026-11-05
AI,"C3.Ai Inc Cl A",10.38,0.51,+5.17%,12380,0.29782996121187,45.24%,84.74%,62.91%,82%,2026-09-02
WMT,"Walmart Inc",114.3,-0.9,-0.78%,328736,1.0132651498913,19.03%,30.09%,63.13%,78%,2026-08-20
WMB,"Williams Companies",73.24,-1.89,-2.52%,6297,0.5921618204804,27.04%,27.59%,63.33%,53%,2026-11-02
AEM,"Agnico-Eagle Mines Ltd",207.72,20.78,+11.12%,18350,0.4475033525282,52.23%,46.99%,63.59%,69%,2026-11-04
BNTX,"Biontech Se ADR",113.12,20.37,+21.96%,19299,0.44291588785047,60.28%,48.05%,63.70%,85%,2026-11-02
ICE,"Intercontinental Exchange",157.24,1.06,+0.68%,6182,0.98650385604113,21.42%,29.20%,64.17%,80%,2026-10-29
IOT,"Samsara Inc Cl A",39.2,-0.38,-0.96%,6505,0.21543348281016,62.28%,75.98%,64.81%,75%,2026-09-03
ORCL,"Oracle Corp",143.81,1.02,+0.71%,282771,0.67802675148652,62.34%,70.43%,66.21%,85%,2026-09-08
ZM,"Zoom Communications Inc",107.47,2.76,+2.64%,5674,0.93387866394001,36.86%,52.16%,66.27%,86%,2026-08-25
CAPR,"Capricor Therap",7.98,0.9,+12.71%,19452,0.64013490725126,357.74%,324.53%,66.53%,88%,2026-11-09
MDT,"Medtronic Inc",94.13,2.04,+2.22%,62988,0.034166844533469,26.34%,29.65%,67.91%,89%,2026-09-01
PANW,"Palo Alto Networks",359.76,-14.38,-3.84%,30823,1.076741679019,46.15%,61.31%,68.12%,91%,2026-09-01
SNOW,"Snowflake Cl A",325.01,-0.32,-0.10%,23233,2.4516416580003,33.59%,69.07%,68.47%,83%,2026-09-02
PDD,"Pdd Holdings Inc",90.2,2.93,+3.36%,28777,0.49335755059678,30.78%,41.82%,69.48%,83%,2026-08-24
MDB,"Mongodb Inc Cl A",440.53,5.91,+1.36%,7345,0.79190046352769,58.99%,81.70%,69.93%,87%,2026-09-01
GEMI,"Gemini Space Station Inc Cl A",3.93,0.39,+11.02%,9457,0.034569521934143,77.18%,122.65%,70.03%,79%,2026-11-09
DOCU,"Docusign Inc",62.11,2.1,+3.50%,9318,0.51462938881664,59.59%,63.58%,70.06%,75%,2026-09-03
AGI,"Alamos Gold Inc",35.74,2.84,+8.63%,8424,0.1150231634679,48.78%,54.45%,70.22%,64%,2026-11-04
CRWD,"Crowdstrike Holdings",201.63,-11.29,-5.30%,72027,0.77919126546946,56.46%,60.59%,70.36%,85%,2026-08-26
CHWY,"Chewy Inc",23.99,0.95,+4.12%,12884,0.73896612228371,43.25%,63.01%,70.41%,84%,2026-09-09
VLO,"Valero Energy Corp",346.26,-3.79,-1.08%,8603,2.3487738419619,33.76%,42.35%,71.49%,72%,2026-10-22
PATH,"Uipath Inc Cl A",15.78,0.2,+1.28%,20915,0.21323742676489,66.24%,88.15%,71.84%,86%,2026-09-03
ULTA,"Ulta Beauty Inc",527.85,11.11,+2.15%,5266,1.0083905415713,34.68%,49.70%,72.05%,94%,2026-08-27
CRM,"Salesforce Inc",206.09,9.95,+5.07%,160657,0.92611197698118,48.43%,50.83%,72.46%,89%,2026-08-26
CPRT,"Copart Inc",33.85,2.34,+7.43%,17339,0.34724164724165,42.53%,41.46%,73.35%,92%,2026-09-03
ZS,"Zscaler Inc",184.6,-1.1,-0.59%,7920,1.3003194888179,46.74%,72.70%,74.01%,92%,2026-09-03
DE,"Deere & Company",580.63,-8.09,-1.37%,12930,1.2868765475769,26.89%,35.72%,74.67%,76%,2026-08-20
AAP,"Advance Auto Parts Inc",56.18,-0.78,-1.37%,17268,0.87736464448793,53.27%,73.75%,75.01%,81%,2026-08-20
DELL,"Dell Technologies",437.55,-31.1,-6.64%,96231,0.88278452779245,84.68%,80.31%,78.71%,86%,2026-09-03
FRO,"Frontline Plc",44.45,0.95,+2.18%,7786,0.9847055824624,39.45%,64.33%,79.43%,96%,2026-09-04
PCG,"Pacific Gas & Electric Company",17.65,-0.17,-0.95%,76782,0.17455752550825,24.18%,56.76%,79.63%,96%,2026-10-22
ADBE,"Adobe Systems Inc",272.47,9.33,+3.55%,27419,0.74088888888889,52.60%,54.76%,80.66%,92%,2026-09-10
HPQ,"HP Inc",29.94,-0.02,-0.07%,10375,1.0204479065239,49.96%,57.81%,82.23%,93%,2026-08-26
INTU,"Intuit Inc",362.47,12.06,+3.44%,10713,0.7067070256492,47.48%,61.05%,85.60%,88%,2026-08-25
ROST,"Ross Stores Inc",234.69,-1.69,-0.71%,8269,0.62169052755442,24.70%,36.68%,86.12%,90%,2026-08-20
KR,"Kroger Company",56.27,-0.07,-0.12%,8965,1.3093766099948,26.62%,36.29%,88.18%,96%,2026-09-11
OKTA,"Okta Inc Cl A",141.21,-2.71,-1.88%,6347,0.83333333333333,51.99%,73.45%,91.09%,94%,2026-08-26
MRK,"Merck & Company",152.2,17.03,+12.60%,168460,0.32457933637364,39.41%,34.70%,94.78%,96%,2026-10-29
NVS,"Novartis Ag ADR",160.31,5.76,+3.73%,11825,2.5585314474872,22.80%,29.87%,100.00%,100%,2026-10-27
MRNA,"Moderna Inc",174.38,111.42,+176.97%,622861,2.1632563926767,298.71%,140.04%,100.00%,100%,2026-11-05
"Downloaded from Barchart.com as of 08-19-2026 09:02pm CDT"
