Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",218.99,-0.23,-0.10%,34.83%,49%,2957606,32.2%,67.8%,0.47490997512067
SPCX,"SpaceX Corp",114.92,6.65,+6.14%,29.19%,36%,1764353,50.3%,49.7%,1.0129067220371
AAPL,"Apple Inc",312.41,1.41,+0.45%,52.15%,49%,1306709,27.5%,72.5%,0.37972690739306
TSLA,"Tesla Inc",319.53,-2.02,-0.63%,11.78%,10%,1291845,45.5%,54.5%,0.83482987438713
MU,"Micron Technology",881.47,-11.72,-1.31%,54.99%,69%,820645,45.7%,54.3%,0.84155960729313
MSFT,"Microsoft Corp",499.86,12.4,+2.54%,40.49%,62%,690213,28.9%,71.1%,0.40666021297193
INTC,"Intel Corp",99.81,-1.25,-1.24%,57.96%,74%,586187,36.0%,64.0%,0.56260696177899
HTZ,"Hertz Global Holdings Inc",2.02,0.46,+29.49%,100.00%,100%,584001,15.1%,84.9%,0.17759468631472
PLTR,"Palantir Technologies Cl A",155.92,-2.51,-1.58%,23.55%,21%,477378,42.6%,57.4%,0.74114343029087
ET,"Energy Transfer LP",20.67,0.33,+1.62%,36.46%,29%,473197,1.4%,98.6%,0.013962428296845
AMZN,"Amazon.com Inc",272.26,-0.39,-0.14%,28.95%,34%,460176,36.1%,63.9%,0.56434122230305
AMD,"Adv Micro Devices",489.28,7.23,+1.50%,51.04%,67%,448542,41.1%,58.9%,0.69749883627198
SNDK,"Sandisk Corp",1258.58,-91.92,-6.81%,46.26%,40%,367828,45.4%,54.6%,0.83164855740023
GOOGL,"Alphabet Cl A",357.75,-4.68,-1.29%,31.40%,33%,365570,37.4%,62.6%,0.59811323229188
META,"META Platforms Inc",589.9,1.13,+0.19%,42.84%,61%,328249,24.2%,75.8%,0.31936059551275
MSTR,"Strategy Inc",96.85,-1.52,-1.55%,28.02%,44%,296164,36.9%,63.1%,0.58540097533818
NFLX,"Netflix Inc",73.69,-0.51,-0.69%,32.72%,41%,295042,40.5%,59.5%,0.68094028099042
NBIS,"Nebius Group N.V. Cl A",189.88,-29.11,-13.29%,59.46%,90%,257729,52.5%,47.5%,1.1065756671707
SOFI,"Sofi Technologies Inc",18.1,-0.15,-0.82%,5.92%,1%,241456,38.2%,61.8%,0.61687481166505
SOUN,"Soundhound AI Inc Cl A",7.08,0.65,+10.11%,23.56%,24%,230171,17.6%,82.4%,0.21322700007379
IREN,"Iren Limited",37.93,-0.96,-2.47%,42.53%,56%,225810,34.4%,65.6%,0.52494985716891
CELH,"Celsius Holdings Inc",23.77,-5.38,-18.46%,33.04%,33%,225668,20.1%,79.9%,0.25178475346273
ORCL,"Oracle Corp",143.47,-0.92,-0.64%,66.38%,85%,220472,32.1%,67.9%,0.47350692402288
UBER,"UBER Technologies Inc",70.47,2.29,+3.36%,27.34%,23%,201132,27.7%,72.3%,0.38221751858928
DKNG,"Draftkings Inc",22.17,0.41,+1.88%,75.64%,90%,200412,15.4%,84.6%,0.18149340313395
SMCI,"Super Micro Computer",29.38,-0.94,-3.10%,77.83%,90%,194154,29.4%,70.6%,0.41695494154223
RKLB,"Rocket Lab Corp",75.67,0.85,+1.14%,66.31%,75%,181510,19.2%,80.8%,0.23770039072355
TTD,"Trade Desk Inc",17.67,-1.29,-6.80%,81.71%,79%,175566,45.7%,54.3%,0.84183967855981
TSM,"Taiwan Semiconductor ADR",418.2,4.2,+1.01%,49.15%,50%,171005,34.8%,65.2%,0.53408988965641
PFE,"Pfizer Inc",26.2,0.39,+1.51%,11.15%,5%,166242,46.0%,54.0%,0.85298051629587
MARA,"Mara Holdings Inc",10.65,-0.59,-5.25%,51.24%,73%,161852,43.4%,56.6%,0.76817864009788
AVGO,"Broadcom Ltd",420.57,2.29,+0.55%,55.25%,73%,161047,39.9%,60.1%,0.66279826128256
HOOD,"Robinhood Markets Cl A",90.71,-2.09,-2.25%,32.24%,32%,157587,32.2%,67.8%,0.47436029377368
SKHY,"SK hynix Inc",143.53,-7.5,-4.97%,0.00%,0%,150390,66.8%,33.2%,2.0162454873646
GOOG,"Alphabet Cl C",356.62,-3.51,-0.97%,29.48%,32%,149134,33.7%,66.3%,0.50888837176361
APP,"Applovin Corp Cl A",335.67,-82.13,-19.66%,29.07%,31%,146368,55.9%,44.1%,1.2674433015244
UAA,"Under Armour",6.4,-0.36,-5.33%,64.68%,64%,144718,98.8%,1.2%,82.075774971297
ASTS,"Ast Spacemobile Inc",67.36,-1.02,-1.49%,56.83%,51%,141336,30.7%,69.3%,0.44229238524808
WDC,"Western Digital Corp",451.52,-67.65,-13.03%,59.91%,63%,140049,48.9%,51.1%,0.95730377906977
WBD,"Discovery Inc Series A",26.4,0.43,+1.66%,8.41%,19%,139923,42.5%,57.5%,0.73890835880993
U,"Unity Software Inc",40.81,5.34,+15.05%,21.90%,17%,133786,16.2%,83.8%,0.19342033665468
POET,"Poet Technologies Inc",8.53,0.44,+5.44%,38.51%,58%,133667,4.9%,95.1%,0.051692801561012
MRVL,"Marvell Technology Inc",210.54,-0.48,-0.23%,68.42%,77%,129445,43.4%,56.6%,0.76666075254876
CIFR,"Cipher Digital Inc",18.21,-0.5,-2.67%,31.09%,56%,128412,31.2%,68.8%,0.4532984755373
