Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
MSFT,"Microsoft Corp",491.71,4.4,+0.90%,25.74%,25%,265341,39.7%,60.3%,0.65749034893745
MARA,"Mara Holdings Inc",11.83,0.65,+5.81%,40.02%,46%,228343,50.2%,49.8%,1.0071110251655
GOOGL,"Alphabet Cl A",346.96,-1.1,-0.32%,14.84%,10%,214231,33.1%,66.9%,0.49560876850042
AVGO,"Broadcom Ltd",356.74,-2.02,-0.56%,51.09%,65%,201633,38.0%,62.0%,0.61333504028677
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",17.85,-0.75,-4.03%,10.10%,37%,201626,6.2%,93.8%,0.065704696212902
NKE,"Nike Inc",39.48,-1.27,-3.12%,36.89%,45%,192675,36.0%,64.0%,0.56225928598649
WMT,"Walmart Inc",105.38,-1.11,-1.04%,20.61%,23%,190257,22.3%,77.7%,0.28748629664217
BMNR,"Bitmine Immersion Technologies",24.82,0.68,+2.82%,20.63%,24%,185564,21.9%,78.1%,0.28099738366273
IREN,"Iren Limited",42.21,2.4,+6.03%,18.50%,9%,182141,27.3%,72.7%,0.37472168340969
SNAP,"Snap Inc",5.92,0.39,+7.05%,29.64%,43%,174469,10.3%,89.7%,0.11538092711337
DKS,"Dick's Sporting Goods Inc",124.31,-55.02,-30.68%,67.44%,77%,163870,40.3%,59.7%,0.67556237218814
ORCL,"Oracle Corp",144.76,2.31,+1.62%,64.67%,79%,157047,45.0%,55.0%,0.81773672696969
SNDK,"Sandisk Corp",1480.77,-12.35,-0.83%,26.16%,7%,152127,41.7%,58.3%,0.71445476265609
WBD,"Discovery Inc Series A",28.9,0.2,+0.70%,12.16%,30%,147263,67.7%,32.3%,2.0946056696157
COIN,"Coinbase Global Cl A",187.16,7.68,+4.28%,37.46%,39%,141499,36.9%,63.1%,0.58387901989097
BABA,"Alibaba Group Holding ADR",119.44,0.97,+0.82%,37.35%,29%,135817,25.2%,74.8%,0.33628170566127
BE,"Bloom Energy Corp Cl A",217.45,13.43,+6.58%,9.42%,4%,131300,41.9%,58.1%,0.72160595809404
PFE,"Pfizer Inc",28.57,0.6,+2.15%,20.14%,18%,131051,48.7%,51.3%,0.95068619570718
MRVL,"Marvell Technology Inc",240.38,11.09,+4.84%,53.34%,67%,119697,36.2%,63.8%,0.56659162892967
CIFR,"Cipher Digital Inc",16.31,0.95,+6.18%,13.31%,15%,119591,23.1%,76.9%,0.30048173642602
WULF,"Terawulf Inc",16.32,0.84,+5.43%,18.10%,12%,111834,27.8%,72.2%,0.38555888693411
SMR,"Nuscale Power Corp",9.81,0.76,+8.40%,15.14%,10%,109250,27.9%,72.1%,0.38768925922162
UBER,"UBER Technologies",80.35,1.06,+1.34%,29.54%,24%,106580,20.8%,79.2%,0.26308055130894
CRWV,"Coreweave Cl A",88.04,1.79,+2.08%,14.12%,6%,104310,35.3%,64.7%,0.54503577088857
RKLB,"Rocket Lab Corp",66.91,-1.37,-2.01%,0.33%,1%,101933,37.8%,62.2%,0.60673696820668
NBIS,"Nebius Group N.V. Cl A",221.97,11.06,+5.24%,23.75%,31%,101403,37.5%,62.5%,0.59976966522576
CRCL,"Circle Internet Group Cl A",92.02,4.3,+4.90%,45.21%,43%,99460,36.6%,63.4%,0.57837940775066
VALE,"Vale S.A. ADR",15.33,0.29,+1.93%,15.10%,42%,97818,12.5%,87.5%,0.14312091713314
BULL,"Webull Corp Cl A",8.94,0.41,+4.81%,6.50%,3%,88052,13.0%,87.0%,0.14969903508428
NVO,"Novo Nordisk A/S ADR",48.66,1.74,+3.71%,14.22%,6%,86132,42.5%,57.5%,0.73782862215766
ONDS,"Ondas Inc",8.24,0,0.00%,0.00%,0%,85924,32.5%,67.5%,0.48239394096234
BAC,"Bank of America Corp",62.43,0.1,+0.16%,13.04%,12%,83180,45.4%,54.6%,0.83292567374011
GOOG,"Alphabet Cl C",343.34,-1.25,-0.36%,15.04%,11%,82045,33.8%,66.2%,0.51012332044911
CVNA,"Carvana Company Cl A",75.77,3.44,+4.76%,19.30%,24%,81589,46.7%,53.3%,0.87479032146878
NIO,"Nio Inc ADR",4.45,0.09,+2.06%,16.90%,12%,81290,35.1%,64.9%,0.54092580657391
ASTS,"Ast Spacemobile Inc",62.01,-0.34,-0.55%,1.93%,1%,81185,33.2%,66.8%,0.49771243035826
RZLV,"Rezolve AI Plc",2.96,0.53,+21.81%,4.38%,5%,80600,17.5%,82.5%,0.21244941859591
HIMS,"Hims & Hers Health Inc",31.75,0.67,+2.16%,21.89%,22%,80157,48.8%,51.2%,0.95257234726688
NOK,"Nokia Corp ADR",10.35,0.39,+3.92%,37.90%,55%,79684,20.1%,79.9%,0.25090657917458
CRWD,"Crowdstrike Holdings",185.38,-5.3,-2.78%,70.74%,85%,78811,45.0%,55.0%,0.81889727434282
GME,"Gamestop Corp",18.09,0.05,+0.28%,44.66%,51%,78731,10.3%,89.7%,0.1153595511985
RIOT,"Riot Platforms Inc",21.3,1.3,+6.50%,37.36%,43%,77689,36.0%,64.0%,0.56275018606803
AAL,"American Airlines Gp",13.95,0.32,+2.35%,23.94%,21%,77289,25.4%,74.6%,0.34133388868642
OKLO,"Oklo Inc",44.27,4.58,+11.54%,8.06%,6%,75594,33.2%,66.8%,0.49708876302135
INTU,"Intuit Inc",357.46,-12.46,-3.37%,81.68%,81%,70524,57.6%,42.4%,1.3600040156611
XE,"X-Energy Inc Cl A",19.11,1,+5.52%,27.48%,18%,69383,20.4%,79.6%,0.2569384057971
PURR,"Hyperliquid Strategies Inc",11.87,1.23,+11.56%,12.02%,58%,69216,22.3%,77.7%,0.28718873784241
RIVN,"Rivian Automotive Cl A",16.74,0.14,+0.84%,22.35%,11%,66403,34.8%,65.2%,0.53401714140504
TSM,"Taiwan Semiconductor ADR",417.41,7.29,+1.78%,21.20%,17%,65932,38.8%,61.2%,0.6334357348132
UPS,"United Parcel Service",105.14,2.42,+2.36%,12.42%,8%,65721,11.9%,88.1%,0.13460741661487
ASST,"Strive Inc",21.39,1.66,+8.41%,7.10%,29%,64806,22.4%,77.6%,0.28841527664566
OPEN,"Opendoor Technologies Inc",3.6,0.17,+4.96%,7.93%,6%,63914,15.2%,84.8%,0.17863794788574
APLD,"Applied Digital Corp",28.85,1.96,+7.29%,12.65%,5%,62623,27.4%,72.6%,0.37757099804219
ZM,"Zoom Communications Inc",100.92,-3.91,-3.73%,78.59%,95%,60806,49.1%,50.9%,0.96382779446436
KSS,"Kohl's Corp",17.68,-0.62,-3.39%,54.62%,86%,60466,64.6%,35.4%,1.8219536099314
CRM,"Salesforce Inc",205.69,-3.37,-1.61%,69.02%,83%,60332,49.2%,50.8%,0.96899578995464
PCG,"Pacific Gas & Electric Company",18.36,0.25,+1.38%,73.43%,92%,58917,30.2%,69.8%,0.4329458118494
F,"Ford Motor Company",13.95,0.02,+0.14%,32.45%,39%,58422,30.8%,69.2%,0.44548086201351
BBWI,"Bath & Body Works Inc",17.58,-1.59,-8.29%,83.92%,93%,57575,67.7%,32.3%,2.0919392084206
CRML,"Critical Metals Corp",8.1,1.43,+21.44%,12.72%,16%,56878,20.9%,79.1%,0.26443323033146
RKT,"Rocket Companies Cl A",14.3,0.21,+1.49%,28.34%,16%,56520,36.4%,63.6%,0.57205240174672
DELL,"Dell Technologies",451.5,18.31,+4.23%,75.09%,81%,56447,47.8%,52.2%,0.91410647677179
AMC,"AMC Entertainment Holdings",2.65,-0.02,-0.75%,31.98%,36%,56020,20.7%,79.3%,0.26174012928219
KEEL,"Keel Infrastructure Corp",3.51,0.26,+8.00%,0.00%,0%,55628,16.0%,84.0%,0.1902347176755
GRAB,"Grab Holdings Ltd Cl A",3.58,0.06,+1.70%,21.36%,24%,55595,49.1%,50.9%,0.96518204312478
SBET,"Sharplink Inc",8.35,0.08,+0.97%,32.39%,20%,55000,8.3%,91.7%,0.089993856398264
HPQ,"HP Inc",29.52,0.94,+3.29%,79.57%,88%,54890,81.5%,18.5%,4.4030908553992
DIS,"Walt Disney Company",111.25,0.64,+0.58%,14.61%,14%,54751,21.8%,78.2%,0.27934853724647
CLSK,"Cleanspark Inc",12.75,0.82,+6.87%,28.19%,12%,53797,17.3%,82.7%,0.20856828342282
SKHY,"SK hynix Inc",159.53,4.16,+2.68%,0.00%,0%,52501,53.3%,46.7%,1.1434228790724
TGT,"Target Corp",163.47,-6.42,-3.78%,3.95%,5%,49989,57.8%,42.2%,1.3681368136814
CORZ,"Core Scientific Inc",18.03,0.76,+4.40%,6.43%,4%,49391,17.8%,82.2%,0.21640725051719
MRK,"Merck & Company",156.45,5.79,+3.84%,60.85%,57%,48705,21.2%,78.8%,0.26852454746712
T,"AT&T Inc",25.77,0.08,+0.31%,31.85%,41%,48088,47.2%,52.8%,0.89255775512614
RDDT,"Reddit Cl A",162.45,9.75,+6.39%,7.89%,5%,48024,25.7%,74.3%,0.34509705066801
OXY,"Occidental Petroleum",58.41,-1.7,-2.83%,35.71%,29%,47110,8.5%,91.5%,0.092709855496022
WDC,"Western Digital Corp",450.75,15.37,+3.53%,43.16%,26%,46805,34.1%,65.9%,0.51649170554692
BA,"Boeing Company",211.08,0.62,+0.29%,30.53%,13%,46687,31.1%,68.9%,0.45107851059862
NVTS,"Navitas Semiconductor Corp",12.44,0.21,+1.72%,14.19%,12%,46545,16.8%,83.2%,0.20150236196081
GLXY,"Galaxy Digital Holdings",24.79,1.95,+8.54%,27.47%,19%,46030,58.0%,42.0%,1.3837389953392
TEM,"Tempus AI Cl A",68.73,2.56,+3.87%,54.86%,76%,45854,27.5%,72.5%,0.37935806034353
CSCO,"Cisco Systems Inc",111.11,0.88,+0.80%,31.50%,41%,45811,23.8%,76.2%,0.31237287650042
HTZ,"Hertz Global Holdings Inc",2.23,0.04,+1.83%,28.46%,59%,45673,25.7%,74.3%,0.3451038138713
QBTS,"D-Wave Quantum Inc",19.35,0.67,+3.59%,2.74%,2%,45367,16.5%,83.5%,0.19746080346302
FCX,"Freeport-Mcmoran Inc",79.91,2.11,+2.71%,59.21%,54%,45184,42.1%,57.9%,0.72761336698019
NU,"NU Holdings Ltd Cl A",15.14,0.38,+2.57%,32.91%,33%,45167,27.4%,72.6%,0.37767271618118
HL,"Hecla Mining Company",20.92,0.52,+2.55%,34.02%,20%,43954,39.1%,60.9%,0.64117690986483
IONQ,"Ionq Inc",42.05,0.99,+2.41%,14.76%,9%,43693,20.4%,79.6%,0.2556181389735
SOUN,"Soundhound AI Inc Cl A",7.05,0.05,+0.71%,8.36%,2%,42677,16.0%,84.0%,0.19000083651674
NOW,"Servicenow Inc",127,-1.05,-0.82%,49.07%,59%,41155,36.6%,63.4%,0.57845280558432
GS,"Goldman Sachs Group",1058.88,22.6,+2.18%,32.91%,51%,40335,53.4%,46.6%,1.1445661420672
JBLU,"Jetblue Airways Corp",5.08,0.13,+2.63%,19.47%,13%,40224,17.7%,82.3%,0.21518987341772
PYPL,"Paypal Holdings",62.27,0.59,+0.96%,17.86%,26%,40056,17.8%,82.2%,0.21613990345204
LULU,"Lululemon Athletica",118.33,-4.45,-3.62%,58.13%,73%,38258,53.3%,46.7%,1.1400682441125
PDD,"Pdd Holdings Inc",87.75,0.68,+0.78%,22.94%,12%,37745,34.0%,66.0%,0.51586345381526
GLW,"Corning Inc",147.16,1.61,+1.11%,50.07%,50%,37358,34.1%,65.9%,0.51682975354257
UUUU,"Energy Fuels Inc",15.97,1.09,+7.33%,4.01%,4%,36187,20.2%,79.8%,0.25375047638846
CLF,"Cleveland-Cliffs Inc",11.52,0.22,+1.95%,22.36%,15%,36169,47.4%,52.6%,0.90212989744938
CBRS,"Cerebras Systems Cl A",183.91,-1.51,-0.82%,1.29%,1%,35767,28.4%,71.6%,0.39654835812737
EOSE,"Eos Energy Enterprises Inc",3.54,0.08,+2.31%,10.99%,12%,35419,10.1%,89.9%,0.1125804931679
XOM,"Exxonmobil Holdings Corp",160.64,-3.41,-2.08%,54.26%,50%,35191,43.6%,56.4%,0.77248917094792
DAL,"Delta Air Lines Inc",83.62,1.14,+1.38%,11.40%,12%,35189,11.1%,88.9%,0.12486014768405
RUM,"Rum Group Inc",10.23,0.87,+9.29%,13.88%,66%,34469,15.3%,84.7%,0.1804047806582
ADBE,"Adobe Systems Inc",273.92,-2.35,-0.85%,82.11%,93%,34397,55.1%,44.9%,1.227207977208
QCOM,"Qualcomm Inc",160.56,2.03,+1.28%,25.68%,54%,34319,38.2%,61.8%,0.61882075471698
TTD,"Trade Desk Inc",13.25,-0.02,-0.15%,24.34%,18%,32981,22.3%,77.7%,0.28756587936756
RGTI,"Rigetti Computing Inc",16.94,0.57,+3.48%,5.05%,2%,32539,26.4%,73.6%,0.35850868403474
USAR,"USA Rare Earth Inc",19.41,1.12,+6.12%,6.39%,5%,32455,19.1%,80.9%,0.23656938200107
GAP,"Gap Inc",20.15,-0.21,-1.03%,63.43%,78%,32123,62.3%,37.7%,1.6493195876289
FIG,"Figma Cl A",27.27,-0.17,-0.62%,33.01%,20%,31663,14.4%,85.6%,0.16867825637619
FRMI,"Fermi Inc",6.01,0.39,+6.94%,8.04%,4%,31571,9.8%,90.2%,0.10825990802822
ARM,"Arm Holdings Plc ADR",241.56,2.78,+1.16%,33.59%,54%,31470,51.9%,48.1%,1.0773648425639
VG,"Venture Global Inc Cl A",14.07,-0.32,-2.22%,13.04%,12%,31392,15.8%,84.2%,0.18819076457229
PANW,"Palo Alto Networks",339.9,-11.,-3.13%,68.96%,92%,31235,61.1%,38.9%,1.5690903109064
AAOI,"Applied Optoelect",113.15,5.52,+5.13%,22.78%,22%,30877,28.0%,72.0%,0.38941637042704
LCID,"Lucid Group Inc",5.26,0.17,+3.34%,15.08%,29%,30251,39.8%,60.2%,0.65986282578875
CVX,"Chevron Corp",199.89,-3.2,-1.58%,51.91%,49%,30156,56.3%,43.7%,1.2894017613119
ACHR,"Archer Aviation Inc",5.96,-0.11,-1.81%,15.55%,9%,29185,26.0%,74.0%,0.35165802148944
B,"Barrick Mining Corp",48.87,0.71,+1.47%,52.20%,50%,29065,24.8%,75.2%,0.32898948331047
DJT,"Trump Media & Technology Group Corp",9.4,0.1,+1.08%,27.23%,44%,29017,15.6%,84.4%,0.18441569043634
SLS,"Sellas Life Sciences Group Inc",14.09,-0.23,-1.64%,52.71%,76%,28509,30.6%,69.4%,0.44152298124084
BB,"Blackberry Ltd",7.79,0.14,+1.83%,18.61%,39%,28469,14.3%,85.7%,0.16704927441174
COST,"Costco Wholesale",960.01,-11.39,-1.17%,30.02%,26%,28138,42.5%,57.5%,0.73981326902863
AS,"Amer Sports Inc",31.59,0.35,+1.12%,21.41%,15%,28068,3.1%,96.9%,0.03236722083272
AG,"First Majestic Silver",21.24,0.41,+1.97%,25.41%,17%,27685,48.4%,51.6%,0.93981221973094
WFC,"Wells Fargo & Company",84.79,0.07,+0.08%,12.67%,13%,27613,65.2%,34.8%,1.8754555867958
ONON,"On Holding Ag Cl A",28.83,-0.68,-2.30%,4.33%,2%,27438,75.1%,24.9%,3.0090590298071
TE,"T1 Energy Inc",4.65,0.33,+7.64%,5.22%,4%,27206,12.5%,87.5%,0.14334944316033
SHOP,"Shopify Inc",153.88,4.08,+2.72%,16.62%,17%,27203,49.6%,50.4%,0.98373805877634
LRCX,"Lam Research Corp",314.66,4.49,+1.45%,41.55%,43%,27026,48.8%,51.2%,0.95189946554962
CMG,"Chipotle Mexican Grill",37.43,-0.59,-1.55%,26.50%,30%,27024,34.5%,65.5%,0.52738371107218
TMC,"Tmc The Metals Company",4.96,0.22,+4.75%,18.67%,14%,26872,12.2%,87.8%,0.13835465559603
SERV,"Serve Robotics Inc",4.88,0.21,+4.50%,7.33%,6%,26871,35.3%,64.7%,0.54573170731707
QXO,"Qxo Inc",13.85,0.44,+3.28%,56.14%,67%,26708,24.0%,76.0%,0.31527627302275
RXRX,"Recursion Pharmaceuticals Inc Cl A",3.56,0.31,+9.54%,11.63%,18%,26491,11.3%,88.7%,0.12799659357036
LITE,"Lumentum Holdings",885.57,55.4,+6.67%,42.40%,16%,26335,38.5%,61.5%,0.62672184816851
VZ,"Verizon Communications",50.25,0.1,+0.20%,41.29%,41%,26126,36.5%,63.5%,0.57413990480207
RXT,"Rackspace Technology Inc",3.4,0.28,+8.97%,6.65%,14%,25988,3.1%,96.9%,0.031966008815471
APP,"Applovin Corp Cl A",310.54,11.95,+4.00%,10.09%,10%,25435,37.5%,62.5%,0.60008807247106
DLO,"Dlocal Ltd Cl A",15.53,0.41,+2.71%,1.72%,2%,25162,0.6%,99.4%,0.0065202608104324
AMAT,"Applied Materials",480.04,-4.15,-0.86%,36.71%,48%,25081,47.4%,52.6%,0.90122801697999
PATH,"Uipath Inc Cl A",16.66,0.09,+0.54%,66.84%,78%,24839,34.8%,65.2%,0.53440820360761
LLY,"Eli Lilly and Company",1233.66,-13.27,-1.06%,26.69%,22%,24827,53.8%,46.2%,1.1658379132862
SMTC,"Semtech Corp",127.52,6.61,+5.47%,59.12%,86%,24790,24.2%,75.8%,0.31917837377607
V,"Visa Inc",384.14,1.73,+0.45%,26.06%,16%,24387,49.3%,50.7%,0.97337756918595
CAPR,"Capricor Therap",8.29,1.49,+21.91%,14.56%,54%,24007,14.4%,85.6%,0.16890641737268
XPEV,"Xpeng Inc ADR",11.6,0.45,+4.04%,9.72%,2%,23954,29.4%,70.6%,0.4158884028845
PSKY,"Paramount Skydance Corp Cl B",10.67,0.32,+3.09%,6.49%,14%,23838,46.5%,53.5%,0.86964705882353
MCD,"McDonald's Corp",268.1,-4.44,-1.63%,37.37%,38%,23578,34.3%,65.7%,0.5216521458535
MP,"MP Materials Corp",60.17,2.75,+4.79%,14.84%,25%,23423,25.3%,74.7%,0.33883966847671
JPM,"JP Morgan Chase & Company",356.69,0.3,+0.08%,14.94%,12%,23374,55.7%,44.3%,1.2594490091832
BIDU,"Baidu Inc ADR",93.43,1.25,+1.36%,23.65%,14%,23297,42.6%,57.4%,0.74209227548045
SNOW,"Snowflake Cl A",317.02,-5.76,-1.78%,73.24%,88%,23043,53.2%,46.8%,1.1383630289532
HPE,"Hewlett Packard Enterprise",53.44,1.01,+1.93%,48.29%,90%,22782,36.9%,63.1%,0.58549655508386
QUBT,"Quantum Computing Inc",8.46,0.22,+2.67%,15.23%,4%,22677,36.0%,64.0%,0.56134673643624
PLUG,"Plug Power Inc",2.27,0.1,+4.61%,0.00%,0%,22611,13.4%,86.6%,0.15468287202533
CELH,"Celsius Holdings Inc",35.34,0.31,+0.88%,35.78%,37%,22602,29.6%,70.4%,0.42097321765372
SLB,"Slb Limited",53.29,-0.71,-1.31%,41.06%,47%,22579,15.6%,84.4%,0.18524934383202
CAT,"Caterpillar Inc",811.29,0.27,+0.03%,43.41%,43%,22558,57.0%,43.0%,1.3241294044921
IBM,"Intl Business Machines",234.19,3.15,+1.36%,28.99%,33%,22533,35.8%,64.2%,0.55786780973451
USAS,"Americas Gold and Silver Corp",5.62,0.23,+4.27%,3.05%,4%,22381,0.4%,99.6%,0.0039924636640947
TEAM,"Atlassian Corp",166.49,-4.84,-2.82%,35.53%,30%,22341,38.3%,61.7%,0.62173344947735
CCJ,"Cameco Corp",106.96,4.69,+4.59%,27.26%,16%,22249,22.7%,77.3%,0.29422372171485
CCL,"Carnival Corporation Ltd",26.14,0.43,+1.67%,20.25%,12%,22125,34.2%,65.8%,0.52009618687736
KO,"Coca-Cola Company",91.64,-0.35,-0.38%,50.75%,39%,22037,45.6%,54.4%,0.83886849132176
UEC,"Uranium Energy",13.27,0.76,+6.08%,19.34%,5%,21982,15.6%,84.4%,0.18418359101438
IRD,"Opus Genetics Inc",4.11,0.08,+1.99%,15.69%,55%,21928,0.1%,99.9%,0.0009129085
AXTI,"Axt Inc",67.45,2.05,+3.13%,13.92%,5%,21760,36.6%,63.4%,0.57749746266493
UNH,"Unitedhealth Group",396.59,-2.17,-0.54%,9.71%,12%,21382,48.8%,51.2%,0.95483635033827
DHT,"Dht Holdings",19.17,-0.55,-2.79%,39.88%,36%,21029,10.2%,89.8%,0.11394215488929
NEM,"Newmont Mining",135.14,3.3,+2.50%,47.89%,50%,20798,41.7%,58.3%,0.71529896907216
C,"Citigroup Inc",133.25,1.53,+1.16%,15.09%,18%,20234,51.1%,48.9%,1.0452845446275
SCHW,"The Charles Schwab Corp",112.27,-1.38,-1.21%,15.89%,10%,20214,40.3%,59.7%,0.67542478242851
VST,"Vistra Energy Corp",139.03,3.37,+2.48%,1.96%,2%,20211,42.6%,57.4%,0.74247779981033
ZS,"Zscaler Inc",168.42,-7.64,-4.34%,77.87%,94%,20085,57.4%,42.6%,1.3458304134548
POET,"Poet Technologies Inc",8.08,0.33,+4.26%,15.74%,13%,19875,13.8%,86.2%,0.160516174238
HUT,"Hut 8 Corp",85.5,5.94,+7.47%,28.56%,38%,19616,32.7%,67.3%,0.48606060606061
COHR,"Coherent Corp",288.14,12.65,+4.59%,44.52%,32%,19161,32.0%,68.0%,0.47019105347963
RCAT,"Red Cat Holdings Inc",9.1,0.17,+1.90%,21.77%,13%,19020,33.8%,66.2%,0.51036290002382
PAAS,"Pan Amer Silver Corp",54.21,0.58,+1.08%,32.80%,20%,18748,51.3%,48.7%,1.0543502081964
VRT,"Vertiv Holdings",255.75,0.78,+0.31%,26.79%,14%,18473,49.5%,50.5%,0.97995712754555
AA,"Alcoa Corp",51.28,1.89,+3.83%,20.22%,18%,18257,16.5%,83.5%,0.19773010562225
DOW,"Dow Inc",30.16,-1.28,-4.07%,8.18%,5%,17902,58.8%,41.2%,1.4290366350068
STX,"Seagate Technology",821.67,27.02,+3.40%,42.16%,37%,17861,48.1%,51.9%,0.92529912687291
BSX,"Boston Scientific Corp",49.86,0.85,+1.73%,52.58%,71%,17836,41.5%,58.5%,0.70826549181113
CDE,"Coeur Mining Inc",21.59,0.71,+3.40%,29.78%,13%,17788,37.0%,63.0%,0.5883561032235
MOS,"Mosaic Company",24.27,0.27,+1.13%,51.20%,53%,17498,12.0%,88.0%,0.1360862225685
NVAX,"Novavax Inc",9.44,0.58,+6.55%,11.51%,34%,17496,15.1%,84.9%,0.17794384972733
ANF,"Abercrombie & Fitch Company",108.9,-3.46,-3.08%,75.99%,82%,17286,60.0%,40.0%,1.4979768786127
BBAI,"Bigbear.Ai Holdings Inc",3.09,0.02,+0.65%,0.00%,0%,17223,10.7%,89.3%,0.12026798490959
RBLX,"Roblox Corp Cl A",39.12,0.36,+0.93%,25.62%,29%,17018,24.2%,75.8%,0.31840718933994
TXN,"Texas Instruments",260.05,1.11,+0.43%,28.85%,47%,16965,51.3%,48.7%,1.0531284037275
ENPH,"Enphase Energy Inc",37.35,0.17,+0.46%,22.25%,30%,16940,31.3%,68.7%,0.4560770156438
BTG,"B2Gold Corp",5.87,0.15,+2.62%,6.55%,19%,16798,8.9%,91.1%,0.097478113158239
BRK.B,"Berkshire Hathaway Cl B",504.32,0,0.00%,25.75%,20%,16792,44.9%,55.1%,0.81378267444372
VKTX,"Viking Thera",34.17,0.94,+2.83%,66.95%,91%,16767,17.9%,82.1%,0.21853197674419
TIGR,"Up Fintech Holding Ltd ADR",5.47,0.27,+5.10%,17.36%,31%,16733,9.4%,90.6%,0.10419691170648
PG,"Procter & Gamble",145.4,-1.2,-0.82%,16.94%,21%,16653,39.1%,60.9%,0.64182194616977
LQDA,"Liquidia Corp",70.49,0.22,+0.31%,29.68%,38%,16494,42.7%,57.3%,0.74613593055261
LYFT,"Lyft Inc Cl A",17.65,-0.03,-0.17%,4.64%,2%,16491,28.4%,71.6%,0.39671381383925
BBY,"Best Buy Company",85.29,-2.19,-2.50%,73.19%,84%,16439,39.2%,60.8%,0.6448869321593
KHC,"Kraft Heinz Company",25.32,-0.35,-1.36%,41.80%,35%,16407,52.9%,47.1%,1.1241584671155
CLOV,"Clover Health Investments Corp",4.13,0.02,+0.49%,3.27%,6%,16352,39.6%,60.4%,0.65506072874494
PL,"Planet Labs Pbc",21.55,-0.02,-0.09%,49.26%,58%,16307,31.5%,68.5%,0.45989256938227
HIVE,"Hive Digital Technologies Ltd",3.02,0.16,+5.59%,12.24%,18%,16192,11.2%,88.8%,0.12569521690768
FSLR,"First Solar Inc",206.82,-1.49,-0.72%,12.17%,12%,16043,47.2%,52.8%,0.89253273563761
IOVA,"Iovance Biotherapeutics Inc",8.44,0.38,+4.71%,8.51%,42%,16011,17.4%,82.6%,0.21066162570888
DKNG,"Draftkings Inc",25.79,-0.18,-0.69%,29.14%,16%,15908,41.7%,58.3%,0.71496334626994
NEE,"Nextera Energy",84.22,0.12,+0.14%,1.52%,1%,15841,22.9%,77.1%,0.29663583531145
IBRX,"Immunitybio Inc",8.19,0.61,+8.05%,21.10%,12%,15776,13.6%,86.4%,0.15753173380292
RDW,"Redwire Corp",11.48,0.1,+0.88%,21.02%,14%,15466,19.6%,80.4%,0.24374748693205
JOBY,"Joby Aviation Inc",7.22,0.03,+0.42%,1.39%,1%,15427,27.2%,72.8%,0.37397577484859
GEO,"Geo Group Inc",32.16,-0.02,-0.06%,10.05%,4%,15360,11.0%,89.0%,0.12354619267062
WMB,"Williams Companies",71.08,0.11,+0.15%,66.33%,58%,15219,58.6%,41.4%,1.4164814226739
ABCL,"Abcellera Biologics Inc",12.5,1.89,+17.81%,4.59%,8%,15168,42.6%,57.4%,0.74264705882353
FUTU,"Futu Holdings Ltd ADR",125.63,9.82,+8.48%,28.36%,33%,15041,44.9%,55.1%,0.81369829977089
ALAB,"Astera Labs Inc",282.65,5.12,+1.84%,23.24%,21%,14872,40.7%,59.3%,0.68750709179621
DNN,"Denison Mines Corp",3.72,0.18,+5.08%,1.61%,1%,14860,5.1%,94.9%,0.054274565448741
