Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",225.01,-0.15,-0.07%,27.38%,39%,2845498,35.4%,64.6%,0.54797305420657
TSLA,"Tesla Inc",339.3,-2.97,-0.87%,3.77%,2%,2173392,43.6%,56.4%,0.77282126284003
MU,"Micron Technology",1011.75,40.09,+4.13%,34.92%,33%,1376281,42.4%,57.6%,0.73688202466979
SPCX,"SpaceX Corp",146.23,6.23,+4.45%,2.78%,2%,1105242,43.3%,56.7%,0.76269580777585
AAPL,"Apple Inc",305.59,-0.34,-0.11%,40.62%,27%,1015295,35.3%,64.7%,0.54444738539423
AMZN,"Amazon.com Inc",261.31,-1.34,-0.51%,19.80%,18%,980762,36.1%,63.9%,0.56411393212554
META,"META Platforms",568.97,-20.88,-3.54%,32.83%,45%,964066,44.6%,55.4%,0.80407986062379
MSFT,"Microsoft Corp",480.35,-15.05,-3.04%,29.93%,31%,849795,42.2%,57.8%,0.72907769094131
INTC,"Intel Corp",103.49,0.99,+0.97%,39.27%,51%,751050,33.1%,66.9%,0.49391929792457
AMD,"Adv Micro Devices",506,-8.39,-1.63%,29.88%,30%,572438,40.1%,59.9%,0.66926585172398
BAC,"Bank of America Corp",63.89,-0.6,-0.93%,5.12%,2%,355744,51.2%,48.8%,1.0501968106871
PLTR,"Palantir Technologies Cl A",172.55,-1.49,-0.86%,11.43%,4%,336698,39.8%,60.2%,0.66094270280936
SNDK,"Sandisk Corp",1786.85,145.74,+8.88%,34.02%,14%,329778,47.0%,53.0%,0.88510280726425
GOOGL,"Alphabet Cl A",344,-1.9,-0.55%,12.84%,7%,326905,42.0%,58.0%,0.72311917224076
IREN,"Iren Limited",44.9,0.84,+1.91%,24.08%,13%,297761,31.7%,68.3%,0.46519340822643
AVGO,"Broadcom Ltd",392.43,-0.56,-0.14%,47.06%,55%,288341,41.7%,58.3%,0.7139893477899
MSTR,"Strategy Inc",97.68,4.64,+4.99%,25.92%,34%,282658,40.6%,59.4%,0.68419233748436
SOFI,"Sofi Technologies Inc",18.31,0.02,+0.11%,2.82%,2%,280180,27.5%,72.5%,0.37892001496151
NKE,"Nike Inc",39.09,-1.64,-4.03%,27.37%,22%,268601,34.9%,65.1%,0.53598632142367
WFC,"Wells Fargo & Company",87.54,-1.28,-1.44%,1.68%,2%,267792,50.1%,49.9%,1.0039061623078
NFLX,"Netflix Inc",76.02,-2.14,-2.74%,25.46%,32%,263025,34.1%,65.9%,0.51668483055685
NBIS,"Nebius Group N.V. Cl A",268.85,-8.83,-3.18%,31.44%,53%,247828,54.7%,45.3%,1.2097707554993
CRWV,"Coreweave Cl A",106,0.74,+0.70%,16.50%,9%,223626,44.3%,55.7%,0.79656795796713
SMCI,"Super Micro Computer",38.28,-1.56,-3.92%,38.49%,40%,211060,36.4%,63.6%,0.57278587130668
ORCL,"Oracle Corp",146.65,-3.87,-2.57%,62.49%,77%,199095,36.5%,63.5%,0.57484456819225
MRVL,"Marvell Technology Inc",234.33,12.31,+5.54%,55.11%,70%,182455,30.9%,69.1%,0.44663188608037
NOK,"Nokia Corp ADR",10.78,0.02,+0.19%,47.23%,65%,178029,16.5%,83.5%,0.19792886269127
ONDS,"Ondas Inc",9,-0.24,-2.60%,0.00%,0%,157753,27.2%,72.8%,0.37422687596913
GOOG,"Alphabet Cl C",341.45,-2.09,-0.61%,11.55%,8%,154636,29.5%,70.5%,0.41830155279788
SKHY,"SK hynix Inc",171.38,5.05,+3.04%,7.70%,16%,130963,47.8%,52.2%,0.91561594944856
BMNR,"Bitmine Immersion Technologies",18.73,0.65,+3.60%,6.24%,4%,130449,24.6%,75.4%,0.32593029283514
HOOD,"Robinhood Markets Cl A",96.25,0.69,+0.72%,18.86%,7%,128340,37.5%,62.5%,0.60044893378227
MARA,"Mara Holdings Inc",9.72,0.52,+5.65%,28.93%,14%,120129,25.4%,74.6%,0.34044120108459
RIOT,"Riot Platforms Inc",20.04,1.03,+5.39%,28.32%,24%,115841,26.7%,73.3%,0.36468162808506
RKLB,"Rocket Lab Corp",82.08,1.83,+2.28%,12.63%,9%,115177,33.6%,66.4%,0.50707892808542
TSM,"Taiwan Semiconductor ADR",430.97,4.62,+1.08%,22.57%,18%,113155,47.2%,52.8%,0.8924772544822
GME,"Gamestop Corp",18.4,-0.26,-1.39%,38.65%,42%,111838,12.4%,87.6%,0.14203147178058
NOW,"Servicenow Inc",117.7,-6.3,-5.08%,47.09%,56%,111114,33.2%,66.8%,0.49654531496222
CIFR,"Cipher Digital Inc",18.5,0.65,+3.61%,7.74%,3%,110076,25.0%,75.0%,0.33323643762945
BE,"Bloom Energy Corp Cl A",232.16,2.22,+0.97%,12.17%,8%,107426,42.5%,57.5%,0.73873494755924
XOM,"Exxonmobil Holdings Corp",161.46,1.36,+0.85%,54.80%,53%,106988,43.3%,56.7%,0.76306379051794
RIVN,"Rivian Automotive Cl A",14.87,-0.49,-3.19%,14.77%,6%,102632,35.6%,64.4%,0.55382961650846
PFE,"Pfizer Inc",26.87,0.08,+0.30%,8.64%,3%,98378,30.4%,69.6%,0.43732924245745
BABA,"Alibaba Group Holding ADR",124.71,0.9,+0.73%,64.43%,70%,97651,24.3%,75.7%,0.3216441545083
HTZ,"Hertz Global Holdings Inc",2.16,-0.08,-3.57%,36.49%,70%,97315,25.9%,74.1%,0.34884333374915
ASTS,"Ast Spacemobile Inc",71.14,0.16,+0.23%,7.43%,6%,96623,33.9%,66.1%,0.51183677301247
KEEL,"Keel Infrastructure Corp",3.77,0.26,+7.41%,42.18%,18%,94431,28.1%,71.9%,0.39141261585159
CORZ,"Core Scientific Inc",20.13,-0.05,-0.25%,13.08%,12%,94256,14.4%,85.6%,0.16826970748637
BIDU,"Baidu Inc ADR",104.12,0.45,+0.43%,54.01%,55%,91878,42.9%,57.1%,0.7504905976718
CSCO,"Cisco Systems Inc",112.9,1.22,+1.09%,32.95%,44%,88950,31.0%,69.0%,0.4502796210849
OPEN,"Opendoor Technologies Inc",3.54,-0.1,-2.75%,3.97%,2%,88620,21.5%,78.5%,0.27437446074202
DELL,"Dell Technologies",479.81,-11.,-2.24%,77.34%,86%,87687,51.8%,48.2%,1.0732728046531
BULL,"Webull Corp Cl A",8.16,0.12,+1.49%,21.94%,38%,85138,12.5%,87.5%,0.14250057032435
CRCL,"Circle Internet Group Cl A",74.59,2.99,+4.18%,33.41%,28%,84718,31.8%,68.2%,0.46702916118307
XPEV,"Xpeng Inc ADR",12.2,0.5,+4.27%,60.38%,73%,83050,5.2%,94.8%,0.055192742611745
COIN,"Coinbase Global Cl A",150.55,2.08,+1.40%,28.94%,32%,81913,34.3%,65.7%,0.52314100299373
UBER,"UBER Technologies",74.99,-0.96,-1.26%,26.00%,20%,81181,37.8%,62.2%,0.60805403692259
RDDT,"Reddit Cl A",164.5,-13.59,-7.63%,10.88%,5%,79507,38.6%,61.4%,0.62804078958146
AAOI,"Applied Optoelect",154.89,4.61,+3.07%,35.22%,34%,79033,36.6%,63.4%,0.57766244136141
T,"AT&T Inc",24.68,-0.21,-0.84%,40.18%,53%,77811,61.0%,39.0%,1.5665798067091
SOUN,"Soundhound AI Inc Cl A",7.04,-0.39,-5.25%,8.89%,2%,77681,22.9%,77.1%,0.29714791437064
RKT,"Rocket Companies Cl A",14.5,-0.26,-1.76%,19.82%,10%,77339,10.0%,90.0%,0.11100097684307
WMT,"Walmart Inc",114.33,-0.94,-0.82%,62.43%,78%,77326,53.0%,47.0%,1.1258591301479
WULF,"Terawulf Inc",17.6,0.22,+1.27%,15.53%,7%,77074,31.7%,68.3%,0.4641717325228
CBRS,"Cerebras Systems Cl A",251.98,33,+15.07%,19.04%,10%,76611,43.6%,56.4%,0.77340277777778
PCG,"Pacific Gas & Electric Company",17.5,-0.34,-1.91%,73.01%,95%,76555,26.1%,73.9%,0.35359018335485
PYPL,"Paypal Holdings",60.47,-1.19,-1.93%,7.91%,12%,73604,18.1%,81.9%,0.22048850050575
HPE,"Hewlett Packard Enterprise",57.61,-1.1,-1.87%,47.02%,89%,70190,39.5%,60.5%,0.65180147318382
AMAT,"Applied Materials",535.31,28.13,+5.55%,40.92%,60%,69430,49.3%,50.7%,0.97367672977429
CVNA,"Carvana Company Cl A",70.09,-5.5,-7.28%,14.35%,23%,67710,61.9%,38.1%,1.6254362155874
APLD,"Applied Digital Corp",31.18,-0.02,-0.06%,10.39%,2%,67388,27.4%,72.6%,0.37709206089711
UTHR,"United Therapeutic",508.48,8.75,+1.75%,4.85%,7%,67080,42.7%,57.3%,0.74510263014126
HIMS,"Hims & Hers Health Inc",28.61,0.46,+1.63%,13.74%,12%,66928,24.4%,75.6%,0.32287075287095
AMC,"AMC Entertainment Holdings",2.44,-0.06,-2.40%,28.44%,31%,66782,11.9%,88.1%,0.13486048329538
ARM,"Arm Holdings Plc ADR",271.43,-8.01,-2.87%,40.63%,63%,66516,47.1%,52.9%,0.88901510848574
GLW,"Corning Inc",173.21,7.22,+4.35%,56.84%,55%,65244,38.3%,61.7%,0.61972145676622
F,"Ford Motor Company",14.05,-0.32,-2.23%,30.10%,37%,63333,31.5%,68.5%,0.45935296557445
WDC,"Western Digital Corp",536.01,27.21,+5.35%,46.72%,35%,63229,55.4%,44.6%,1.239859718729
EYPT,"Eyepoint Inc",4.87,-9.88,-66.98%,18.44%,67%,62956,64.6%,35.4%,1.8225061645371
RUN,"Sunrun Inc",9.83,-0.36,-3.53%,12.31%,3%,62891,14.1%,85.9%,0.16413075670073
AXTI,"Axt Inc",95.97,14.33,+17.55%,26.78%,30%,62848,33.9%,66.1%,0.51368015414258
FIGR,"Figure Technology Solutions Inc Cl A",35.76,4.33,+13.78%,10.19%,7%,62376,40.9%,59.1%,0.69224091155724
NIO,"Nio Inc ADR",4.6,0.08,+1.77%,13.07%,5%,62005,29.0%,71.0%,0.40926860311832
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",18.25,0.37,+2.07%,8.38%,21%,58097,14.3%,85.7%,0.16695791905192
TTD,"Trade Desk Inc",13.4,-0.74,-5.23%,29.90%,28%,56989,35.2%,64.8%,0.54395708596353
GS,"Goldman Sachs Group",1051.31,11.89,+1.14%,26.97%,37%,56444,36.7%,63.3%,0.58044464355715
AAL,"American Airlines Gp",14.43,-0.4,-2.70%,23.14%,18%,56001,56.4%,43.6%,1.2933371554937
PSX,"Phillips 66",240.55,6.94,+2.97%,68.32%,73%,54990,3.6%,96.4%,0.037194914934551
QCOM,"Qualcomm Inc",162.18,-3.61,-2.18%,27.70%,62%,53321,41.4%,58.6%,0.70572616762636
FSLR,"First Solar Inc",217.85,-7.71,-3.42%,18.27%,22%,52721,83.5%,16.5%,5.0536226891721
WBD,"Discovery Inc Series A",27.93,-0.06,-0.21%,8.33%,20%,52458,64.5%,35.5%,1.8194130925508
CRM,"Salesforce Inc",190.97,-5.24,-2.67%,66.68%,80%,52429,57.0%,43.0%,1.3276949032143
NU,"NU Holdings Ltd Cl A",14.74,-0.49,-3.22%,23.56%,22%,52378,30.4%,69.6%,0.4376921387791
RUM,"Rum Group Inc",8.24,0.78,+10.46%,10.47%,61%,52018,15.0%,85.0%,0.17581374321881
LRCX,"Lam Research Corp",343.84,11.48,+3.45%,42.62%,50%,51687,74.6%,25.4%,2.9380571428571
COST,"Costco Wholesale",953.5,-7.6,-0.79%,23.05%,14%,51244,50.8%,49.2%,1.0327660756079
BA,"Boeing Company",225.95,-5.72,-2.47%,32.21%,17%,50977,41.6%,58.4%,0.71218889597958
SNAP,"Snap Inc",5.18,-0.23,-4.25%,13.55%,19%,50965,18.1%,81.9%,0.22133288600254
ACHR,"Archer Aviation Inc",6.39,-0.23,-3.47%,23.23%,23%,50045,26.5%,73.5%,0.36036207458954
HD,"Home Depot",337.88,-0.98,-0.29%,65.06%,61%,49143,52.1%,47.9%,1.0879928619986
DIS,"Walt Disney Company",103.5,-3.35,-3.14%,16.61%,18%,48866,59.0%,41.0%,1.4380581749239
CRWD,"Crowdstrike Holdings",213.9,-3.05,-1.41%,71.93%,88%,48482,44.0%,56.0%,0.78426321213013
SCHW,"The Charles Schwab Corp",110.58,-0.51,-0.46%,6.94%,2%,48083,27.1%,72.9%,0.37129249372576
KLAR,"Klarna Group Plc",19.51,-1.28,-6.16%,53.96%,61%,47840,52.8%,47.2%,1.116814159292
CPNG,"Coupang Cl A",15.72,-0.4,-2.48%,35.11%,38%,47747,25.7%,74.3%,0.3462753059268
LITE,"Lumentum Holdings",968.9,42.76,+4.62%,48.22%,25%,46851,56.5%,43.5%,1.3
VIAV,"Viavi Solutions",46.26,2.72,+6.25%,60.36%,63%,46750,7.3%,92.7%,0.078506009643113
MO,"Altria Group",63.96,-1.74,-2.65%,67.24%,86%,46563,45.6%,54.4%,0.83919895722242
IBM,"Intl Business Machines",228.85,-5.47,-2.33%,31.87%,39%,45701,38.5%,61.5%,0.62509778820852
OKLO,"Oklo Inc",43.88,-0.5,-1.13%,3.13%,2%,45609,44.7%,55.3%,0.80959371528329
NVO,"Novo Nordisk A/S ADR",44.88,-1.01,-2.20%,2.56%,1%,45548,43.8%,56.2%,0.77803802162626
NVTS,"Navitas Semiconductor Corp",14.58,0.13,+0.90%,15.36%,14%,44868,24.7%,75.3%,0.32745562130178
CAT,"Caterpillar Inc",881.65,25.08,+2.93%,43.02%,41%,44822,63.3%,36.7%,1.7239137040413
SHOP,"Shopify Inc",148.65,-5.67,-3.67%,17.07%,19%,44784,40.2%,59.8%,0.67310494265327
HIVE,"Hive Digital Technologies Ltd",3.07,0.38,+14.13%,9.88%,10%,44697,8.7%,91.3%,0.094790212359468
CLSK,"Cleanspark Inc",12.4,0.31,+2.56%,22.98%,11%,44295,37.9%,62.1%,0.60914738256984
UNH,"Unitedhealth Group",395.62,-6.11,-1.52%,5.11%,5%,44145,42.7%,57.3%,0.74389665797582
IONQ,"Ionq Inc",46.84,0.58,+1.25%,17.75%,10%,43099,36.1%,63.9%,0.56575601249728
PDD,"Pdd Holdings Inc",86.94,2.15,+2.54%,67.14%,80%,43073,60.5%,39.5%,1.5322163433275
FCX,"Freeport-Mcmoran Inc",68.38,1.89,+2.84%,44.53%,35%,42950,35.5%,64.5%,0.54919924974751
NXE,"Nexgen Energy Ltd",10.75,0.36,+3.46%,13.25%,10%,42685,3.8%,96.2%,0.039120697210186
LUNR,"Intuitive Machines Inc",20.38,1.37,+7.21%,42.37%,21%,41286,25.8%,74.2%,0.34697073504943
VST,"Vistra Energy Corp",146.11,-2.02,-1.36%,4.76%,2%,40566,67.2%,32.8%,2.0468679585399
APP,"Applovin Corp Cl A",311.98,-3.46,-1.10%,9.72%,8%,40542,44.9%,55.1%,0.81485294775952
GRAB,"Grab Holdings Ltd Cl A",3.58,-0.04,-1.10%,28.36%,43%,40086,44.4%,55.6%,0.79765908785147
ENVX,"Enovix Corp",3.6,-0.79,-18.11%,24.29%,21%,39934,33.1%,66.9%,0.49475969456505
GE,"GE Aerospace",369.43,1.05,+0.29%,13.84%,15%,39552,48.6%,51.4%,0.9453078890419
SMR,"Nuscale Power Corp",9.19,-0.2,-2.13%,8.05%,1%,39133,46.1%,53.9%,0.85473245177497
CVX,"Chevron Corp",202.7,2.7,+1.35%,55.17%,52%,38468,29.2%,70.8%,0.4131217397693
CELH,"Celsius Holdings Inc",29.94,0.85,+2.92%,34.83%,37%,38432,25.1%,74.9%,0.33551099836675
NUAI,"New Era Energy & Digital Inc",5.46,0.39,+7.69%,49.42%,51%,37894,21.6%,78.4%,0.2760211469172
HL,"Hecla Mining Company",18.82,0.45,+2.45%,26.10%,9%,37215,52.8%,47.2%,1.1205128205128
RGTI,"Rigetti Computing Inc",18.67,-0.15,-0.80%,0.67%,1%,37121,31.6%,68.4%,0.46289655172414
CLOV,"Clover Health Investments Corp",4.27,-0.33,-7.17%,2.54%,2%,36924,40.8%,59.2%,0.68918980740199
MCD,"McDonald's Corp",265.53,-7.3,-2.68%,40.05%,45%,36849,37.4%,62.6%,0.59664630183284
JPM,"JP Morgan Chase & Company",360.96,-1.88,-0.52%,2.47%,1%,36759,51.7%,48.3%,1.0715131022823
AS,"Amer Sports Inc",32.57,-0.3,-0.91%,62.12%,78%,36711,15.4%,84.6%,0.18243308532225
ECHO,"Echostar Corp",92.51,0.62,+0.67%,4.36%,3%,36479,67.4%,32.6%,2.0719157894737
JD,"Jd.com Inc ADR",28.5,-0.56,-1.93%,19.33%,12%,36409,32.2%,67.8%,0.47386957049751
